M1.H_b.DIC Time [a],M1.H_b.DIC DIC [mol],M1.H_b.DIC C^{12}$S [mol],M1.H_b.DIC C^{13}$S [mol],M1.H_b.DIC $\delta^{13}$C [VPDB],M1.H_b.DIC DIC [mol/l],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC [mol/a],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC [C^{12}$S],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC [C^{13}$S],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC [mol/a],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC [C^{12}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC [C^{13}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC [mol/a],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC [C^{12}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC [C^{13}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC $\delta^{13}$C [VPDB],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC [mol/a],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC [C^{12}$S],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC [C^{13}$S],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC $\delta^{13}$C [VPDB],C_H_b_2_CO2_At.CO2_F DIC [mol/a],C_H_b_2_CO2_At.CO2_F DIC [C^{12}$S],C_H_b_2_CO2_At.CO2_F DIC [C^{13}$S],C_H_b_2_CO2_At.CO2_F DIC $\delta^{13}$C [VPDB]
154600.0,3.737731056619212e+16,1.7890357819508004e+16,1.9486952746684116e+16,95931.91542066346,0.0021565950054629247,1517998396852509.2,684589314923472.4,833409081929036.9,107335.30289153803,1701424070824926.2,814373475748481.8,887050595076444.5,95931.88555168295,2041708884989911.8,977248170898178.2,1064460714091733.5,95931.88555168295,2178019713045035.2,1115836545351771.2,1062183167693264.0,83711.17842325488,47113260906437.23,-8833713725834.055,55946974632271.28,-564605.4386195188
154800.0,3.7376990795300136e+16,1.7884458360917048e+16,1.949253243438309e+16,95991.65348980112,0.002156576555331064,1517982842804301.8,684335836968876.1,833647005835425.6,107406.36959603251,1701409514901253.5,814104930964026.9,887304583937226.6,95991.62362071397,2041691417881504.5,976925917156832.5,1064765500724672.0,95991.62362071397,2178002369151703.5,1115514353989105.1,1062488015162598.4,83759.96455384708,47114108716432.21,-8848837053499.867,55962945769932.08,-563802.8115731782
155000.0,3.737666587034765e+16,1.787856020609858e+16,1.9498105664249068e+16,96051.39176187095,0.0021565578078203665,1517967099713602.8,684082442109327.9,833884657604274.9,107477.44038803175,1701394724352897.2,813836445522502.9,887558278830394.4,96051.36189268791,2041673669223476.8,976603734627003.5,1065069934596473.2,96051.36189268791,2177984760278604.8,1115192242222949.5,1062792518055655.2,83808.74532443794,47114896708275.63,-8863991397366.734,55978888105642.37,-563000.6676707303
155200.0,3.7376339193787864e+16,1.787266499035079e+16,1.950367420343707e+16,96111.13013748384,0.0021565389592454807,1517951594772630.2,683829313659843.4,834122281112786.9,107548.51788439351,1701379853993106.2,813568093830678.8,887811760162427.5,96111.10026827575,2041655824791727.5,976281712596814.4,1065374112194913.1,96111.10026827575,2177966869565743.0,1114870200718852.1,1063096668846890.9,83857.52082972122,47115569908189.555,-8879179926687.312,55994749834876.87,-562198.2933327385
155400.0,3.737600759548478e+16,1.7866771201544068e+16,1.9509236393940716e+16,96170.86855304873,0.00215651982669599,1517935902982252.5,683576248530083.9,834359654452168.6,107619.60539152447,1701364759677867.8,813299807133384.5,888064952544483.2,96170.83868384443,2041637711613441.5,975959768560061.5,1065677943053380.0,96170.83868384443,2177948761649759.8,1114548261893304.1,1063400499756455.6,83906.29115900987,47116136120119.734,-8894400217019.79,56010536337139.52,-561395.9055674351
155600.0,3.737567325927909e+16,1.7860879934846892e+16,1.9514793324432196e+16,96230.60645664272,0.0021565005361750714,1517920078089380.2,683323280097377.5,834596797992002.8,107690.7002444828,1701349540644402.2,813031635199045.6,888317905445356.6,96230.57658788578,2041619448773283.0,975637962238854.9,1065981486534428.1,96230.57658788578,2177930528111805.8,1114226472946940.9,1063704055164864.9,83955.05624003283,47116706063171.09,-8909604923499.406,56026310986670.5,-560597.1196449252
155800.0,3.737533542973347e+16,1.7854990819376426e+16,1.952034461035705e+16,96290.3439267155,0.0021564810440955254,1517904103204632.5,683070400440732.9,834833702763899.6,107761.80251405743,1701334162670576.2,812763561227845.1,888570601442731.1,96290.31405799492,2041600995204691.8,975316273473414.1,1066284721731277.6,96290.31405799492,2177912109327891.2,1113904803307836.0,1064007306020055.2,84003.81606057179,47117244593029.766,-8924810715241.648,56042055308271.414,-559800.6850643059
156000.0,3.737499297227762e+16,1.7849103272994234e+16,1.9525889699283384e+16,96350.08136200125,0.0021564612849949453,1517887934176288.5,682817590756712.0,835070343419576.5,107832.91187421064,1701318574049289.0,812495558690157.8,888823015359131.2,96350.0514931994,2041582288859147.0,974994670428189.5,1066587618430957.5,96350.0514931994,2177893455040367.0,1113583227484966.9,1064310227555400.1,84052.5705681501,47117745805978.586,-8940024952735.016,56057770758713.6,-559006.1452013574
156200.0,3.737464140383297e+16,1.7843215101019826e+16,1.9531426302813144e+16,96409.81931490883,0.0021564410002087924,1517871135460692.0,682564665243391.0,835306470217301.0,107904.02539551571,1701302570761003.8,812227527708239.2,889075043052764.5,96409.78944586603,2041563084913204.8,974673033249887.2,1066890051663317.5,96409.78944586603,2177874504949470.2,1113261715353863.0,1064612789595607.2,84101.31963654522,47118245440399.26,-8955256852073.492,56073502292472.75,-558213.3659253098
156400.0,3.7374285877606856e+16,1.7837328797326476e+16,1.953695708028038e+16,96469.5574321927,0.002156420487066677,1517854185630205.5,682311852913455.5,835542332716750.0,107975.13909083518,1701286387197632.8,811959581714676.0,889326805482956.8,96469.52756312051,2041543664637159.2,974351498057611.0,1067192166579548.2,96469.52756312051,2177855282246988.0,1112940279166328.8,1064915003080659.2,84150.06319005457,47118797664403.87,-8970478548443.234,56089276212847.1,-557424.3322912303
156600.0,3.7373926681791976e+16,1.7831444508576316e+16,1.954248217321566e+16,96529.29559939494,0.0021563997621967326,1517837119962762.5,682059161168848.5,835777958793914.0,108046.25537860951,1701270036607965.2,811691727448620.5,889578309159344.8,96529.26573030106,2041524043929558.5,974030072938344.8,1067493970991213.8,96529.26573030106,2177835810918794.8,1112618930335313.2,1065216880583481.5,84198.8013455857,47119343761210.38,-8985707883275.633,56105051644486.016,-556637.5145258649
156800.0,3.737356545748474e+16,1.782556306194688e+16,1.9548002395537856e+16,96589.03333109316,0.0021563789202868936,1517819986940588.5,681806609429651.9,836013377510936.6,108117.37490919088,1701253593611080.5,811424002521441.8,889829591089638.8,96589.00346241664,2041504312333296.8,973708803025730.1,1067795509307566.6,96589.00346241664,2177816197186197.2,1112297722583390.4,1065518474602806.9,84247.5341698257,47119911647038.12,-9000926038622.68,56120837685660.8,-555854.1533505865
157000.0,3.7373201035109864e+16,1.7819683890763626e+16,1.955351714434624e+16,96648.77069271065,0.002156357893855039,1517802742667737.0,681554173570348.9,836248569097388.1,108188.49892597443,1701237005144657.0,811156381226599.8,890080623918057.2,96648.74082392795,2041484406173588.5,973387657471919.8,1068096748701668.8,96648.74082392795,2177796391574162.5,1111976630181503.1,1065819761392659.4,84296.26171284025,47120439066863.1,-9016159182575.64,56136598249438.74,-555072.2640479745
157200.0,3.737282244978758e+16,1.7813801637940792e+16,1.955902081184679e+16,96708.509030404,0.0021563360502498464,1517784328668664.2,681301399081818.2,836482929586846.0,108259.62139802116,1701219772165523.2,810888619746411.9,890331152419111.4,96708.47916105308,2041463726598628.0,973066343695694.2,1068397382902933.8,96708.47916105308,2177776267170534.8,1111655589846999.8,1066120677323535.0,84344.98371961224,47120995771041.79,-9031434299924.078,56152430070965.87,-554291.1430647376
157400.0,3.737244014710139e+16,1.7807921326091934e+16,1.9564518821009456e+16,96768.24790101225,0.002156313992160296,1517765807066853.8,681048793531699.0,836717013535154.8,108330.7334101642,1701202369704681.2,810620946491093.6,890581423213587.6,96768.21803149596,2041442843645617.8,972745135789312.4,1068697707856305.4,96768.21803149596,2177755817611277.2,1111334599342813.4,1066421218268463.9,84393.70001992238,47121670901421.17,-9046705812124.625,56168376713545.8,-553514.0095275398
157600.0,3.737205489473602e+16,1.7802043339481972e+16,1.9570011555254044e+16,96827.98709052995,0.0021562917638802397,1517747265546246.0,680796377209118.5,836950888337127.5,108401.84044691984,1701184833005019.8,810353379096114.4,890831453908905.4,96827.95722085822,2041421799606024.0,972424054915337.4,1068997744690686.6,96827.95722085822,2177735097813128.5,1111013684820056.4,1066721412993072.1,84442.41089519388,47122333992834.93,-9062012916426.469,56184346909261.4,-552737.5595614985
157800.0,3.737166595868155e+16,1.779616732811233e+16,1.9575498630569224e+16,96887.7265807646,0.002156269323058795,1517728652414206.8,680544118920610.4,837184533493596.4,108472.94478070924,1701167128629153.5,810085901617492.6,891081227011660.9,96887.6967109482,2041400554354984.5,972103081940991.4,1069297472413993.1,96887.6967109482,2177714137787330.5,1110692860618076.5,1067021277169254.0,84491.11648266632,47122938674121.586,-9077371207289.586,56200309881411.17,-551960.5505977712
158000.0,3.737127327999135e+16,1.7790293264380126e+16,1.9580980015611224e+16,96947.46634730102,0.0021562466662948597,1517709957194445.0,680292011051932.5,837417946142512.5,108544.04721066647,1701149253885698.2,809818512794860.8,891330741090837.5,96947.43647735319,2041379104662838.0,971782215353832.9,1069596889309005.1,96947.43647735319,2177692956289018.5,1110372135699053.6,1067320820589964.9,84539.81686030139,47123472528863.37,-9092783953531.547,56216256482394.914,-551182.7112760094
158200.0,3.737085152189469e+16,1.7784408908278572e+16,1.9586442613616116e+16,97007.20828965871,0.0021562223317081546,1517688333501775.2,680038840053680.1,837649493448095.1,108615.1296254542,1701130056017463.2,809550655740672.4,891579400276790.9,97007.1784183926,2041356067220956.0,971460786888806.9,1069895280332149.1,97007.1784183926,2177671442673485.0,1110051457278896.1,1067619985394588.9,84588.51144179246,47124229404519.88,-9108271589374.734,56232500993894.62,-550405.897798371
158400.0,3.737042894635297e+16,1.7778527808714684e+16,1.9591901137638284e+16,97066.95142349394,0.002156197949956528,1517666812906472.2,679786048218433.0,837880764688039.2,108686.16766736632,1701110820262252.5,809282946599910.0,891827873662342.5,97066.9215515772,2041332984314703.0,971139535919892.0,1070193448394811.0,97066.9215515772,2177649500273431.2,1109730778839051.6,1067918721434379.6,84637.19978433462,47125377271455.75,-9123741574699.453,56249118846155.2,-549636.4244281102
158600.0,3.737000511540147e+16,1.7772649742139314e+16,1.959735537326216e+16,97126.69587780391,0.0021561734957703032,1517645543264545.2,679533644286917.2,838111898977628.0,108757.17797439422,1701091527428677.8,809015375553862.8,892076151874815.0,97126.66600527099,2041309832914413.5,970818450664635.4,1070491382249778.1,97126.66600527099,2177627198920421.0,1109410130852956.9,1068217068067464.1,84685.88268595796,47126492585921.01,-9139333217383.602,56265825803304.61,-548863.1307456079
158800.0,3.736957848667015e+16,1.7766773983105386e+16,1.960280450356477e+16,97186.44154061833,0.0021561488801578577,1517624401565736.2,679281551685430.0,838342849880306.2,108828.16669114276,1701072107256496.0,808747909555680.5,892324197700815.5,97186.41166749287,2041286528707795.2,970497491466816.6,1070789037240978.6,97186.41166749287,2177604635556478.5,1109089560088410.4,1068515075468068.1,84734.56054853559,47127458089570.95,-9155084070275.54,56282542159846.49,-548083.048267357
159000.0,3.7369148898014696e+16,1.7760900457162804e+16,1.9608248440851892e+16,97246.18836229022,0.0021561240937637933,1517603358745854.5,679029749320808.1,838573609425046.4,108899.13606515183,1701052552342508.2,808480545205731.6,892572007136776.6,97246.15848859893,2041263062811010.0,970176654246878.0,1071086408564132.0,97246.15848859893,2177581862467807.0,1108769091554636.8,1068812770913170.2,84783.23361187111,47128239183590.15,-9171003190176.71,56299242373766.86,-547295.465260517
159200.0,3.73687197782597e+16,1.7755030818926734e+16,1.961368895933296e+16,97305.9360526939,0.0021560993344243344,1517582755355142.2,678778378487903.1,838804376867239.1,108970.08921548483,1701033018685565.2,808213357782750.4,892819660902814.9,97305.90617864145,2041239622422678.5,969856029339300.5,1071383593083378.0,97305.90617864145,2177558938883183.5,1108448753635845.2,1069110185247338.2,84831.90213673447,47128797313616.195,-9187085912299.695,56315883225915.89,-546500.3223312037
159400.0,3.7368288612555576e+16,1.7749163870409194e+16,1.9619124742146384e+16,97365.68461023299,0.002156074457037761,1517562262564625.5,678527279912872.0,839034982651753.5,109041.02958169703,1701013391971918.5,807946292832656.4,893067099139262.1,97365.65473573242,2041216070366302.2,969535551399187.6,1071680518967114.6,97365.65473573242,2177535921162329.2,1108128573443894.4,1069407347718434.9,84880.56634959536,47129117693713.04,-9203337144472.844,56332454838185.88,-545697.315532847
159600.0,3.736785577439913e+16,1.774329978636323e+16,1.9624555988035896e+16,97425.43403599123,0.0021560494831540803,1517541870750236.5,678276453892544.9,839265416857691.6,109111.9557143514,1700993689102709.5,807679358261989.1,893314330840720.4,97425.40416107088,2041192426923251.5,969215229914387.0,1071977197008864.5,97425.40416107088,2177512828085977.0,1107808559975539.4,1069704268110437.6,84929.22631402483,47129250432646.234,-9219738184036.969,56348988616683.2,-544887.9369136125
159800.0,3.7367422109923464e+16,1.773743897316198e+16,1.9629983136761484e+16,97485.18425185091,0.002156024461593457,1517521619285502.8,678025918686265.0,839495700599237.8,109182.86731608947,1700973948650069.0,807412572596513.5,893561376053555.5,97485.15437630923,2041168738380083.0,968895087115816.2,1072273651264266.8,97485.15437630923,2177489678191545.2,1107488721792754.2,1070000956398791.0,84977.88214122846,47129210186671.086,-9236281150570.71,56365491337241.8,-544072.7884350622
160000.0,3.736698638848405e+16,1.7731580794532084e+16,1.9635405593951964e+16,97544.9357786868,0.0021559993213501978,1517501455926902.2,677775650322633.1,839725805604269.1,109253.76446689192,1700954114496585.5,807145906824539.5,893808207672046.0,97544.90590273259,2041144937395902.8,968575088189447.5,1072569849206455.2,97544.90590273259,2177466431296496.0,1107169037779170.4,1070297393517325.6,85026.53391277551,47128987492230.484,-9252974154792.492,56381961647022.98,-543251.4502305622
160200.0,3.736654330073357e+16,1.7725722725305392e+16,1.9640820575428176e+16,97604.68866048625,0.002155973756085731,1517480599784012.8,677525320664968.5,839955279119044.2,109324.64103169629,1700933945218665.0,806879246125381.0,894054699093284.0,97604.65878371979,2041120734262398.0,968255095350457.1,1072865638911940.9,97604.65878371979,2177443143580209.8,1106849536711324.9,1070593606868884.9,85075.181570163,47128718995574.11,-9269798027436.883,56398517023010.99,-542426.2430262491
160400.0,3.736610144493078e+16,1.77198688637344e+16,1.9646232581196384e+16,97664.442677642,0.002155948261902148,1517459981321630.8,677275369211494.1,840184612110136.6,109395.4898791821,1700913831772537.8,806612776841283.4,894301054931254.4,97664.41280039662,2041096598127045.2,967935332209540.0,1073161265917505.2,97664.41280039662,2177419795730392.8,1106530208791018.5,1070889586939374.2,85123.82508316562,47128449990552.0,-9286726122244.484,56415176112796.484,-541598.9525536275
160600.0,3.736566188235803e+16,1.7714019728109958e+16,1.965164215424807e+16,97724.19762798115,0.0021559229000332864,1517439691587833.5,677025817769451.0,840413873818382.5,109466.31640296399,1700893822734492.0,806346522692742.1,894547300041749.9,97724.16775028022,2041072587281390.2,967615827231290.5,1073456760050099.8,97724.16775028022,2177396460522043.8,1106211088516104.2,1071185372005939.5,85172.46481725208,47128064984302.766,-9303790628802.281,56431855613105.05,-540766.9536819815
160800.0,3.736522452669938e+16,1.7708175281586224e+16,1.965704924511315e+16,97783.95342152305,0.0021558976654988916,1517419702401584.8,676776645488052.9,840643056913531.9,109537.12289443145,1700873914125319.0,806080481978199.0,894793432147120.0,97783.92354352518,2041048696950382.8,967296578373838.9,1073752118576543.9,97783.92354352518,2177373199513537.5,1105892205505636.6,1071480994007900.9,85221.10100262567,47127532848568.38,-9320998714585.766,56448531563154.15,-539929.6656237688
161000.0,3.736479492816442e+16,1.7702338270754174e+16,1.966245665741024e+16,97843.70876947479,0.0021558728785347997,1517400172410731.0,676527923004178.1,840872249406552.9,109607.90924064799,1700854357273074.5,805814779071753.5,895039578201321.0,97843.67889753894,2041025228727689.5,966977734886104.2,1074047493841585.2,97843.67889753894,2177350475090219.8,1105573793108978.5,1071776681981241.2,85269.73383189495,47127075190160.7,-9338237647199.914,56465312837360.62,-539094.6896309931
161200.0,3.736447533161646e+16,1.7696559083411054e+16,1.966791624820541e+16,97903.44275811648,0.002155854438462236,1517387533957699.2,676282449909528.9,841105084048170.4,109678.69512768343,1700839807925652.8,805551708392636.8,895288099533016.0,97903.41289264619,2041007769510783.5,966662050071164.2,1074345719439619.2,97903.41289264619,2177331063169433.2,1105257247799883.5,1072073815369549.8,85318.3652445915,47127388653112.23,-9354821568704.29,56482210221816.516,-538301.5136806321
161400.0,3.73641498214897e+16,1.769078108967933e+16,1.967336873181037e+16,97963.17334580013,0.0021558356571881694,1517374660423588.0,676036843826482.1,841337816597105.9,109749.54076769807,1700824990890434.2,805288692783887.2,895536298106547.0,97963.14348064529,2040989989068521.2,966346431340664.8,1074643557727856.5,97963.14348064529,2177312290899963.2,1104941208514068.4,1072371082385894.9,85366.99573050384,47126379171147.77,-9371819252744.57,56498198423892.34,-537478.8250631267
161600.0,3.736381897288447e+16,1.7685004293587074e+16,1.96788146792974e+16,98022.90336815373,0.0021558165678947244,1517361371264625.8,675791139889471.5,841570231375154.2,109820.4121049697,1700809930605574.5,805025731578056.0,895784199027518.5,98022.87350329313,2040971916726689.8,966030877893667.5,1074941038833022.2,98022.87350329313,2177293883334285.8,1104625545808508.5,1072668337525777.2,85415.62362638142,47124938367850.71,-9388950951441.68,56513889319292.39,-536648.6515270221
161800.0,3.736348970724094e+16,1.767923198686367e+16,1.968425772037727e+16,98082.63263460636,0.0021557975699349583,1517348074703559.2,675545567859798.4,841802506843760.9,109891.29499171038,1700794942272275.8,804762974678807.6,896031967593468.1,98082.60277023709,2040953930726731.0,965715569614569.2,1075238361112161.8,98082.60277023709,2177275763668202.0,1104310223973566.6,1072965539694635.4,85464.24836463603,47123398477941.51,-9406094847683.727,56529493325625.234,-535819.9864621096
162000.0,3.736316400762252e+16,1.7673465115162714e+16,1.968969889245981e+16,98142.36101770058,0.0021557787777276073,1517334894056627.5,675300196545021.5,842034697511606.0,109962.18527592416,1700780116276655.8,804500465189180.4,896279651087475.4,98142.33115368015,2040936139531987.0,965400558227016.5,1075535581304970.5,98142.33115368015,2177257895433324.5,1103995225342723.8,1073262670090600.8,85512.86976636201,47121845888311.43,-9423219703357.086,56545065591668.516,-534995.1158562605
162200.0,3.736281307644808e+16,1.7667689826050972e+16,1.9695123250397108e+16,98202.09096429546,0.0021557585297106528,1517318668571714.8,675053694009211.5,842264974562503.2,110033.06089285287,1700764142441063.2,804237572878319.0,896526569562744.2,98202.06109893187,2040916970929276.0,965085087453982.8,1075831883475293.2,98202.06109893187,2177240073345908.5,1103680450717845.8,1073559622628062.8,85561.48701236206,47120611545154.8,-9440354529655.562,56560966074810.36,-534175.7687320628
162400.0,3.736251881716743e+16,1.766194610970269e+16,1.9700572707464744e+16,98261.80899377484,0.00215574155154702,1517304598102330.0,674808500582860.6,842496097519469.4,110103.88430552483,1700750745687155.8,803976116469081.1,896774629218074.6,98261.77913921933,2040900894824587.2,964771339762897.5,1076129555061689.8,98261.77913921933,2177224574023837.8,1103367054917023.5,1073857519106814.2,85610.09989745877,47121148170460.29,-9456733141403.867,56577881311864.16,-533411.510135583
162600.0,3.736225102178696e+16,1.7656219400566344e+16,1.9706031621220616e+16,98321.51786934632,0.002155726100296749,1517291798338487.0,674564082214524.2,842727716123962.8,110174.69685453652,1700738555727157.5,803715435295450.1,897023120431707.4,98321.48801482194,2040886266872589.0,964458522354540.2,1076427744518048.8,98321.48801482194,2177210058171369.8,1103054349413016.6,1074155708758353.1,85658.70982658335,47121613056310.734,-9473105172776.54,56594718229087.27,-532649.5278503222
162800.0,3.736197930479466e+16,1.765049442439702e+16,1.9711484880397636e+16,98381.22722335056,0.0021557104227774297,1517278932126283.2,674319830846950.0,842959101279333.2,110245.5023787221,1700726187143350.2,803454832955837.5,897271354187512.8,98381.19736852529,2040871424572020.2,964145799547004.9,1076725625025015.4,98381.19736852529,2177195615136926.5,1102741876170229.9,1074453738966696.6,85707.31619509638,47121703008171.48,-9489691815887.14,56611394824058.62,-531876.6651903711
163000.0,3.736168451496988e+16,1.7644761646969132e+16,1.9716922868000748e+16,98440.94226823458,0.0021556934140024766,1517265429084243.5,674075496147517.1,843189932936726.4,110316.2999053237,1700712770104639.5,803193876405499.8,897518893699139.8,98440.9124032277,2040855324125567.5,963832651686599.8,1077022672438967.8,98440.9124032277,2177180007835158.5,1102429010023226.8,1074750997811931.8,85755.91877147046,47120886334456.72,-9506780171736.781,56627666506193.5,-531074.7333101917
163200.0,3.736138845185928e+16,1.7639030617280938e+16,1.9722357834578344e+16,98500.67102835025,0.002155676331761514,1517255886448031.8,673833017712393.6,843422868735638.1,110387.11981215751,1700699291640798.8,802932997727752.0,897766293913046.8,98500.64116455962,2040839149968958.8,963519597273302.5,1077319552695656.2,98500.64116455962,2177162512883741.2,1102115382771409.2,1075047130112332.0,85804.51792547903,47118622937737.06,-9524422216295.602,56643045154032.664,-530236.5665573212
163400.0,3.736110302202059e+16,1.763330843587114e+16,1.9727794586149452e+16,98560.39766312925,0.002155659863038773,1517246921441503.8,673590767633771.2,843656153807732.5,110457.9990641108,1700686298842920.2,802672522600029.2,898013776242891.0,98560.36780029186,2040823558611504.2,963207027120035.1,1077616531491469.1,98560.36780029186,2177145728839882.0,1101802297185828.8,1075343431654053.2,85853.11571757896,47115779871381.34,-9542116571199.96,56657896442581.305,-529393.6842333117
163600.0,3.736087603868781e+16,1.7627618960818712e+16,1.9733257077869096e+16,98620.10818349768,0.0021556467665608727,1517239802346532.8,673349413040828.9,843890389305703.9,110528.90660305247,1700675964635889.5,802413535325895.4,898262429309994.1,98620.07833281062,2040811157563067.5,962896242391074.5,1077914915171993.0,98620.07833281062,2177132114853359.8,1101490999935159.4,1075641114918200.4,85901.71167656385,47114188889413.2,-9559013303243.398,56673202192656.6,-528602.1730788072
163800.0,3.7360669935920376e+16,1.7621943921608212e+16,1.9738726014312164e+16,98679.80814871761,0.00215563487484924,1517233252045700.0,673108333195118.2,844124918850581.8,110599.85831505554,1700666582873308.8,802155206144214.0,898511376729094.8,98679.77829935025,2040799899447970.5,962586247373056.8,1078213652074913.8,98679.77829935025,2177119741666533.2,1101180514047147.6,1075939227619385.6,85950.30574939685,47112453959352.805,-9575761322993.883,56688215282346.69,-527818.9168540125
164000.0,3.736046318029575e+16,1.7616272366749908e+16,1.9744190813545844e+16,98739.50595121384,0.002155622945469072,1517226394896865.8,672867167693573.1,844359227203292.6,110670.84583113897,1700657171289321.5,801897035524198.0,898760135765123.5,98739.47610276089,2040788605547186.0,962276442629037.6,1078512162918148.4,98739.47610276089,2177107757156653.5,1100870415695453.9,1076237341461199.6,85998.89669908214,47110594262741.85,-9592452089979.04,56703046352720.89,-527039.8467385585
164200.0,3.7360211055686184e+16,1.761058283014213e+16,1.9749628225544056e+16,98799.2057144111,0.002155608398390496,1517214189148891.0,672623828085798.1,844590361063092.9,110741.82543719582,1700645695640022.2,801638046920790.6,899007648719231.6,98799.1758640379,2040774834768026.8,961965656304948.8,1078809178463078.0,98799.1758640379,2177095757572200.2,1100560511273913.1,1076535246298287.1,86047.48279256406,47109306491366.81,-9609083096074.469,56718389587441.28,-526271.4929612462
164400.0,3.735996275419871e+16,1.7604898592845376e+16,1.9755064161353336e+16,98858.90654426135,0.002155594071898311,1517202111320627.2,672380910196287.6,844821201124339.6,110812.74740571876,1700634392620438.2,801379298875632.2,899255093744806.0,98858.8766938097,2040761271144526.0,961655158650758.6,1079106112493767.4,98858.8766938097,2177083400358174.8,1100250635319136.1,1076832765039038.6,86096.06277469314,47108935707309.875,-9625488388299.133,56734424095609.01,-525524.4847135295
164600.0,3.735968622694735e+16,1.7599203850502508e+16,1.9760482376444844e+16,98918.61597607985,0.002155578116836801,1517189365987841.0,672137939977961.4,845051426009879.6,110883.64790037218,1700621806861565.2,801120073676312.1,899501733185253.1,98918.58611452574,2040746168233878.5,961344088411574.8,1079402079822303.8,98918.58611452574,2177069151468282.2,1099940006055544.4,1077129145412737.9,86144.63771192999,47107839822574.97,-9642365820204.398,56750205642779.37,-524752.0369219948
164800.0,3.735936991777025e+16,1.7593492555840028e+16,1.976587736193022e+16,98978.34062528369,0.0021555598664388673,1517175261328195.8,671894624197081.1,845280637131114.6,110954.52298284085,1700607408072116.5,800860093956394.8,899747314115721.8,98978.31076275193,2040728889686540.0,961032112747673.8,1079696776938866.2,98978.31076275193,2177053085192290.2,1099628664224230.1,1077424420968060.1,86193.207184341,47106403830324.48,-9659613285975.102,56766017116299.58,-523962.5301515994
165000.0,3.7359064750996696e+16,1.758779007902437e+16,1.977127467197233e+16,99038.0656697864,0.002155542258935018,1517161890624244.8,671651901114696.6,845509989509548.1,111025.36927549305,1700593516614076.8,800600515682164.2,899993000931912.5,99038.0358073581,2040712219936892.2,960720618818597.1,1079991601118295.1,99038.0358073581,2177037042073516.2,1099317532084815.9,1077719509988700.4,86241.77242665084,47105299053422.31,-9676792088803.86,56782091142226.17,-523181.9573845975
165200.0,3.7358819046613e+16,1.7582120701667314e+16,1.977669834494569e+16,99097.77444888055,0.0021555280822904525,1517149901631859.8,671410081623299.8,845739820008560.0,111096.17930260107,1700582330573624.5,800342443435426.9,900239887138197.6,99097.74459712276,2040698796688349.5,960410932122512.2,1080287864565837.2,99097.74459712276,2177024147462400.5,1099008181329990.9,1078015966132409.6,86290.3343780173,47105906953373.09,-9693195917737.297,56799102871110.39,-522454.4463110887
165400.0,3.735858291650277e+16,1.7576459890335414e+16,1.978212302616735e+16,99157.47803897968,0.0021555144580620465,1517138418743582.8,671168712208680.2,845969706534902.5,111166.9725658353,1700571581943826.5,800084761909531.2,900486820034295.2,99157.44818705275,2040685898332592.0,960101714291437.6,1080584184041154.4,99157.44818705275,2177011655541886.8,1098699223879949.2,1078312431661937.5,86338.89317091451,47106219627190.07,-9709757825249.914,56815977452439.984,-521719.6587821818
165600.0,3.735834558210638e+16,1.757080203148282e+16,1.9787543550623564e+16,99217.18220624226,0.002155500764348772,1517127052372941.0,670927617758698.6,846199434614242.4,111237.74975135826,1700560778420553.8,799827214746989.4,900733563673564.4,99217.15235400746,2040672934104664.8,959792657696387.4,1080880276408277.4,99217.15235400746,2176999244543082.5,1098390499525501.5,1078608745017581.0,86387.44840733192,47106230370586.2,-9726524679144.758,56832755049730.96,-520975.5297178195
165800.0,3.735810930955278e+16,1.7565148187473142e+16,1.979296112207964e+16,99276.88695486402,0.002155487131901672,1517115922603708.5,670686861520547.4,846429061083161.1,111308.5077052165,1700550023198428.0,799569850324909.4,900980172873518.6,99276.85710235608,2040660027838113.8,959483820389891.5,1081176207448222.2,99276.85710235608,2176986924104789.0,1098082012847256.8,1078904911257532.2,86436.0000985357,47106027725386.32,-9743461845830.18,56849489571216.5,-520224.49226040166
