M1.H_b.cs Time [a],H,CA,HCO3,CO3,CO2aq,Omega
5600.0,7.022629672733571e-09,0.0022548148123122352,0.0019860023140568337,0.00013440624912770078,1.6111821132039177e-05,3.0677756238877882
5800.0,7.021558795214465e-09,0.0022547867432319364,0.0019859414826378743,0.00013442263029703107,1.6108870816768876e-05,3.0681495183479672
6000.0,7.020551807677848e-09,0.002254756050505845,0.0019858804867498177,0.00013443778187801356,1.610606589012029e-05,3.0684953478841908
6200.0,7.019649767102042e-09,0.002254720504075962,0.0019858187491631693,0.00013445087745639632,1.6103495845453406e-05,3.0687942498802223
6400.0,7.0188577804406295e-09,0.002254681543934092,0.001985757712879783,0.00013446191552715452,1.610118407825863e-05,3.0690461899843955
6600.0,7.018154109195818e-09,0.0022546398278082175,0.001985697225642753,0.00013447130108273225,1.6099079462540602e-05,3.0692604120075893
6800.0,7.017531683298096e-09,0.0022545953152572993,0.0019856370146886233,0.000134479150284338,1.609716354952881e-05,3.069439567288756
7000.0,7.016985572922739e-09,0.002254548329306546,0.001985577199282504,0.00013448556501202084,1.609542598052108e-05,3.0695859812043813
7200.0,7.016396782918399e-09,0.002254505041545417,0.0019855191981020593,0.00013449292172167874,1.6093605297413547e-05,3.0697538955291024
7400.0,7.015742832020329e-09,0.0022544621444348057,0.001985459338471014,0.00013450140298189588,1.6091620174893623e-05,3.0699474773269935
7600.0,7.015074809061926e-09,0.0022544184207436858,0.001985398272859703,0.00013451007394199143,1.6089593094266354e-05,3.070145388958257
7800.0,7.014407872577227e-09,0.0022543739175864027,0.00198533655459348,0.0001345186814964614,1.608756331113268e-05,3.070341853378294
8000.0,7.013746337386133e-09,0.0022543287102304824,0.001985274395761543,0.00013452715723446976,1.6085542440945995e-05,3.0705353091337018
8200.0,7.0133890836592576e-09,0.002254267038835892,0.001985208015678201,0.00013452951157884546,1.6084185291779943e-05,3.0705890462205776
8400.0,7.013388744007638e-09,0.0022541977861841055,0.0019851470172321155,0.00013452538447599502,1.6083690302532002e-05,3.0704948465415893
8600.0,7.0136078882362715e-09,0.0022541244565251846,0.0019850898429213245,0.00013451730680193,1.608372962084558e-05,3.0703104764564544
8800.0,7.0140050474657005e-09,0.0022540470596389053,0.001985035098716952,0.00013450598046097655,1.6084196816088794e-05,3.070051956685905
9000.0,7.014563636672801e-09,0.0022539658547768627,0.001984982450362334,0.00013449170220726438,1.6085051118208725e-05,3.0697260605391548
9200.0,7.015246235397176e-09,0.0022538826397431612,0.0019849322147279776,0.00013447521250759182,1.6086209263344508e-05,3.0693496889118754
9400.0,7.016043067535302e-09,0.00225379674829597,0.0019848834723944567,0.0001344566379507567,1.6087641367230725e-05,3.068925731149099
9600.0,7.016964738228601e-09,0.002253707938307183,0.0019848363651530053,0.00013443578657708886,1.6089372880866105e-05,3.068449805838499
9800.0,7.018009633319795e-09,0.0022536166854603694,0.001984791253949744,0.00013441271575531264,1.6091403014353422e-05,3.06792322240114
10000.0,7.019121504739415e-09,0.0022535288382104462,0.0019847513888579496,0.0001343887246762483,1.6093629142457325e-05,3.0673756344130667
10200.0,7.0216218593291276e-09,0.0022533712107410155,0.0019846968538806435,0.000134337178430186,1.6098919660327473e-05,3.0661991093764764
10400.0,7.025701883251268e-09,0.002253187129551097,0.001984672142768287,0.00013425749339140503,1.610807362974415e-05,3.0643803262384353
10600.0,7.030730355528796e-09,0.002252994047724591,0.0019846712298693253,0.0001341614089276329,1.6119595170253562e-05,3.062187231961142
10800.0,7.0364889294024166e-09,0.0022527944179472985,0.0019846888163946117,0.0001340528007763434,1.613294100448622e-05,3.0597082888967844
11000.0,7.042926663554084e-09,0.0022525858911190957,0.0019847210118743505,0.0001339324396223726,1.614796309468581e-05,3.0569610876571764
11200.0,7.0505229857674095e-09,0.0022523460338299056,0.0019847639647531173,0.00013379103453839414,1.6165729725907147e-05,3.053733566075864
11400.0,7.059348231947259e-09,0.002252092362489398,0.0019848352171141057,0.00013362857268764622,1.618654568483072e-05,3.050025431158249
11600.0,7.069094111239515e-09,0.002251834504466568,0.001984932707028763,0.0001334508987189027,1.6209688379198147e-05,3.0459700849682596
11800.0,7.079642061648731e-09,0.002251575150234606,0.001985054638515858,0.00013326025585937411,1.6234872433844305e-05,3.0416187283823435
12000.0,7.09092407979635e-09,0.0022513175167950795,0.001985201381742542,0.00013305806752626878,1.626194615815383e-05,3.0370038504004
12200.0,7.10095801602871e-09,0.0022511652833165337,0.0019853987598186956,0.00013288326174891907,1.6286576578238834e-05,3.033013969675742
12400.0,7.109371949689001e-09,0.002251061249637845,0.0019855844353155578,0.00013273840716114364,1.6307399495979827e-05,3.0297077143768267
12600.0,7.117068915345376e-09,0.002250980713805642,0.001985766668643686,0.00013260702258097797,1.6326552995313054e-05,3.0267089072900815
12800.0,7.1243398958652134e-09,0.00225092202373182,0.001985953697865041,0.00013248416293338964,1.6344771907079005e-05,3.023904678807574
13000.0,7.131304626140821e-09,0.0022508833053404937,0.001986147876390243,0.00013236771447512532,1.6362350188153883e-05,3.0212467834788885
13200.0,7.1374055900743016e-09,0.002250894554582042,0.0019863575009615437,0.00013226852681024913,1.6378076897115464e-05,3.018982859721829
13400.0,7.142578946717531e-09,0.0022509346566378157,0.001986561992832615,0.0001321863319026003,1.6391635421212324e-05,3.017106789704778
13600.0,7.14715954361904e-09,0.002250993266713312,0.001986763269820361,0.0001321149984464757,1.6403809370472457e-05,3.0154786285196615
