M1.L_b.DIC Time [a],M1.L_b.DIC DIC [mol],M1.L_b.DIC C^{12}$S [mol],M1.L_b.DIC C^{13}$S [mol],M1.L_b.DIC $\delta^{13}$C [VPDB],M1.L_b.DIC DIC [mol/l],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC [mol/a],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC [C^{12}$S],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC [C^{13}$S],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC $\delta^{13}$C [VPDB],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC [mol/a],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC [C^{12}$S],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC [C^{13}$S],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC $\delta^{13}$C [VPDB],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC [mol/a],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC [C^{12}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC [C^{13}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC $\delta^{13}$C [VPDB],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC [mol/a],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC [C^{12}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC [C^{13}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC $\delta^{13}$C [VPDB],C_L_b_2_CO2_At.CO2_F DIC [mol/a],C_L_b_2_CO2_At.CO2_F DIC [C^{12}$S],C_L_b_2_CO2_At.CO2_F DIC [C^{13}$S],C_L_b_2_CO2_At.CO2_F DIC $\delta^{13}$C [VPDB],M1.C_DIC_2_DIC_Ca_W.DIC_2_DIC_Ca_W_F DIC [mol/a],M1.C_DIC_2_DIC_Ca_W.DIC_2_DIC_Ca_W_F DIC [C^{12}$S],M1.C_DIC_2_DIC_Ca_W.DIC_2_DIC_Ca_W_F DIC [C^{13}$S],M1.C_DIC_2_DIC_Ca_W.DIC_2_DIC_Ca_W_F DIC $\delta^{13}$C [VPDB],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F DIC [mol/a],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F DIC [C^{12}$S],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F DIC [C^{13}$S],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F DIC $\delta^{13}$C [VPDB]
98200.0,5.4506455009064664e+16,2.7302644390907516e+16,2.7203810618157148e+16,87668.00145282234,0.0019265624449745495,1519942187486958.5,761349259073690.1,758592928413268.4,87667.96679239161,1817046022716455.8,1011723693769066.2,805322328947389.5,69835.29540026793,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47202352954639.914,6680911175849.477,-53883264130489.39,-718728.3287600483,7136786854085.045,0.0,0.0,0.0,2957374227449.5215,0.0,0.0,0.0
98400.0,5.45055774929588e+16,2.7291554967222644e+16,2.7214022525736156e+16,87737.32825086292,0.0019265314286559475,1519917717684702.8,761040024469293.4,758877693215409.4,87737.29358404031,1817024182503162.0,1011398485099195.2,805625697403966.8,69884.76458014509,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47204525516402.3,6696880589606.375,-53901406106008.67,-717257.9062885902,7136345249423.369,0.0,0.0,0.0,2957282728959.006,0.0,0.0,0.0
98600.0,5.4504680370366776e+16,2.728046217871602e+16,2.7224218191650756e+16,87806.6693836698,0.0019264997193346564,1519892701200365.8,760730696066960.0,759162005133405.8,87806.63470946101,1817001718718021.5,1011073161629245.2,805928557088776.2,69934.22885750578,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47206638455898.62,6712859547944.023,-53919498003842.64,-715792.7997041029,7135901475811.06,0.0,0.0,0.0,2957190778219.772,0.0,0.0,0.0
98800.0,5.450376448758786e+16,2.7269366326434784e+16,2.723439816115307e+16,87876.0256925969,0.0019264673469236166,1519867161618252.5,760421282252351.0,759445879365901.5,87875.9910103703,1816978694454948.8,1010747758367915.2,806230936087033.5,69983.68825857963,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47208724702339.63,6728824728009.555,-53937549430349.19,-714335.5769076867,7135454600944.439,0.0,0.0,0.0,2957098182005.485,0.0,0.0,0.0
99000.0,5.450282638284806e+16,2.7258265579581788e+16,2.7244560803266276e+16,87945.39786891254,0.0019264341890644083,1519841002316522.2,760111731924278.9,759729270392243.4,87945.3631790118,1816955064497914.0,1010422250385563.5,806532814112350.5,70033.14275627035,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47210803985875.234,6744767319047.43,-53955571304922.664,-712887.2469988994,7135004642285.481,0.0,0.0,0.0,2957004943873.945,0.0,0.0,0.0
99200.0,5.450183674621506e+16,2.72471458930018e+16,2.7254690853213256e+16,88014.7819987718,0.0019263992097803767,1519813406559771.8,759801653703641.0,760011752856130.8,88014.74730534275,1816930796928347.5,1010096621001774.1,806834175926573.4,70082.59219256365,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47213878180329.42,6760213037530.852,-53974091217860.27,-711504.5212898022,7134556726182.036,0.0,0.0,0.0,2956912126070.2886,0.0,0.0,0.0
99400.0,5.450082755836996e+16,2.723602411378631e+16,2.726480344458365e+16,88084.17258475222,0.0019263635394473498,1519785265007375.5,759491516832140.1,760293748175235.4,88084.1378870344,1816905887625637.2,1009770868955951.9,807135018669685.4,70132.0364171489,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47216646225850.86,6775829124294.07,-53992475350144.93,-710108.4864174953,7134112752932.709,0.0,0.0,0.0,2956820122435.104,0.0,0.0,0.0
99600.0,5.449979944273365e+16,2.7224899973951344e+16,2.7274899468782304e+16,88153.57344207472,0.0019263272001005022,1519756595691395.5,759181314161971.4,760575281529424.1,88153.538739022,1816880313398930.8,1009444980432050.6,807435332966880.1,70181.4755907904,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47219295707750.54,6791505673224.648,-54010801380975.19,-708711.8097019696,7133669874805.705,0.0,0.0,0.0,2956728342887.5303,0.0,0.0,0.0
99800.0,5.449875319415067e+16,2.7213773723905852e+16,2.728497947024482e+16,88222.98556073182,0.001926290219834078,1519727420772739.5,758871052672526.1,760856368100213.4,88222.95085164567,1816854137816846.0,1009118990427978.1,807735147388867.9,70230.90977778463,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47221865444817.7,6807215884483.898,-54029081329301.6,-707317.4706589076,7133227065382.727,0.0,0.0,0.0,2956636574729.4424,0.0,0.0,0.0
100000.0,5.449768591143832e+16,2.7202643804508004e+16,2.7295042106930316e+16,88292.40969823947,0.0019262524961040823,1519697659272378.2,758560688843581.4,761136970428796.9,88292.37498330105,1816827330299748.0,1008792881952993.4,808034448346754.6,70280.338990028,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47224377721481.28,6822948542716.523,-54047326264197.805,-705926.7768845869,7132784197271.192,0.0,0.0,0.0,2956544791559.737,0.0,0.0,0.0
100200.0,5.449655953441713e+16,2.719149202110373e+16,2.73050675133134e+16,88361.84067788727,0.001926212683651272,1519666250550795.8,758249715628088.5,761416534922707.2,88361.80596270604,1816799869982712.2,1008466644577305.5,808333225405406.8,70329.76305699583,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47228127626662.02,6838091993614.891,-54066219620276.914,-704611.5413421906,7132347997194.246,0.0,0.0,0.0,2956454387536.054,0.0,0.0,0.0
100400.0,5.449541417567179e+16,2.7180339447705676e+16,2.7315074727966116e+16,88431.27166945585,0.00192617220027835,1519634311732016.5,757938719997042.2,761695591734974.2,88431.2369531146,1816771710422493.2,1008140253586422.9,808631456836070.4,70379.1818244753,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47231439123834.71,6853505119806.539,-54084944243641.25,-703272.2928170154,7131920898546.767,0.0,0.0,0.0,2956365867137.547,0.0,0.0,0.0
100600.0,5.449425311922625e+16,2.716918699016833e+16,2.732506612905792e+16,88500.70748442409,0.001926131162061058,1519601935318929.5,757627727677333.2,761974207641596.2,88500.67276495103,1816742860985740.0,1007813712641715.8,808929148344024.2,70428.59555419374,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47234556371831.59,6869042643686.008,-54103599015517.6,-701925.4556752926,7131498916671.884,0.0,0.0,0.0,2956278404637.3823,0.0,0.0,0.0
100800.0,5.44930761802037e+16,2.715803434374576e+16,2.7335041836457936e+16,88570.14952571201,0.0019260895624648175,1519569115956480.0,757316730064227.5,762252385892252.5,88570.11480281244,1816713422492660.0,1007487077063234.9,809226345429425.1,70478.00435751012,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47237512525041.81,6884678914102.078,-54122191439143.89,-700573.85777173,7131080875903.781,0.0,0.0,0.0,2956191756443.1567,0.0,0.0,0.0
101000.0,5.449187995480523e+16,2.7146879630285108e+16,2.7345000324520124e+16,88639.59900292764,0.001926047281180371,1519535758807475.8,757005674823371.5,762530083984104.2,88639.56427647395,1816683328959178.5,1007160309905467.9,809523019053710.6,70527.4083016141,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47240364458156.984,6900384570269.664,-54140749028426.65,-699220.9152056188,7130666344461.29,0.0,0.0,0.0,2956105833126.3677,0.0,0.0,0.0
101200.0,5.449069432646757e+16,2.7135737242458376e+16,2.735495708400919e+16,88709.05916093588,0.0019260053744552196,1519502696760885.5,756694963107762.8,762807733653122.8,88709.02442653757,1816652700325195.2,1006833476598865.9,809819223726329.4,70576.80756750764,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47242239991111.125,6916565083202.0,-54158805074313.125,-697819.8205318619,7130250245811.566,0.0,0.0,0.0,2956019582450.0044,0.0,0.0,0.0
101400.0,5.448948877062187e+16,2.712459117038093e+16,2.7364897600240944e+16,88778.53528898655,0.0019259627633806734,1519469079485425.8,756384148879666.0,763084930605759.8,88778.50054770059,1816621512112855.0,1006506562786203.1,810114949326651.9,70626.20228726485,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47244272644509.26,6932642956767.1875,-54176915601276.445,-696436.2612307337,7129831097404.313,0.0,0.0,0.0,2955932697062.6562,0.0,0.0,0.0
101600.0,5.4488264569713256e+16,2.711344257384609e+16,2.737482199586717e+16,88848.0239943555,0.001925919493285503,1519434942241489.5,756073264232118.0,763361678009371.5,88847.98924694172,1816589817119840.5,1006179598499141.6,810410218620698.9,70675.59234250264,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47246302833528.65,6948709342222.961,-54195012175751.61,-695060.073241314,7129411089169.841,0.0,0.0,0.0,2955845630879.679,0.0,0.0,0.0
101800.0,5.448701964659278e+16,2.710229050978966e+16,2.7384729136803124e+16,88917.524717037,0.0019258754907516677,1519400227125793.2,755762282877690.8,763637944248102.5,88917.48996404657,1816557528142986.0,1005852535788049.0,810704992354937.0,70724.97768243052,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47248309233224.63,6964782161020.914,-54213091394245.55,-693689.3728534962,7128991139841.666,0.0,0.0,0.0,2955758574343.6426,0.0,0.0,0.0
102000.0,5.4485758841165576e+16,2.709113752309219e+16,2.7394621318073384e+16,88987.03658417493,0.0019258309268484369,1519365069160509.5,755451275815016.2,763913793345493.2,88987.00182521349,1816524728734325.5,1005525420932128.5,810999307802197.0,70774.35831222965,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47250261326152.93,6980874208382.141,-54231135534535.07,-692322.6329093047,7128571144032.841,0.0,0.0,0.0,2955671505607.4575,0.0,0.0,0.0
102200.0,5.448447811581981e+16,2.707998154283717e+16,2.740449657298264e+16,89056.56004068878,0.0019257856588640657,1519329355642843.0,755140185235595.9,764189170407247.1,89056.52527637294,1816491350945243.8,1005198216455595.5,811293134489648.2,70823.73421496002,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47252164251139.766,6996986618985.742,-54249150870125.51,-690959.8052513639,7128151493993.793,0.0,0.0,0.0,2955584505990.518,0.0,0.0,0.0
102400.0,5.448318148823159e+16,2.706882462793264e+16,2.741435686029895e+16,89126.09470835533,0.0019257398288056594,1519293198759703.2,754829068633924.6,764464130125778.6,89126.05993806028,1816457453440504.2,1004870954708678.8,811586498731825.5,70873.10541575712,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47254018426051.55,7013115589458.398,-54267134015509.945,-689601.2052709113,7127731771649.973,0.0,0.0,0.0,2955497488822.109,0.0,0.0,0.0
102600.0,5.448186600378575e+16,2.7057665268845296e+16,2.7424200734940456e+16,89195.64088747777,0.0019256933322406218,1519256515973640.8,754517883838452.0,764738632135188.8,89195.60611167752,1816423000620638.8,1004543616125840.9,811879384494797.9,70922.4718988986,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47255818691680.266,7029266267019.945,-54285084958700.21,-688246.3100759741,7127312309465.054,0.0,0.0,0.0,2955410523030.353,0.0,0.0,0.0
102800.0,5.4480534156350104e+16,2.704650473016052e+16,2.7434029426189584e+16,89265.1984353869,0.0019256462573161652,1519219376947928.2,754206666176350.9,765012710771577.4,89265.16365367806,1816388026607736.8,1004216219477765.9,812171807129970.9,70971.83368620227,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47257572263530.79,7045432429184.219,-54303004692715.01,-686895.7250332084,7126892756773.83,0.0,0.0,0.0,2955323535914.251,0.0,0.0,0.0
103000.0,5.447918364826162e+16,2.703534183512817e+16,2.744384181313345e+16,89334.76761758896,0.0019255985228200493,1519181717519510.2,753895382784826.5,765286334734683.8,89334.732830292,1816352499133239.8,1003888747025053.6,812463752108186.1,71021.1907663594,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47259278516835.4,7061616336509.102,-54320894853344.5,-685549.2309023683,7126473347827.222,0.0,0.0,0.0,2955236576042.0093,0.0,0.0,0.0
103200.0,5.447777773714348e+16,2.702415920429312e+16,2.745361853285036e+16,89404.34284466342,0.001925548830071535,1519142513764277.0,753583549330950.2,765558964433326.8,89404.30805763222,1816316428461103.0,1003561205575728.1,812755222885374.9,71070.54296348218,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47262215438035.586,7077218318746.344,-54339433756781.93,-684273.2288173704,7126060846530.525,0.0,0.0,0.0,2955151045899.604,0.0,0.0,0.0
103400.0,5.447635393162651e+16,2.701297643848679e+16,2.746337749313972e+16,89473.91762253146,0.0019254985048350565,1519102810300736.0,753271711764040.9,765831098536695.1,89473.88283466498,1816279689071829.2,1003233526808823.8,813046162263005.5,71119.89012069041,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47264738908573.26,7093078762274.039,-54357817670847.3,-682976.0446631309,7125657737296.218,0.0,0.0,0.0,2955067460764.125,0.0,0.0,0.0
103600.0,5.44749204599932e+16,2.7001797012559284e+16,2.7473123447433916e+16,89543.49596561673,0.0019254478379440577,1519062837378338.0,752959967382719.4,766102869995618.6,89543.46117487949,1816242423528866.2,1002905787878133.6,813336635650732.6,71169.2325052659,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47267042925164.336,7109074177138.836,-54376117102303.17,-681670.6678213936,7125259913408.099,0.0,0.0,0.0,2954984969232.8853,0.0,0.0,0.0
103800.0,5.447346983111693e+16,2.699061681708722e+16,2.7482853014029708e+16,89613.08049896774,0.0019253965646202989,1519022386004635.8,752648201536351.9,766374184468283.9,89613.04570531036,1816204552729055.5,1002577944500703.5,813626608228352.0,71218.57022055253,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47269221052280.08,7125154681104.508,-54394375733384.586,-680362.529309853,7124866486307.321,0.0,0.0,0.0,2954903387141.0083,0.0,0.0,0.0
104000.0,5.447200718455436e+16,2.697943841749735e+16,2.749256876705701e+16,89682.67110400158,0.0019253448665244083,1518981599515164.5,752336485773514.8,766645113741649.8,89682.63630684685,1816166209951315.8,1002250069770938.1,813916140180377.6,71267.90335067696,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47271268037717.58,7141315051258.117,-54412583088975.695,-679052.0599139725,7124476623914.059,0.0,0.0,0.0,2954822542014.4336,0.0,0.0,0.0
104200.0,5.447052760164689e+16,2.696825922034698e+16,2.7502268381299908e+16,89752.26882892098,0.0019252925698035285,1518940340757616.5,752024747775373.2,766915592982243.2,89752.23402836037,1816127296746484.5,1001922109139825.2,814205187606659.2,71317.23193384885,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47273225197902.414,7157537256907.32,-54430762454809.734,-677741.3135900175,7124090362292.472,0.0,0.0,0.0,2954742441392.5254,0.0,0.0,0.0
104400.0,5.446903497448828e+16,2.6957081226511016e+16,2.7511953747977264e+16,89821.87319080762,0.0019252398120259836,1518898718212533.0,751713043311896.4,767185674900636.6,89821.83838680928,1816087913632356.5,1001594117801113.5,814493795831243.0,71366.55601744288,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47275065386336.555,7173831024981.391,-54448896411317.945,-676429.1942146755,7123707439198.436,0.0,0.0,0.0,2954663030951.0205,0.0,0.0,0.0
104600.0,5.4467527385676344e+16,2.694590339100606e+16,2.7521623994670284e+16,89891.48483223477,0.001925186525420075,1518856678490069.8,751401343282391.4,767455335207678.4,89891.45002461055,1816048012656351.8,1001266069033699.5,814781943622652.2,71415.87564715769,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47276821764255.3,7190179904760.898,-54467001669016.195,-675117.4994580279,7123327661592.047,0.0,0.0,0.0,2954584270711.4224,0.0,0.0,0.0
104800.0,5.4466005315386984e+16,2.693472597733752e+16,2.7531279338049464e+16,89961.10358701694,0.0019251327269579,1518814234897186.2,751089654992133.2,767724579905053.0,89961.06877597318,1816007618141764.2,1000937976121355.2,815069642020409.0,71465.19084688224,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47278475732559.78,7206593236324.0625,-54485068968883.84,-673805.270200968,7122951154993.097,0.0,0.0,0.0,2954506186757.7085,0.0,0.0,0.0
105000.0,5.446447091109798e+16,2.6923550035629884e+16,2.75409208754681e+16,90030.72953725503,0.0019250784925433138,1518771447404417.5,750778007770077.0,767993439634340.5,90030.6947223635,1815966772119831.5,1000609861877772.1,815356910242059.4,71514.50167460041,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47280039945536.39,7223061160173.609,-54503101105710.0,-672493.4962361059,7122577433496.127,0.0,0.0,0.0,2954428678367.2705,0.0,0.0,0.0
105200.0,5.446292070559461e+16,2.6912373775877876e+16,2.7550546929716732e+16,90100.36319382241,0.0019250236996255887,1518728219304051.2,750466351687707.6,768261867616343.6,90100.32837515093,1815925400671790.8,1000281685485153.8,815643715186637.0,71563.80814539515,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47281529431748.0,7239579314818.703,-54521108746566.7,-671182.7390052807,7122206764753.554,0.0,0.0,0.0,2954351801097.656,0.0,0.0,0.0
105400.0,5.4461359885533096e+16,2.690119986918342e+16,2.7560160016349676e+16,90170.00383779118,0.001924968531530115,1518684695117484.2,750154761174811.2,768529933942673.0,90169.96901549312,1815883646981190.0,999953525554935.0,815930121426255.0,71613.11030223264,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47282902541918.19,7256163365850.773,-54539065907768.96,-669871.2560662661,7121838829655.232,0.0,0.0,0.0,2954275488811.627,0.0,0.0,0.0
105600.0,5.44597843868035e+16,2.6890026150248508e+16,2.7569758236554996e+16,90239.652522642,0.0019249128446085562,1518640761699501.5,749843175944259.5,768797585755242.0,90239.61769635539,1815841393176457.5,999625316914480.9,816216076261976.6,71662.40818436047,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47284220590545.21,7272784709937.0625,-54557005300482.27,-668562.1137488327,7121473466320.15,0.0,0.0,0.0,2954199707976.43,0.0,0.0,0.0
105800.0,5.445819578377886e+16,2.6878853484214144e+16,2.757934229956472e+16,90309.30866611555,0.0019248566945080454,1518596462759736.0,749531620022340.1,769064842737395.9,90309.27383632523,1815798704100946.0,999297095231862.8,816501608869083.2,71711.7017976039,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47285436006582.23,7289467078591.992,-54574903085174.22,-667252.8560465587,7121110980458.89,0.0,0.0,0.0,2954124522043.516,0.0,0.0,0.0
106000.0,5.445659636343963e+16,2.6867682957583844e+16,2.7588913405855788e+16,90378.9725502239,0.001924800162063241,1518551862269231.2,749220123809365.9,769331738459865.4,90378.93771617845,1815755607820925.0,998968875520939.6,816786732299985.4,71760.99120886972,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47286582778102.85,7306189075378.672,-54592771853481.52,-665945.6172346397,7120750644757.592,0.0,0.0,0.0,2954049780194.9097,0.0,0.0,0.0
106200.0,5.445495594730773e+16,2.6856500165749696e+16,2.759845578155803e+16,90448.64094949968,0.0019247421805982322,1518506118946419.8,748908285731845.6,769597833214574.1,90448.60611577226,1815712014863626.8,998640609369327.0,817071405494299.8,71810.2762844971,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47288512806135.56,7322559224417.336,-54611072030552.9,-664681.4794850629,7120397623372.011,0.0,0.0,0.0,2953976553668.387,0.0,0.0,0.0
106400.0,5.445330564805288e+16,2.6845321243966036e+16,2.7607984404086844e+16,90518.30860738395,0.0019246838498084783,1518460099524773.5,748596555328931.1,769863544195842.4,90518.27377300794,1815667972501040.0,998312323174182.9,817355649326857.1,71859.55696134506,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47290099631366.07,7339144541642.539,-54629244173008.61,-663402.0079715654,7120053158556.037,0.0,0.0,0.0,2953905100264.342,0.0,0.0,0.0
106600.0,5.445164652586943e+16,2.6834146155300636e+16,2.7617500370568796e+16,90587.97925726476,0.001924625207167167,1518413834150471.5,748284931859284.4,770128902291187.1,90587.9444209335,1815623480978799.0,997984015780202.1,817639465198596.9,71908.8334473657,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47291518703730.195,7355841969020.344,-54647360672750.54,-662117.5568351201,7119714443308.249,0.0,0.0,0.0,2953834837825.6133,0.0,0.0,0.0
106800.0,5.444997658586365e+16,2.6822973733695436e+16,2.7627002852168212e+16,90657.65410777324,0.0019245661821636153,1518367267115064.0,747973382763060.0,770393884352004.0,90657.61926922551,1815578549476280.2,997655691689999.6,817922857786280.6,71958.10582945232,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47292805582037.06,7372630108642.852,-54665435690679.914,-660830.3044791638,7119380873348.257,0.0,0.0,0.0,2953765641082.005,0.0,0.0,0.0
107000.0,5.444829668359037e+16,2.6811804361088236e+16,2.7636492322502132e+16,90727.33340866596,0.001924506805037908,1518320422234768.0,747661918669318.8,770658503565449.2,90727.2985679059,1815533220607366.2,997327373889007.2,818205846718359.0,72007.37417484283,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47293963808166.164,7389504308117.445,-54683468116283.61,-659540.7186419079,7119052108216.322,0.0,0.0,0.0,2953697439479.98,0.0,0.0,0.0
107200.0,5.444660798377642e+16,2.6800638541429212e+16,2.7645969442347204e+16,90797.01760968036,0.0019244471169579942,1518273332073768.8,747350553674795.1,770922778398973.6,90796.98276625911,1815487524233919.0,996999078258663.9,818488445975255.1,72056.6385627447,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47295020458291.05,7406447072224.1875,-54701467530515.234,-658250.527870679,7118727523001.168,0.0,0.0,0.0,2953630103447.557,0.0,0.0,0.0
107400.0,5.444490828856372e+16,2.6789475133445556e+16,2.7655433155118164e+16,90866.70709308195,0.0019243870402392985,1518225935315389.8,747039255938813.4,771186679376576.4,90866.67224697364,1815441417716521.2,996670781150001.1,818770636566520.1,72105.89902500602,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47295984278492.3,7423455825849.594,-54719440104341.89,-656960.0735776394,7118407270036.826,0.0,0.0,0.0,2953563664647.093,0.0,0.0,0.0
107600.0,5.444319791775287e+16,2.6778314325853116e+16,2.7664883591899756e+16,90936.40163436435,0.0019243265861853592,1518178240770012.5,746728030668794.5,771450210101218.0,90936.36678606976,1815394924995661.5,996342495497507.2,819052429498154.2,72155.15559128836,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47296832115090.66,7440542573660.969,-54737374688751.625,-655668.2023087292,7118091550075.87,0.0,0.0,0.0,2953498164788.105,0.0,0.0,0.0
107800.0,5.444148177532286e+16,2.6767158541773064e+16,2.76743232335498e+16,91006.10113847087,0.0019242659281301742,1518130385337145.2,746416945513466.0,771713439823679.2,91006.06628724046,1815348143710365.2,996014274299595.4,819333869410769.9,72204.40834926825,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0,-47297577220133.5,7457693752764.875,-54755270972898.375,-654376.1488829524,7117779486984.983,0.0,0.0,0.0,2953433422162.8,0.0,0.0,0.0
