M1.D_b.TA Time [a],M1.D_b.TA TA [mol],M1.D_b.TA C^{12}$S [mol],M1.D_b.TA C^{13}$S [mol],M1.D_b.TA $\delta^{13}$C [VPDB],M1.D_b.TA TA [mol/l],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [mol/a],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [C^{12}$S],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [C^{13}$S],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA $\delta^{13}$C [VPDB],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA [mol/a],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA [C^{12}$S],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA [C^{13}$S],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [mol/a],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [C^{12}$S],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [C^{13}$S],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA $\delta^{13}$C [VPDB],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [mol/a],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [C^{12}$S],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [C^{13}$S],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA $\delta^{13}$C [VPDB],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA [mol/a],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA [C^{12}$S],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA [C^{13}$S],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA $\delta^{13}$C [VPDB]
153000.0,3.107498201194662e+18,3.081134980456847e+19,-2.7703849563387093e+19,-81014.97707319022,0.002402842327097282,1850414711535288.0,1.8835477139545452e+16,-1.6985062428010164e+16,-81247.6661649329,1895698427006738.0,1.879614552692103e+16,-1.6900447099914294e+16,-81014.97108900394,2220497653842345.8,2.2602572567454548e+16,-2.0382074913612204e+16,-81247.6661649329,2274838112408086.0,2.255537463230524e+16,-2.028053651989715e+16,-81014.97108900394,120000000000000.0,118666520574994.69,1333479425005.328,0.0
153200.0,3.1074927421169725e+18,3.0852415952837255e+19,-2.774492117026254e+19,-81026.93922000584,0.002402838105919315,1850410435604871.2,1.886065142315826e+16,-1.7010240987553388e+16,-81259.35537034764,1895695097164911.0,1.882119750654208e+16,-1.6925502409377168e+16,-81026.93324196477,2220492522725845.5,2.2632781707789908e+16,-2.0412289185064064e+16,-81259.35537034764,2274834116597893.0,2.2585437007850496e+16,-2.0310602891252604e+16,-81026.93324196477,120000000000000.0,118666520574994.69,1333479425005.328,0.0
153400.0,3.1074858673393567e+18,3.0893535926132044e+19,-2.7786048017888846e+19,-81038.88923831694,0.0024028327900653466,1850405073183807.0,1.8885858713541132e+16,-1.7035453640357324e+16,-81271.0337709259,1895690903704105.8,1.884628232156288e+16,-1.6950591417858774e+16,-81038.88326634753,2220486087820568.5,2.266303045624936e+16,-2.044254436842879e+16,-81271.0337709259,2274829084444927.0,2.2615538785875456e+16,-2.034070970143053e+16,-81038.88326634753,120000000000000.0,118666520574994.69,1333479425005.328,0.0
153600.0,3.107477824157508e+18,3.0934709858255684e+19,-2.7827229992883765e+19,-81050.82644169754,0.002402826570754332,1850398986329040.8,1.8911099229982396e+16,-1.7060700243653356e+16,-81282.69974595934,1895685997388772.0,1.8871400053590024e+16,-1.6975714056201252e+16,-81050.82047616923,2220478783594849.0,2.2693319075978876e+16,-2.0472840292384028e+16,-81282.69974595934,2274823196866526.5,2.2645680064308028e+16,-2.03708568674415e+16,-81050.82047616923,120000000000000.0,118666520574994.69,1333479425005.328,0.0
153800.0,3.1074684544507576e+18,3.0975937878947697e+19,-2.7868467382886404e+19,-81062.75130988486,0.002402819325721024,1850392111827379.5,1.8936373030767268e+16,-1.7085980918939888e+16,-81294.35360755764,1895680281889393.8,1.889655078177258e+16,-1.7000870499883186e+16,-81062.74535055312,2220470534192855.8,2.272364763692073e+16,-2.050317710272787e+16,-81294.35360755764,2274816338267272.5,2.2675860938127096e+16,-2.0401044599859824e+16,-81062.74535055312,120000000000000.0,118666520574994.69,1333479425005.328,0.0
154000.0,3.1074578097816607e+18,3.1017220114589495e+19,-2.7909760262827446e+19,-81074.66371839367,0.0024028110948356596,1850384463255304.5,1.8961680190382756e+16,-1.7111295727127452e+16,-81305.99531318592,1895673788595368.8,1.8921734583208724e+16,-1.7026060794613356e+16,-81074.65776532458,2220461355906365.8,2.275401622845931e+16,-2.0533554872552948e+16,-81305.99531318592,2274808546314442.5,2.2706081499850468e+16,-2.0431272953536024e+16,-81074.65776532458,120000000000000.0,118666520574994.69,1333479425005.328,0.0
154200.0,3.107446094644011e+18,3.1058556839877132e+19,-2.7951108702832656e+19,-81086.56314713012,0.0024028020362210473,1850377121987807.0,1.8987021674649376e+16,-1.7136644552661568e+16,-81317.62022294951,1895666642174368.8,1.8946951625366784e+16,-1.7051284983192416e+16,-81086.55720072282,2220452546385368.5,2.2784426009579252e+16,-2.0563973463193884e+16,-81317.62022294951,2274799970609242.5,2.273634195044014e+16,-2.0461541979830896e+16,-81086.55720072282,120000000000000.0,118666520574994.69,1333479425005.328,0.0
154400.0,3.1074336911269857e+18,3.1099948428871172e+19,-2.7992512695196795e+19,-81098.44859985705,0.0024027924453238745,1850369599914377.5,1.9012396983741496e+16,-1.7162027383827118e+16,-81329.23039802517,1895659075615613.2,1.897220213653655e+16,-1.7076543060920938e+16,-81098.44266102587,2220443519897253.2,2.2814876380489796e+16,-2.0594432860592544e+16,-81329.23039802517,2274790890738736.0,2.276664256384386e+16,-2.0491851673105124e+16,-81098.44266102587,120000000000000.0,118666520574994.69,1333479425005.328,0.0
154600.0,3.107420910484371e+18,3.114139496521051e+19,-2.8033972011851858e+19,-81110.31920259583,0.0024027825628180595,1850361861597393.2,1.9037805979802172e+16,-1.7187444118204778e+16,-81340.82593846571,1895651279103080.5,1.899748616776633e+16,-1.7101834888663248e+16,-81110.31327082602,2220434233916872.0,2.284536717576261e+16,-2.0624932941845736e+16,-81340.82593846571,2274781534923697.0,2.27969834013196e+16,-2.0522201866395904e+16,-81110.31327082602,120000000000000.0,118666520574994.69,1333479425005.328,0.0
154800.0,3.107407512839427e+18,3.1182896527398e+19,-2.807548697136685e+19,-81122.17565923704,0.002402772203221281,1850353750985509.8,1.9063248734900948e+16,-1.7212894983915438e+16,-81352.40760244447,1895643106188089.0,1.902280376694282e+16,-1.7127160660754732e+16,-81122.16973454937,2220424501182611.8,2.2875898481881136e+16,-2.0655473980698524e+16,-81352.40760244447,2274771727425707.0,2.2827364520331388e+16,-2.055259279290568e+16,-81122.16973454937,120000000000000.0,118666520574994.69,1333479425005.328,0.0
155000.0,3.107393516567524e+18,3.1224453202362253e+19,-2.811705764229427e+19,-81134.01793578739,0.002402761380742112,1850345275485477.2,1.9088725312340116e+16,-1.7238380036854638e+16,-81363.97537807676,1895634568081314.2,1.9048154987094616e+16,-1.7152520419013302e+16,-81134.0120181974,2220414330582572.8,2.2906470374808144e+16,-2.0686056044225572e+16,-81363.97537807676,2274761481697577.0,2.285778598451354e+16,-2.0583024502815964e+16,-81134.0120181974,120000000000000.0,118666520574994.69,1333479425005.328,0.0
155200.0,3.1073788806994673e+18,3.126606513098192e+19,-2.8158684206409425e+19,-81145.8461824168,0.002402750063701527,1850336747275161.5,1.9114236077795784e+16,-1.7263899330520622e+16,-81375.52797088977,1895625639788902.2,1.9073539914125696e+16,-1.7177914274336794e+16,-81145.84027192733,2220404096730194.0,2.2937083293354944e+16,-2.071667919662475e+16,-81375.52797088977,2274750767746683.0,2.2888247896950836e+16,-2.061349712920415e+16,-81145.84027192733,120000000000000.0,118666520574994.69,1333479425005.328,0.0
155400.0,3.107363832069901e+18,3.1307732490704175e+19,-2.8200366614466507e+19,-81157.65979814381,0.0024027384274971767,1850328046575069.2,1.913978089175622e+16,-1.728945284518115e+16,-81387.0658738912,1895616459637298.0,1.909895865631928e+16,-1.7203342196681982e+16,-81157.65389501398,2220393655890083.2,2.2967737070107468e+16,-2.0747343414217384e+16,-81387.0658738912,2274739751564757.5,2.2918750387583132e+16,-2.0644010636018376e+16,-81157.65389501398,120000000000000.0,118666520574994.69,1333479425005.328,0.0
155600.0,3.1073486641212436e+18,3.134945535866727e+19,-2.8242104650267628e+19,-81169.45796766732,0.002402726699030517,1850319244091718.0,1.9165359732820292e+16,-1.7315040488728574e+16,-81398.58874642206,1895607206587830.0,1.9124411260741976e+16,-1.7228804054154146e+16,-81169.45207239299,2220383092910061.8,2.299843167938435e+16,-2.0778048586474292e+16,-81398.58874642206,2274728647905396.0,2.2949293512890372e+16,-2.0674564864984976e+16,-81169.45207239299,120000000000000.0,118666520574994.69,1333479425005.328,0.0
155800.0,3.107333213159692e+18,3.13912338057174e+19,-2.8283898547984163e+19,-81181.24117287666,0.0024027147517269283,1850310296175065.0,1.919097264089932e+16,-1.7340662344724256e+16,-81410.09680754265,1895597780998082.5,1.9149897770613188e+16,-1.7254299989615106e+16,-81181.23528494213,2220372355410078.2,2.3029167169079184e+16,-2.0808794813669104e+16,-81410.09680754265,2274717337197699.0,2.2979877324735828e+16,-2.070515998753813e+16,-81181.23528494213,120000000000000.0,118666520574994.69,1333479425005.328,0.0
156000.0,3.1073173630439593e+18,3.143306790629927e+19,-2.832574849831636e+19,-81193.00976090167,0.002402702495781307,1850301111690662.0,1.9216619674959356e+16,-1.7366318563268694e+16,-81421.59050359974,1895588111950221.2,1.9175418231345428e+16,-1.7279830119395206e+16,-81193.00388010356,2220361334028794.5,2.3059943609951228e+16,-2.083958227592243e+16,-81421.59050359974,2274705734340265.5,2.301050187761451e+16,-2.073579614327425e+16,-81193.00388010356,120000000000000.0,118666520574994.69,1333479425005.328,0.0
156200.0,3.107300970341508e+18,3.1474957692271993e+19,-2.8367654676705124e+19,-81204.76414244526,0.0024026898202858587,1850291293917512.8,1.924230061173799e+16,-1.739200931782048e+16,-81433.07156631695,1895578111895100.2,1.920097266240656e+16,-1.730539455051146e+16,-81204.75826882584,2220349552701015.2,2.3090760734085588e+16,-2.0870411181384572e+16,-81433.07156631695,2274693734274120.5,2.304116719488787e+16,-2.076647346061375e+16,-81204.75826882584,120000000000000.0,118666520574994.69,1333479425005.328,0.0
156400.0,3.107284058783161e+18,3.1516903166681387e+19,-2.840961706239207e+19,-81216.50424548454,0.0024026767435902075,1850281073173829.8,1.9268015681457964e+16,-1.7417734608284134e+16,-81444.5390239768,1895567795325270.0,1.9226561065624028e+16,-1.7330993270298758e+16,-81216.49837899864,2220337287808595.8,2.3121618817749556e+16,-2.090128152994096e+16,-81444.5390239768,2274681354390324.0,2.307187327874883e+16,-2.0797191924358508e+16,-81216.49837899864,120000000000000.0,118666520574994.69,1333479425005.328,0.0
156600.0,3.107266634497049e+18,3.155890442120088e+19,-2.8451635740923355e+19,-81228.23007297778,0.0024026632704328703,1850270540887518.8,1.9293764990150508e+16,-1.744349444926299e+16,-81455.99249531698,1895557165966837.0,1.9252183496915556e+16,-1.735662633094872e+16,-81228.22421363418,2220324649065022.8,2.3152517988180616e+16,-2.093219333911559e+16,-81455.99249531698,2274668599160204.5,2.3102620196298668e+16,-2.0827951597138464e+16,-81228.22421363418,120000000000000.0,118666520574994.69,1333479425005.328,0.0
156800.0,3.1072489589654513e+18,3.1600961546218983e+19,-2.8493710541386727e+19,-81239.9409089434,0.0024026496030024403,1850259828106626.0,1.931954858012901e+16,-1.7469288752022382e+16,-81467.43139039566,1895546383227551.0,1.9277840011423468e+16,-1.7382293628195916e+16,-81239.9350572447,2220311793727951.2,2.318345829615481e+16,-2.0963146502426856e+16,-81467.43139039566,2274655659873061.0,2.3133408013708164e+16,-2.0858752353835104e+16,-81239.9350572447,120000000000000.0,118666520574994.69,1333479425005.328,0.0
157000.0,3.1072308711040993e+18,3.1643074624885236e+19,-2.8535841707574063e+19,-81251.63722586453,0.0024026356167420955,1850248899489570.0,1.9345366489593744e+16,-1.7495117590104174e+16,-81478.85588606398,1895535349100731.2,1.9303530659874004e+16,-1.7407995310773272e+16,-81251.63138110834,2220298679387484.2,2.3214439787512496e+16,-2.0994141108125012e+16,-81478.85588606398,2274642418920877.5,2.3164236791848804e+16,-2.088959437292793e+16,-81251.63138110834,120000000000000.0,118666520574994.69,1333479425005.328,0.0
157200.0,3.1072120569585423e+18,3.168524363136625e+19,-2.857802952794473e+19,-81263.31989526618,0.002402621068889654,1850236818876948.0,1.9371218125549716e+16,-1.7520981306672768e+16,-81490.27001963196,1895523871955129.8,1.9329255426585268e+16,-1.7433731554630138e+16,-81263.31405727853,2220284182652337.5,2.324546175065966e+16,-2.1025177568007324e+16,-81490.27001963196,2274628646346156.0,2.319510651190232e+16,-2.0920477865556164e+16,-81263.31405727853,120000000000000.0,118666520574994.69,1333479425005.328,0.0
157400.0,3.1071924067048084e+18,3.1727468470887866e+19,-2.862027401747835e+19,-81274.98919159135,0.0024026058745248136,1850224030452377.5,1.9397103972780716e+16,-1.7546879942328338e+16,-81501.67194731222,1895511884767928.5,1.935501425366835e+16,-1.7459502368900424e+16,-81274.98336028478,2220268836542853.2,2.327652476733686e+16,-2.105625593079401e+16,-81501.67194731222,2274614261721514.5,2.3226017104402028e+16,-2.095140284268051e+16,-81274.98336028478,120000000000000.0,118666520574994.69,1333479425005.328,0.0
157600.0,3.1071719372729114e+18,3.1769749260219093e+19,-2.8662575276015813e+19,-81286.64509121046,0.00240259004673854,1850210746204424.2,1.942302422402442e+16,-1.7572813477819996e+16,-81513.06077051224,1895499397838896.5,1.9380807212340736e+16,-1.748530781450184e+16,-81286.63926662007,2220252895445309.2,2.3307629068829304e+16,-2.1087376173383996e+16,-81513.06077051224,2274599277406676.0,2.3256968654808884e+16,-2.098236937740221e+16,-81286.63926662007,120000000000000.0,118666520574994.69,1333479425005.328,0.0
157800.0,3.1071506826664407e+18,3.181208611481852e+19,-2.8704933385012285e+19,-81298.28752246565,0.002402573611823774,1850196985968344.0,1.944897893250607e+16,-1.7598781946537728e+16,-81524.4364135981,1895486431911599.2,1.940663437303913e+16,-1.7511147941127528e+16,-81298.28170462733,2220236383162013.0,2.333877471900729e+16,-2.1118538335845276e+16,-81524.4364135981,2274583718293919.5,2.328796124764696e+16,-2.101337752935304e+16,-81298.28170462733,120000000000000.0,118666520574994.69,1333479425005.328,0.0
158000.0,3.107128676287832e+18,3.185447914530181e+19,-2.87473484216807e+19,-81309.91641441148,0.002402556595608618,1850182769586414.5,1.9474968159003336e+16,-1.7624785389416922e+16,-81535.79880460084,1895473007363120.2,1.9432495803244384e+16,-1.7537022795881264e+16,-81309.91060336017,2220219323503697.5,2.3369961790804004e+16,-2.1149742467300308e+16,-81535.79880460084,2274567608835744.5,2.3318994963893264e+16,-2.104442735505752e+16,-81309.91060336017,120000000000000.0,118666520574994.69,1333479425005.328,0.0
158200.0,3.107105642261956e+18,3.189692813176978e+19,-2.8789820442187465e+19,-81321.53247003177,0.002402538784775351,1850165818293450.5,1.950099001075288e+16,-1.765082419245943e+16,-81547.15751552985,1895458956065644.2,1.9458391369045244e+16,-1.75629324129796e+16,-81321.52666514377,2220198981952140.8,2.340118801290346e+16,-2.118098903095132e+16,-81547.15751552985,2274550747278773.5,2.3350069642854296e+16,-2.1075518895575524e+16,-81321.52666514377,120000000000000.0,118666520574994.69,1333479425005.328,0.0
158400.0,3.107081007289473e+18,3.1939432635290632e+19,-2.8832349580469924e+19,-81333.13715662164,0.002402519736025915,1850147339291244.8,1.9527045813534468e+16,-1.7676898474243224e+16,-81558.50757507345,1895443928337100.0,1.9484320802461824e+16,-1.7588876874124724e+16,-81333.1313569368,2220176807149494.0,2.3432454976241364e+16,-2.121227816909187e+16,-81558.50757507345,2274532714004520.0,2.3381184962954188e+16,-2.1106652248949668e+16,-81333.1313569368,120000000000000.0,118666520574994.69,1333479425005.328,0.0
158600.0,3.1070545882140534e+18,3.1981992844504306e+19,-2.8874936208667116e+19,-81344.73102065771,0.0024024993077364836,1850127781408751.2,1.9553136056292e+16,-1.7703008274883248e+16,-81569.84712654307,1895427812160406.8,1.9510284218521908e+16,-1.7614856406361502e+16,-81344.72522649496,2220153337690501.8,2.34637632675504e+16,-2.12436099298599e+16,-81569.84712654307,2274513374592488.0,2.3412341062226292e+16,-2.1137827687633804e+16,-81344.72522649496,120000000000000.0,118666520574994.69,1333479425005.328,0.0
158800.0,3.1070265183276165e+18,3.2024608948628906e+19,-2.891758038263134e+19,-81356.3137252032,0.002402477602973719,1850107225906169.0,1.9579260806578092e+16,-1.7729153580671924e+16,-81581.1758117824,1895410688894066.8,1.9536281732662464e+16,-1.7640871043768398e+16,-81356.30793667758,2220128671087403.0,2.349511296789371e+16,-2.1274984296806308e+16,-81581.1758117824,2274492826672880.0,2.3443538079194956e+16,-2.1169045252522076e+16,-81356.30793667758,120000000000000.0,118666520574994.69,1333479425005.328,0.0
159000.0,3.106996890876567e+18,3.2067281122998034e+19,-2.8960282184448926e+19,-81367.88504255447,0.002402454693839484,1850085728296049.8,1.9605420152059636e+16,-1.7755334423763586e+16,-81592.49339998711,1895392615422833.5,1.9562313451846664e+16,-1.766692083642383e+16,-81367.8792597783,2220102873955260.0,2.352650418247157e+16,-2.1306401308516308e+16,-81592.49339998711,2274471138507400.5,2.3474776142215996e+16,-2.1200305003708596e+16,-81367.8792597783,120000000000000.0,118666520574994.69,1333479425005.328,0.0
159200.0,3.1069658401755156e+18,3.2110009575280374e+19,-2.9003041687471985e+19,-81379.4446409349,0.0024024306841912268,1850063614284078.0,1.9631614414439828e+16,-1.778155080015575e+16,-81603.7985366883,1895373673652480.2,1.9588379502734544e+16,-1.7693005829082064e+16,-81379.43886415167,2220076337140893.8,2.3557937297327796e+16,-2.1337860960186904e+16,-81603.7985366883,2274448408382976.5,2.3506055403281452e+16,-2.1231606994898476e+16,-81379.43886415167,120000000000000.0,118666520574994.69,1333479425005.328,0.0
159400.0,3.1069335385395835e+18,3.215279453463813e+19,-2.9045858948544197e+19,-81390.99209072403,0.0024024057072699135,1850040811691831.5,1.9657843538667704e+16,-1.7807802726975872e+16,-81615.0915147139,1895353968728011.2,1.9614480025150372e+16,-1.771912605642236e+16,-81390.9863200701,2220048974030198.0,2.358941224640125e+16,-2.136936327237105e+16,-81615.0915147139,2274424762473613.5,2.353737603018045e+16,-2.1262951267706836e+16,-81390.9863200701,120000000000000.0,118666520574994.69,1333479425005.328,0.0
159600.0,3.1069000693963095e+18,3.2195636153922273e+19,-2.9088734037086966e+19,-81402.52718972077,0.002402379827585066,1850017302754251.0,1.9684107569578064e+16,-1.7834090266823812e+16,-81626.3724220311,1895333551554021.8,1.9640615112345868e+16,-1.7745281560791846e+16,-81402.5214252874,2220020763305101.2,2.3620929083493676e+16,-2.1400908320188576e+16,-81626.3724220311,2274400261864826.5,2.3568738134815044e+16,-2.1294337872950216e+16,-81402.5214252874,120000000000000.0,118666520574994.69,1333479425005.328,0.0
159800.0,3.106865484674757e+18,3.2238534583359336e+19,-2.913166705128446e+19,-81414.0498226516,0.0024023530852903207,1849993134836802.5,1.9710406596949216e+16,-1.7860413462112414e+16,-81637.64107115276,1895312453876340.2,1.9666784855965492e+16,-1.7771472402089152e+16,-81414.0440642265,2219991761804163.2,2.3652487916339064e+16,-2.14324961545349e+16,-81637.64107115276,2274374944651608.5,2.360014182715859e+16,-2.1325766882506984e+16,-81414.0440642265,120000000000000.0,118666520574994.69,1333479425005.328,0.0
160000.0,3.106829689633325e+18,3.2281489974790128e+19,-2.9174658237945164e+19,-81425.56028046206,0.0024023254071276687,1849968220741552.0,1.9736740724764024e+16,-1.7886772504022472e+16,-81648.89788824604,1895290617764809.8,1.9692989348636724e+16,-1.7797698730871914e+16,-81425.55452843879,2219961864889862.5,2.368408886971683e+16,-2.146412700482697e+16,-81648.89788824604,2274348741317772.0,2.3631587218364076e+16,-2.1357238477046304e+16,-81425.55452843879,120000000000000.0,118666520574994.69,1333479425005.328,0.0
160200.0,3.1067928344688143e+18,3.2324502378750767e+19,-2.9217707497293455e+19,-81437.05815039907,0.002402296909235305,1849942012936371.5,1.9763109426734708e+16,-1.7913167413798336e+16,-81660.14510425467,1895268135001417.2,1.9719228621263332e+16,-1.7823960486261914e+16,-81437.05240449817,2219930415523646.0,2.3715731312081652e+16,-2.149580089655801e+16,-81660.14510425467,2274321762001701.0,2.3663074345516004e+16,-2.1388752583514304e+16,-81437.05240449817,120000000000000.0,118666520574994.69,1333479425005.328,0.0
160400.0,3.1067547611699533e+18,3.2367571774276518e+19,-2.9260814966380438e+19,-81448.54385079844,0.0024022674694325723,1849914888591517.2,1.978951318397259e+16,-1.7939598295381074e+16,-81671.38120477708,1895244909126599.8,1.974550266098976e+16,-1.785025775186316e+16,-81448.53811101214,2219897866309820.8,2.374741582076711e+16,-2.1527517954457292e+16,-81671.38120477708,2274293890951919.5,2.3694603193187708e+16,-2.1420309302235788e+16,-81448.53811101214,120000000000000.0,118666520574994.69,1333479425005.328,0.0
160600.0,3.106715539443562e+18,3.2410698333809484e+19,-2.9303980747942273e+19,-81460.01722357816,0.0024022371416195817,1849887072669727.0,1.9815952209907816e+16,-1.7966065137238088e+16,-81682.60525382146,1895220982639292.5,1.9771811572998056e+16,-1.7876590590358764e+16,-81460.01149000494,2219864487203672.5,2.3779142651889384e+16,-2.155927816468571e+16,-81682.60525382146,2274265179167151.5,2.372617388759767e+16,-2.145190870843052e+16,-81460.01149000494,120000000000000.0,118666520574994.69,1333479425005.328,0.0
160800.0,3.1066752865903365e+18,3.245388222688067e+19,-2.9347204894281576e+19,-81471.47798030918,0.002402206016497939,1849858626946005.0,1.9842426588267036e+16,-1.7992567961321032e+16,-81693.81699766743,1895196427054814.5,1.9798155460711516e+16,-1.7902959033656702e+16,-81471.47225324056,2219830352335206.0,2.3810911905920444e+16,-2.159108155358524e+16,-81693.81699766743,2274235712465777.5,2.375778655285382e+16,-2.1483550840388044e+16,-81471.47225324056,120000000000000.0,118666520574994.69,1333479425005.328,0.0
161000.0,3.1066352363452657e+18,3.249712361578722e+19,-2.9390486338395423e+19,-81482.92278679748,0.002402175048041053,1849829920729359.2,1.9868936401444852e+16,-1.8019106480715492e+16,-81705.01480593176,1895171992346556.0,1.9824534423140216e+16,-1.792936243079366e+16,-81482.91707843808,2219795904875231.2,2.3842723681733824e+16,-2.162292777685859e+16,-81705.01480593176,2274206390815867.5,2.3789441307768264e+16,-2.1515234916952396e+16,-81482.91707843808,120000000000000.0,118666520574994.69,1333479425005.328,0.0
161200.0,3.10660242472657e+18,3.2540423039296995e+19,-2.943381857378241e+19,-81494.33251953035,0.002402149676780599,1849808528713367.5,1.9895483974487524e+16,-1.8045675445774156e+16,-81716.16576070036,1895151975971252.2,1.985094878868613e+16,-1.7955796812714876e+16,-81494.32681858067,2219770234456041.0,2.387458076938503e+16,-2.165481053492899e+16,-81716.16576070036,2274182371165503.0,2.3821138546423356e+16,-2.1546956175257852e+16,-81494.32681858067,120000000000000.0,118666520574994.69,1333479425005.328,0.0
161400.0,3.106569941563483e+18,3.2583781214535467e+19,-2.9477209232459936e+19,-81505.72632948171,0.0024021245594952043,1849788413870358.5,1.9922067687585736e+16,-1.8072279273715376e+16,-81727.29628091906,1895132159811848.0,1.987739899510065e+16,-1.79822668352888e+16,-81505.7206366199,2219746096644430.5,2.390648122510289e+16,-2.1686735128458456e+16,-81727.29628091906,2274158591774218.0,2.3852878794120784e+16,-2.157872020234657e+16,-81505.7206366199,120000000000000.0,118666520574994.69,1333479425005.328,0.0
161600.0,3.106537879559971e+18,3.2627198128719045e+19,-2.9520658208924865e+19,-81517.10396236953,0.0024020997678672953,1849768544901785.2,1.994868724398727e+16,-1.809891869908549e+16,-81738.41086561013,1895112600577000.5,1.9903885034624116e+16,-1.8008772434047116e+16,-81517.09827759197,2219722253882142.2,2.393842469278473e+16,-2.1718702438902584e+16,-81738.41086561013,2274135120692400.5,2.388466204154894e+16,-2.161052692085654e+16,-81517.09827759197,120000000000000.0,118666520574994.69,1333479425005.328,0.0
161800.0,3.10650630845354e+18,3.2670673813182042e+19,-2.9564165464841683e+19,-81528.46523966538,0.002402075355820712,1849748959871080.5,1.9975342764411756e+16,-1.8125593804540676e+16,-81749.50939887938,1895093340768694.2,1.993040692635805e+16,-1.803531358558935e+16,-81528.45956314419,2219698751845296.8,2.397041131729411e+16,-2.1750712565448816e+16,-81749.50939887938,2274112008922433.0,2.3916488311629652e+16,-2.164237630270722e+16,-81528.45956314419,120000000000000.0,118666520574994.69,1333479425005.328,0.0
162000.0,3.106475207469691e+18,3.2714208324100653e+19,-2.9607731077013266e+19,-81539.81023596604,0.002402051307291777,1849729670467421.8,2.000203430990841e+16,-1.8152304639440988e+16,-81760.59185814514,1895074367800569.5,1.9956964704568576e+16,-1.806189033676801e+16,-81539.80456748352,2219675604560906.2,2.4002441171890092e+16,-2.1782765567329184e+16,-81760.59185814514,2274089241360683.5,2.3948357645482292e+16,-2.167426840412161e+16,-81539.80456748352,120000000000000.0,118666520574994.69,1333479425005.328,0.0
162200.0,3.1064440880449213e+18,3.275780136426344e+19,-2.9651355236872643e+19,-81551.14020595187,0.0024020272445035825,1849708056509532.0,2.0028759783016364e+16,-1.817905172650683e+16,-81771.6690289846,1895055383891607.2,1.998355818820203e+16,-1.8088502804310424e+16,-81551.13454423244,2219649667811438.5,2.403451173961964e+16,-2.18148620718082e+16,-81771.6690289846,2274066460669929.0,2.3980269825842444e+16,-2.1706203365172516e+16,-81551.13454423244,120000000000000.0,118666520574994.69,1333479425005.328,0.0
162400.0,3.106418656646024e+18,3.2801452392095916e+19,-2.9695031700887958e+19,-81562.43954036046,0.002402007579925278,1849688577752104.8,2.0055520483702116e+16,-1.8205831905950012e+16,-81782.72161953698,1895039867332564.2,2.0010187046657404e+16,-1.811514717932484e+16,-81562.43389685058,2219626293302526.0,2.4066624580442544e+16,-2.1846998287140016e+16,-81782.72161953698,2274047840799077.0,2.4012224455988884e+16,-2.173817661518981e+16,-81562.43389685058,120000000000000.0,118666520574994.69,1333479425005.328,0.0
162600.0,3.1063944219101916e+18,3.284516142672735e+19,-2.973876497043851e+19,-81573.72045052508,0.0024019888406548832,1849670528271998.2,2.0082316599872852e+16,-1.8232646071600852e+16,-81793.7528747292,1895025083499047.0,2.003685129158069e+16,-1.814182620808164e+16,-81573.71481314235,2219604633926398.0,2.4098779919847424e+16,-2.1879175285921024e+16,-81793.7528747292,2274030100198856.5,2.4044221549896824e+16,-2.177019144969797e+16,-81573.71481314235,120000000000000.0,118666520574994.69,1333479425005.328,0.0
162800.0,3.1063691593395917e+18,3.288892854205256e+19,-2.9782557348556415e+19,-81584.989000649,0.002401969306621394,1849651860109449.8,2.0109148424270436e+16,-1.8259496564160988e+16,-81804.77200367872,1895009672620335.2,2.0063550968017388e+16,-1.8168541295397052e+16,-81584.9833694932,2219582232131339.8,2.413097810912452e+16,-2.191139587699318e+16,-81804.77200367872,2274011607144402.5,2.4076261161620868e+16,-2.1802249554476464e+16,-81584.9833694932,120000000000000.0,118666520574994.69,1333479425005.328,0.0
