M1.CO2_At Time [a],M1.CO2_At CO2 [mol],M1.CO2_At C^{12}$S [mol],M1.CO2_At C^{13}$S [mol],M1.CO2_At $\delta^{13}$C [VPDB],M1.CO2_At CO2 [mol/l],C_H_b_2_CO2_At.CO2_F CO2 [mol/a],C_H_b_2_CO2_At.CO2_F CO2 [C^{12}$S],C_H_b_2_CO2_At.CO2_F CO2 [C^{13}$S],C_H_b_2_CO2_At.CO2_F CO2 $\delta^{13}$C [VPDB],C_L_b_2_CO2_At.CO2_F CO2 [mol/a],C_L_b_2_CO2_At.CO2_F CO2 [C^{12}$S],C_L_b_2_CO2_At.CO2_F CO2 [C^{13}$S],C_L_b_2_CO2_At.CO2_F CO2 $\delta^{13}$C [VPDB],M1.volcanic.DIC_2_CO2_At_F CO2 [mol/a],M1.volcanic.DIC_2_CO2_At_F CO2 [C^{12}$S],M1.volcanic.DIC_2_CO2_At_F CO2 [C^{13}$S],M1.volcanic.DIC_2_CO2_At_F CO2 $\delta^{13}$C [VPDB],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F CO2 [mol/a],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F CO2 [C^{12}$S],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F CO2 [C^{13}$S],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F CO2 $\delta^{13}$C [VPDB]
46600.0,5.309318811762149e+16,3.0003765440830024e+16,2.3089422676791464e+16,67482.43624943797,0.0002896518718910065,46520613846009.7,1197332713701.2969,45323281132308.41,3367591.7725266763,-46457986670177.875,1817629768586.3906,-48275616438764.266,-2364547.2605752014,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2961179663440.7856,0.0,0.0,0.0
46800.0,5.30735774522419e+16,2.998074699694489e+16,2.3092830455297016e+16,67545.13041119614,0.00028954488517316917,46489008756329.78,1163500916985.664,45325507839344.12,3465712.5950976224,-46396627952871.71,1868286873487.086,-48264914826358.8,-2299951.827606978,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2960960913993.982,0.0,0.0,0.0
47000.0,5.3048578770713784e+16,2.9954661338202732e+16,2.3093917432511052e+16,67608.05134071024,0.000289408503931881,46459265459001.41,1132243804550.6406,45327021654450.766,3561534.8372215694,-46340977618443.125,1914109996930.7969,-48255087615373.92,-2244458.842126417,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2960681956118.9595,0.0,0.0,0.0
47200.0,5.3024882941902296e+16,2.992930896883444e+16,2.3095573973067856e+16,67671.09297114283,0.0002892792304522766,46437711382000.13,1104657212970.1953,45333054169029.94,3650987.95145612,-46351840732510.22,1923106169735.1562,-48274946902245.375,-2234883.0511502395,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2960417375939.918,0.0,0.0,0.0
47400.0,5.300485540876534e+16,2.9906062390714372e+16,2.3098793018050972e+16,67734.05114885654,0.0002891699694968104,46427019686453.055,1082255855317.8047,45344763831135.25,3727542.4300524094,-46348551449953.766,1941080941595.2422,-48289632391549.01,-2214870.143070738,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2960193703354.7905,0.0,0.0,0.0
47600.0,5.298532544316204e+16,2.9883113093022824e+16,2.3102212350139216e+16,67797.01932209791,0.00028906342303961836,46420375107995.336,1062070656851.4453,45358304451143.89,3799539.853308916,-46340850020323.195,1961686604155.7422,-48302536624478.94,-2192200.9197946885,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2959975531852.518,0.0,0.0,0.0
47800.0,5.2965299220286024e+16,2.9859892605442644e+16,2.310540661484338e+16,67860.03891900217,0.00028895416923232966,46415559716037.43,1043064655671.5078,45372495060365.92,3870001.3427636633,-46331690572285.42,1982980020619.664,-48314670592905.086,-2169216.1444970635,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2959751753430.9067,0.0,0.0,0.0
48000.0,5.294446347009487e+16,2.9836221357376216e+16,2.3108242112718656e+16,67923.12782001127,0.00028884049901852085,46410647783316.64,1024192639877.4297,45386455143439.21,3942542.293882027,-46322686940863.98,2003998475904.789,-48326685416768.766,-2147008.8655194226,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2959518856795.6855,0.0,0.0,0.0
48200.0,5.292572804317841e+16,2.9813747593101196e+16,2.3111980450077212e+16,67986.24089515727,0.0002887382871968271,46409656571501.4,1006625005934.7344,45403031565566.664,4012830.479813584,-46343564358551.41,2008988629101.4531,-48352552987652.86,-2142824.1956179077,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2959309345845.604,0.0,0.0,0.0
48400.0,5.2909896389921384e+16,2.979293962236986e+16,2.3116956767551524e+16,68049.28626407379,0.0002886519170208477,46413341828122.62,990888608177.2969,45422453219945.32,4078318.7376922765,-46355991294751.43,2019582352998.9531,-48375573647750.38,-2132603.6258192984,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2959132271290.48,0.0,0.0,0.0
48600.0,5.289529299380943e+16,2.977284276382278e+16,2.3122450229986652e+16,68112.31476774433,0.0002885722476476237,46418044454947.2,975382163689.0156,45442662291258.19,4145014.787775064,-46365154373014.48,2032407543418.7578,-48397561916433.234,-2120115.2430750076,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2958968901041.4785,0.0,0.0,0.0
48800.0,5.288141906007474e+16,2.9753171561408516e+16,2.312824749866622e+16,68175.34744579121,0.0002884965578836592,46423334627727.375,959978681543.4141,45463355946183.96,4213458.595193774,-46372132672417.04,2046694475011.4766,-48418827147428.516,-2106247.3898217147,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2958813660815.1333,0.0,0.0,0.0
49000.0,5.286757482268468e+16,2.9733531614872084e+16,2.3134043207812596e+16,68238.3860756272,0.0002884210301292127,46430185781726.29,945487401826.2422,45484698379900.05,4280061.454628813,-46377823140703.4,2061686200329.8516,-48439509341033.25,-2091831.6269919937,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2958658723573.6763,0.0,0.0,0.0
49200.0,5.2854680007367096e+16,2.9714440808946824e+16,2.314023919842027e+16,68301.42608617769,0.00028835068198236277,46438727061153.19,931573409703.9609,45507153651449.23,4346148.520307037,-46395630395834.56,2070206463532.2656,-48465836859366.83,-2084358.1954734887,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2958514370970.5405,0.0,0.0,0.0
49400.0,5.284303812573552e+16,2.969607578420406e+16,2.314696234153146e+16,68364.43157768976,0.0002882871692620596,46449259458258.086,918449957820.8281,45530809500437.26,4410555.656746083,-46409973941363.78,2081020346055.4922,-48490994287419.27,-2074607.9651230793,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2958384025383.593,0.0,0.0,0.0
49600.0,5.283196561110239e+16,2.9678047661279452e+16,2.315391794982294e+16,68427.42396436259,0.0002882267627446939,46460279756313.62,905458539560.1094,45554821216753.51,4476212.081765998,-46422967334354.91,2092755555151.8203,-48515722889506.73,-2064031.660001855,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2958260035112.0083,0.0,0.0,0.0
49800.0,5.282124240753776e+16,2.96602306977596e+16,2.316101170977816e+16,68490.41270473576,0.0002881682619069163,46471234594395.836,892335444102.1641,45578899150293.67,4544457.2474276805,-46435304563267.1,2104962533912.9453,-48540267097180.05,-2053105.4839715303,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2958139937208.383,0.0,0.0,0.0
50000.0,5.281079489279758e+16,2.964258273467382e+16,2.3168212158123764e+16,68553.40091195458,0.00028811126509982314,46481961244426.625,879005799200.0,45602955445226.625,4615822.082716196,-46447206183346.19,2117496894631.7969,-48564703077977.984,-2041985.1517154074,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2958022908400.5303,0.0,0.0,0.0
50200.0,5.2800655184579144e+16,2.9625121542636332e+16,2.3175533641942812e+16,68616.38884457036,0.0002880559475427122,46492475775807.07,865462520090.5,45627013255716.57,4690542.612473364,-46459341184506.984,2129996143161.9531,-48589337327668.94,-2031037.4439430877,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2957909309265.663,0.0,0.0,0.0
50400.0,5.2790829240168664e+16,2.9607850501959184e+16,2.318297873820948e+16,68679.3751002491,0.00028800234173578104,46502782909001.91,851713004992.5703,45651069904009.336,4768793.431809253,-46470974964531.54,2142870282279.5469,-48613845246811.086,-2019858.9692064687,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2957799208971.018,0.0,0.0,0.0
50600.0,5.2781275901348376e+16,2.959074606787302e+16,2.3190529833475356e+16,68742.36098436113,0.0002879502231388346,46512824530561.69,837736493431.1953,45675088037130.49,4850922.419397773,-46482217181654.37,2156045736106.8516,-48638262917761.22,-2008529.686728897,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2957692147618.554,0.0,0.0,0.0
50800.0,5.27719771942411e+16,2.9573797834084228e+16,2.3198179360156876e+16,68805.34722302062,0.00028789949369471417,46522576392784.94,823524091134.7734,45699052301650.164,4937246.617260131,-46493113945136.06,2169491356557.4375,-48662605301693.5,-1997086.3362013414,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2957587924983.2085,0.0,0.0,0.0
51000.0,5.276292225386882e+16,2.9556999459493896e+16,2.320592279437492e+16,68868.33418717184,0.00028785009412912613,46532046845589.77,809083908224.5703,45722962937365.2,5028012.228193211,-46503681035318.62,2183194416070.9062,-48686875451389.52,-1985546.9672578883,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2957486420457.187,0.0,0.0,0.0
51200.0,5.275410693984694e+16,2.9540348407182664e+16,2.321375853266428e+16,68931.32209470538,0.0002878020018540477,46541240705138.27,794419739803.5703,45746820965334.7,5123515.15662097,-46513977334725.99,2197120726116.2266,-48711098060842.22,-1973949.13257412,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2957387588679.0625,0.0,0.0,0.0
51400.0,5.274552542083027e+16,2.9523841215934092e+16,2.322168420489618e+16,68994.31106606383,0.00028775518505635717,46550170009947.32,779540843564.2734,45770629166383.05,5224043.339436431,-46523955022558.52,2211294536340.9766,-48735249558899.5,-1962274.992845916,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2957291365399.8657,0.0,0.0,0.0
51600.0,5.2737168225677704e+16,2.950747236312556e+16,2.3229695862552144e+16,69057.30138553194,0.0002877095920658904,46558838652998.01,764452558418.0938,45794386094579.914,5329937.518583053,-46533630665186.43,2225703331862.6484,-48759333997049.08,-1950541.0243337397,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2957197645407.7314,0.0,0.0,0.0
51800.0,5.272902776529216e+16,2.9491237393906428e+16,2.3237790371385732e+16,69120.29330344366,0.0002876651814800445,46567250425403.32,749159524043.5156,45818090901359.805,5441576.898591828,-46543016788420.15,2240337526621.4688,-48783354315041.62,-1938760.4817733546,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2957106344524.978,0.0,0.0,0.0
52000.0,5.272109730294917e+16,2.947513234070306e+16,2.3245964962246108e+16,69183.28705075085,0.0002876219165463675,46575411043065.5,733667214782.9141,45841743828282.586,5559372.760287634,-46552123068257.664,2255189376625.6406,-48807312444883.305,-1926944.493737349,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2957017388074.7754,0.0,0.0,0.0
52200.0,5.2713366177270664e+16,2.9459151040169028e+16,2.3254215137101636e+16,69246.2829060905,0.00028757973910131297,46583326398892.055,717982787700.4766,45865343611191.58,5683764.891439481,-46560913043625.96,2270275353901.586,-48831188397527.55,-1915082.4830543299,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2956930657343.001,0.0,0.0,0.0
52400.0,5.270582680292801e+16,2.944328904584189e+16,2.326253775708612e+16,69309.28120953284,0.0002875386077628369,46591001365525.336,702111030837.2969,45888890334688.04,5815257.815413527,-46569450590884.805,2285557423337.5156,-48855008014222.32,-1903211.6675966897,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2956846067938.9844,0.0,0.0,0.0
52600.0,5.26984755164041e+16,2.942754414815511e+16,2.3270931368248984e+16,69372.2820858998,0.000287498502544485,46598446783167.71,686059413458.7188,45912387369708.99,5954387.674415891,-46577736919178.734,2301033429614.125,-48878770348792.86,-1891336.9916889418,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2956763579499.6133,0.0,0.0,0.0
52800.0,5.26913072841711e+16,2.941191336949545e+16,2.3279393914675656e+16,69435.28569712825,0.00028745939598565795,46605669982530.68,669833844362.9688,45935836138167.71,6101761.928821539,-46585777798109.99,2316698315014.961,-48902476113124.95,-1879465.6431920966,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2956683136241.247,0.0,0.0,0.0
53000.0,5.268431668741895e+16,2.939639351883866e+16,2.3287923168580292e+16,69498.29222246794,0.000287421258523835,46612676333892.29,653439199071.3672,45959237134820.92,6258065.79800028,-46593580751430.914,2332545967277.0,-48926126718707.914,-1867605.3840639896,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2956604678010.028,0.0,0.0,0.0
53200.0,5.267752868947895e+16,2.938099843604103e+16,2.329653025343792e+16,69561.30140629242,0.0002873842263474029,46619495629534.195,636882162580.7891,45982613466953.41,6424049.162101256,-46601454927950.85,2348413024888.6953,-48949867952839.55,-1855893.3048304177,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2956528485339.1934,0.0,0.0,0.0
53400.0,5.267094728254915e+16,2.9365730365144424e+16,2.330521691740473e+16,69624.31235037674,0.0002873483212359474,46626156289936.4,620181469093.6875,46005974820842.71,6600419.647672754,-46609015826233.39,2364512402255.3516,-48973528228488.74,-1844154.2688993916,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2956454604210.615,0.0,0.0,0.0
53600.0,5.266455226018162e+16,2.935057776302915e+16,2.3313974497152464e+16,69687.32577268525,0.0002873134329524365,46632636329091.984,603330691386.9531,46029305637705.03,6788235.8309133155,-46616312605734.85,2380810512062.586,-48997123117797.44,-1832418.6780053223,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2956382808375.7847,0.0,0.0,0.0
53800.0,5.265833356114854e+16,2.933553480987793e+16,2.3322798751270616e+16,69750.34210255228,0.00028727950660746614,46638913477957.94,586319988900.2266,46052593489057.71,6988744.191888821,-46623376492377.27,2397287237439.6016,-49020663729816.875,-1820705.0627937142,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2956312985412.51,0.0,0.0,0.0
54000.0,5.265228370037053e+16,2.932059716471916e+16,2.333168653565137e+16,69813.3615789356,0.0002872465013659058,46644985487816.92,569150491539.9766,46075834996276.945,7203236.951264108,-46630223151746.875,2413931487885.3906,-49044154639632.266,-1809024.0488157095,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2956245051807.9746,0.0,0.0,0.0
54200.0,5.264659263998197e+16,2.9305870940450264e+16,2.3340721699531704e+16,69876.38150914897,0.0002872154535732786,46651042429902.17,551854135987.5156,46099188293914.66,7432799.889648678,-46638783181555.766,2429736477387.414,-49068519658943.18,-1798155.5637434635,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2956181139463.2397,0.0,0.0,0.0
54400.0,5.264132004377244e+16,2.9291390230815584e+16,2.3349929812956856e+16,69939.3956436061,0.0002871866887276183,46657174454370.83,534485587339.4375,46122688867031.39,7678280.099818176,-46646564004607.35,2446093605129.6875,-49092657609737.04,-1787016.0621913222,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2956121922418.8315,0.0,0.0,0.0
54600.0,5.263635675519392e+16,2.9277093383289416e+16,2.3359263371904504e+16,70002.40751488066,0.000287159611321298,46663137905468.07,516939806152.8047,46146198099315.266,7942974.473405522,-46653906774267.2,2462783510119.3203,-49116690284386.52,-1775780.9019772026,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2956066175096.8447,0.0,0.0,0.0
54800.0,5.263166177114775e+16,2.9262957125308052e+16,2.33687046458397e+16,70065.41853014781,0.00028713399766038054,46668897160281.266,499208132826.8047,46169689027454.46,8229328.825135238,-46660907296160.414,2479739789635.953,-49140647085796.37,-1764504.814839861,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2956013437553.847,0.0,0.0,0.0
55000.0,5.262722208557432e+16,2.9248973881238264e+16,2.3378248204336056e+16,70128.4295508207,0.0002871097767898217,46674413062204.36,481271083510.0547,46193141978694.305,8540411.083286569,-46667608151664.016,2496935346181.172,-49164543497845.19,-1753211.8104962292,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2955963564237.7383,0.0,0.0,0.0
55200.0,5.262308886371706e+16,2.923517201627236e+16,2.3387916847444696e+16,70191.43991661163,0.0002870872278435191,46679742103055.3,463139448178.8125,46216602654876.484,8879310.135071093,-46674675780487.33,2514018888465.164,-49188694668952.49,-1742159.8774390842,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2955917129849.8174,0.0,0.0,0.0
55400.0,5.261927952215895e+16,2.9221561332756124e+16,2.3397718189402828e+16,70254.44773911612,0.00028706644583829217,46684924491799.39,444837714246.10156,46240086777553.29,9249366.277845033,-46681282867275.17,2531450132351.883,-49212732999627.055,-1731015.510935728,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2955874331687.843,0.0,0.0,0.0
55600.0,5.261574782105566e+16,2.9208115698113384e+16,2.340763212294228e+16,70317.45432340085,0.000287047178510942,46689880857453.95,426335641792.5469,46263545215661.41,9655709.30854995,-46687562726451.805,2549142015842.367,-49236704742294.17,-1719845.4843362554,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2955834650614.272,0.0,0.0,0.0
55800.0,5.261248277209041e+16,2.919482869595377e+16,2.341765407613664e+16,70380.46035113034,0.0002870293659142957,46694615805030.11,407638280362.66406,46286977524667.445,10103754.149822544,-46693530304299.69,2567082030572.2656,-49260612334871.95,-1708662.1357102583,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2955797963653.707,0.0,0.0,0.0
56000.0,5.260946599797021e+16,2.9181689879069264e+16,2.3427776118900944e+16,70443.46618824595,0.00028701290779034486,46699102960284.5,388736955237.53906,46310366005046.96,10600425.703773774,-46699237812271.18,2585236152451.5625,-49284473964722.74,-1697491.915637916,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2955764064664.955,0.0,0.0,0.0
56200.0,5.260659419520841e+16,2.91686414596637e+16,2.3437952735544708e+16,70506.47367702166,0.0002869972405630573,46703265197975.39,369628883184.8047,46333636314790.586,11154071.924722718,-46703636778768.93,2604147632666.6094,-49307784411435.54,-1685968.4624330313,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2955731794289.7603,0.0,0.0,0.0
56400.0,5.260381704627926e+16,2.915565481232517e+16,2.3448162233954096e+16,70569.48629188402,0.0002869820897232911,46707090567158.07,350312564147.4531,46356778003010.62,11775043.972311148,-46708082031952.13,2623056275259.203,-49331138307211.336,-1674614.4551764114,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2955700585757.505,0.0,0.0,0.0
56600.0,5.260119042600918e+16,2.9142761041711076e+16,2.3458429384298108e+16,70632.5028221983,0.00028696776009824975,46710653529365.7,330811631339.96875,46379841898025.734,12475431.381748311,-46712423169394.68,2642062018590.8203,-49354485187985.5,-1663361.636591601,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2955671067379.903,0.0,0.0,0.0
56800.0,5.259872714278186e+16,2.9129967295189184e+16,2.346875984759267e+16,70695.52237312916,0.00028695432156454915,46714045887248.016,311175972684.47656,46402869914563.54,13269297.990833549,-46716588944008.3,2661206265295.867,-49377795209304.164,-1652182.3831779005,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2955643383489.4736,0.0,0.0,0.0
57000.0,5.259642122418928e+16,2.911727016256542e+16,2.347915106162386e+16,70758.54487270226,0.00028694174153949417,46717278530985.14,291414439850.8281,46425864091134.31,14176211.473168839,-46720587106068.07,2680482676481.172,-49401069782549.24,-1641080.7770037034,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2955617467172.887,0.0,0.0,0.0
57200.0,5.259916656966653e+16,2.910739035100745e+16,2.349177621865908e+16,70821.50054717694,0.00028695671887434004,46724437476412.43,271863188750.71094,46452574287661.72,15204519.744036883,-46772538208482.63,2675038601388.1797,-49447576809870.81,-1645965.7120357184,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2955648270760.229,0.0,0.0,0.0
57400.0,5.260851148415358e+16,2.9101211043592388e+16,2.3507300440561196e+16,70884.22335987877,0.00028700770040454766,46737789178170.19,253880726480.70312,46483908451689.484,16292515.357418913,-46810265176079.83,2679400827932.75,-49489666004012.58,-1644685.5042431578,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2955753257773.7476,0.0,0.0,0.0
57600.0,5.262187912366808e+16,2.9097287802269644e+16,2.3524591321398436e+16,70946.79747580607,0.00028708062806147343,46751818627904.125,235144735932.35938,46516673891971.766,17603158.989853475,-46841685199148.97,2688475263783.4844,-49530160462932.45,-1640477.9479173592,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2955903432478.18,0.0,0.0,0.0
57800.0,5.263841479495262e+16,2.9095138709208668e+16,2.3543276085743956e+16,71009.26083693127,0.0002871708390341114,46764535888164.01,214749141042.78906,46549786747121.22,19288818.876467414,-46869428221139.79,2700566043183.125,-49569994264322.914,-1634450.415029672,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2956089162548.35,0.0,0.0,0.0
58000.0,5.265781523894147e+16,2.9094591729642024e+16,2.356322350929945e+16,71071.62677847278,0.0002872766788812955,46775346290800.32,192438638140.09375,46582907652660.23,21540513.22559146,-46894374301167.48,2715097942858.125,-49609472244025.6,-1627001.701559839,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2956307014420.9736,0.0,0.0,0.0
58200.0,5.268431751132786e+16,2.9097997035630812e+16,2.3586320475697044e+16,71133.82955917648,0.0002874212630187008,46789432269282.49,169419354210.26562,46620012915072.23,24486883.86923887,-46961228792690.836,2708886071971.3047,-49670114864662.14,-1632722.5430843614,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2956604473002.7524,0.0,0.0,0.0
58400.0,5.271896565543969e+16,2.9105953364980064e+16,2.3613012290459624e+16,71195.72025905915,0.000287610287263719,46808965361773.375,147124095518.85938,46661841266254.516,28223090.467854913,-47012879769316.266,2713448076953.4375,-49726327846269.7,-1631822.7560957267,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2956993220847.533,0.0,0.0,0.0
58600.0,5.275906914211168e+16,2.9116955714087172e+16,2.3642113428024508e+16,71257.38164296997,0.0002878290733339426,46828795618214.78,123490891601.16406,46705304726613.62,33655827.21578151,-47057311530172.44,2723611589721.875,-49780923119894.31,-1627520.9507606605,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2957442935953.8325,0.0,0.0,0.0
58800.0,5.280358911074682e+16,2.9130420365196176e+16,2.367316874555064e+16,71318.85334831216,0.000288071953686562,46847627485638.586,98073574344.07031,46749553911294.516,42418676.964996845,-47097120802627.57,2737617302864.203,-49834738105491.77,-1620948.9646978586,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2957941863817.7095,0.0,0.0,0.0
59000.0,5.285218439301256e+16,2.914615276392565e+16,2.370603162908691e+16,71380.15555794175,0.0002883370670649894,46863633187800.91,69921707615.32812,46793711480185.58,59553880.34731762,-47133952053221.695,2754490199452.2344,-49888442252673.93,-1612760.8463327347,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2958486081381.5933,0.0,0.0,0.0
59200.0,5.2902605640615064e+16,2.916290539733333e+16,2.3739700243281736e+16,71441.31600992105,0.0002886121420655486,46876574369371.53,39812231612.828125,46836762137758.7,104690695.13742839,-47147709505620.055,2784454042550.6562,-49932163548170.71,-1596813.811750516,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2959050348181.8623,0.0,0.0,0.0
59400.0,5.295402561073201e+16,2.918020697011076e+16,2.377381864062125e+16,71502.41400874399,0.00028889266563410807,46884959940838.37,6918785431.1328125,46878041155407.234,602949255.0454189,-47164569376966.61,2812979850107.8125,-49977549227074.42,-1582066.8167534848,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2959625340261.172,0.0,0.0,0.0
59600.0,5.300734677071306e+16,2.9198560005549536e+16,2.380878676516352e+16,71563.41629518404,0.0002891835612150194,46890970058191.38,-27797913681.882812,46918767971873.266,-150203197.6606823,-47181686961135.06,2841879606507.1797,-50023566567642.24,-1567429.5477483375,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2960221117825.21,0.0,0.0,0.0
59800.0,5.306283480636745e+16,2.921811194885787e+16,2.3844722857509576e+16,71624.31010264556,0.00028948627826714374,46895484298303.875,-63903300625.0,46959387598928.875,-65395469.93853623,-47198117215286.74,2871741347507.2656,-50069858562794.01,-1552575.569912795,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2960840597476.3276,0.0,0.0,0.0
60000.0,5.3120554264033576e+16,2.9238897427353396e+16,2.388165683668018e+16,71685.09313804228,0.00028980116892544233,46898932560492.63,-101170426338.9375,47000102986831.57,-41342584.6024789,-47213503054065.83,2902769730024.172,-50116272784090.0,-1537413.336482504,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2961484440024.4062,0.0,0.0,0.0
60200.0,5.318641295214315e+16,2.926418160248305e+16,2.3922231349660104e+16,71745.6774040238,0.00029016046345959164,46906550024668.234,-139032693069.53906,47045582717737.77,-30113291.540534865,-47285964403371.47,2905113078511.9297,-50191077481883.4,-1538465.456854424,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2962218332852.159,0.0,0.0,0.0
60400.0,5.326230102045315e+16,2.929503588107192e+16,2.396726513938123e+16,71805.85988195521,0.0002905744736522267,46920778809918.72,-176012877166.5078,47096791687085.23,-23812610.537772313,-47340640215964.54,2920112437920.5234,-50260752653885.06,-1532691.5032753618,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2963063124817.0293,0.0,0.0,0.0
60600.0,5.3345005697584296e+16,2.932966940660791e+16,2.4015336290976384e+16,71865.74241501433,0.00029102567210902505,46935768373455.32,-214392144809.5078,47150160518264.83,-19572143.262745768,-47386852274629.836,2941714147289.383,-50328566421919.22,-1523495.3691039176,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2963982718307.4263,0.0,0.0,0.0
60800.0,5.343336614772047e+16,2.936743141780046e+16,2.4065934729920012e+16,71925.37327460137,0.0002915077258468111,46949205223359.125,-255157503888.08594,47204362727247.21,-16464254.18074519,-47427999033477.69,2967707864920.4766,-50395706898398.164,-1512173.3401663678,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2964963945287.7993,0.0,0.0,0.0
61000.0,5.352688107261822e+16,2.9408039955481e+16,2.4118841117137224e+16,71984.77043380754,0.0002920179000142838,46960634147501.234,-298415575516.1719,47259049723017.41,-14094062.799297543,-47465285816942.71,2997265599767.992,-50462551416710.7,-1499255.4466488264,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2966001002802.846,0.0,0.0,0.0
61200.0,5.3619193137568536e+16,2.944798285025671e+16,2.4171210287311824e+16,72044.0314291395,0.0002925215119343619,46964742368712.48,-344609638783.9844,47309352007496.46,-12217912.644192394,-47439710745709.93,3060508628968.1562,-50500219374678.086,-1469390.431648509,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2967023361404.7817,0.0,0.0,0.0
61400.0,5.370813199498659e+16,2.9486030053988816e+16,2.4222101940997776e+16,72103.37255551261,0.00029300672119468953,46958925926174.54,-395234444399.2344,47354160370573.77,-10663161.194666868,-47428463205281.28,3114816014406.242,-50543279219687.52,-1445018.9942464624,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2968007005002.8335,0.0,0.0,0.0
