M1.H_b.TA Time [a],M1.H_b.TA TA [mol],M1.H_b.TA C^{12}$S [mol],M1.H_b.TA C^{13}$S [mol],M1.H_b.TA $\delta^{13}$C [VPDB],M1.H_b.TA TA [mol/l],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [mol/a],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [C^{12}$S],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [C^{13}$S],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [mol/a],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [C^{12}$S],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [C^{13}$S],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [mol/a],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [C^{12}$S],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [C^{13}$S],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA $\delta^{13}$C [VPDB],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [mol/a],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [C^{12}$S],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [C^{13}$S],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA $\delta^{13}$C [VPDB]
58200.0,4.048172066547297e+16,2.1998644765081674e+17,-1.7950472698534378e+17,-73614.24936115349,0.002335713171366315,1787957800598114.2,1.0009745194224654e+16,-8221787393626540.0,-74094.56895539802,1842737608458394.8,1.001382877793953e+16,-8171091169481135.0,-73614.23800738447,2211285130150073.8,1.2016594533527436e+16,-9805309403377362.0,-73614.23800738447,2266051967811132.5,1.2022132848316064e+16,-9756080880504932.0,-73216.37652884498
58400.0,4.047904064757712e+16,2.20277438553087e+17,-1.797983979055099e+17,-73636.96494365495,0.0023355585397697343,1787742673982903.2,1.0022998578304322e+16,-8235255904321419.0,-74117.49764810229,1842615617169014.5,1.0027074750954776e+16,-8184459133785762.0,-73636.95358316657,2211138740602817.5,1.203248970114573e+16,-9821350960542912.0,-73636.95358316657,2265997887050641.5,1.2038021053153764e+16,-9772023166103122.0,-73238.914984731
58600.0,4.047617668809355e+16,2.2056851860791318e+17,-1.8009234191981965e+17,-73659.70140327048,0.0023353932951166397,1787519540019630.2,1.00362586486e+16,-8248739108580370.0,-74140.44734306431,1842485253653771.0,1.0040324782231528e+16,-8197839528577757.0,-73659.69002869824,2210982304384525.2,1.2048389738677834e+16,-9837407434293308.0,-73659.69002869824,2265933210440120.0,1.2053911496441308e+16,-9787978286001188.0,-73261.47536071757
58800.0,4.047318819052919e+16,2.2085968911170755e+17,-1.8038650092117837e+17,-73682.43479042049,0.0023352208648688903,1787290859939690.8,1.004952492943211e+16,-8262234069492419.0,-74163.39536761148,1842349218160290.8,1.0053578930695344e+16,-8211229712535053.0,-73682.4234280326,2210819061792349.2,1.2064294716834414e+16,-9853475655042064.0,-73682.4234280326,2265862255191170.5,1.206980480270705e+16,-9803942547515880.0,-73284.02659115975
59000.0,4.047004622460606e+16,2.2115095621873046e+17,-1.806809099941244e+17,-73705.17718394344,0.0023350395798081274,1787055579509154.5,1.006279754899334e+16,-8275741969484186.0,-74186.35121028587,1842206198526604.0,1.0066837476337404e+16,-8224631277810800.0,-73705.1658176668,2210647438231925.0,1.2080204971604886e+16,-9869557533372960.0,-73705.1658176668,2265782145034387.5,1.2085701493175708e+16,-9819919348141320.0,-73306.59056918898
59200.0,4.046714795407509e+16,2.2144260680219786e+17,-1.8097545884812275e+17,-73727.78997941222,0.0023348723554771924,1786848601507365.2,1.0076105026247766e+16,-8289256424740401.0,-74209.05120787029,1842074260759358.0,1.0080113469288296e+16,-8238039208528938.0,-73727.77869420651,2210489112911229.8,1.2096136163145956e+16,-9885647050234726.0,-73727.77869420651,2265700574262224.5,1.2101603605911772e+16,-9835903031649548.0,-73329.11350072308
59400.0,4.046434588700381e+16,2.2173449506297747e+17,-1.8127014917597366e+17,-73750.32208643311,0.0023347106818907477,1786648569850316.5,1.008942608472765e+16,-8302777514877334.0,-74231.6512694073,1841946707478245.8,1.0093400288313942e+16,-8251453580835696.0,-73750.3108467027,2210336048973895.0,1.211208034597673e+16,-9901744297002836.0,-73750.3108467027,2265620542701178.0,1.2117514428653022e+16,-9851893885951844.0,-73351.57797536257
59600.0,4.046159304443691e+16,2.2202656228564246e+17,-1.8156496924120557e+17,-73772.78829172399,0.002334551848458361,1786450985615008.2,1.0102756052287902e+16,-8316305066672894.0,-74254.18405053225,1841821396466247.8,1.0106695253571836e+16,-8264873857105588.0,-73772.77708336552,2210185675759497.5,1.2128034304286204e+16,-9917848628526706.0,-73772.77708336552,2265542654451388.0,1.2133434298149204e+16,-9867891643697816.0,-73373.98020461063
59800.0,4.045889853856955e+16,2.2231881471796867e+17,-1.818599161793991e+17,-73795.18560844056,0.002334396380935211,1786256265235756.8,1.0116095328261546e+16,-8329839063025789.0,-74276.64671464336,1841698741852200.2,1.01199986495038e+16,-8278299907651600.0,-73795.17442327978,2210038490222640.2,1.2143998379404558e+16,-9933959889181918.0,-73795.17442327978,2265467549252055.0,1.2149363431699694e+16,-9883895882447640.0,-73396.31599499717
60000.0,4.045626702803389e+16,2.2261125716858544e+17,-1.8215499014055155e+17,-73817.51273902852,0.0023342445481149233,1786064526673077.5,1.0129444161524992e+16,-8343379634851914.0,-74299.03882602835,1841578952858102.8,1.013331069499533e+16,-8291731742137227.0,-73817.50159385732,2209894743429723.5,1.2159972833994398e+16,-9950078090564674.0,-73817.50159385732,2265396193339012.0,1.2165302062956898e+16,-9899905869617886.0,-73418.57883014002
60200.0,4.045283161505808e+16,2.2290307198084867e+17,-1.824502403657906e+17,-73840.05675330899,0.0023340463317544336,1785786027724804.5,1.0142719456963894e+16,-8356933429239090.0,-74322.01961178063,1841422598143685.2,1.0146594195322876e+16,-8305171597179191.0,-73840.04544154086,2209707117772422.2,1.217591303438745e+16,-9966205916615028.0,-73840.04544154086,2265324977976405.0,1.2181245922362428e+16,-9915920944386024.0,-73440.78943312603
60400.0,4.044900358852305e+16,2.2319470845785597e+17,-1.8274570486933293e+17,-73862.6854706377,0.0023338254623879334,1785482666011028.8,1.0155984336733758e+16,-8370501670722729.0,-74345.14213002252,1841248348932481.8,1.0159869556785694e+16,-8318621207853212.0,-73862.67415757815,2209498018718978.0,1.2191843468142834e+16,-9982345449423856.0,-73862.67415757815,2265244229829523.0,1.2197186905592774e+16,-9931942675763252.0,-73463.0076778652
60600.0,4.04450603375546e+16,2.234863583162782e+17,-1.8304129797872362e+17,-73885.3019752523,0.0023335979448053405,1785174382239207.2,1.016925295021985e+16,-8384078567980643.0,-74368.25313389198,1841068853173602.8,1.0173145527371928e+16,-8332076674198325.0,-73885.29067405293,2209282623808323.5,1.2207774632846316e+16,-9998492009037992.0,-73885.29067405293,2265157191754010.5,1.2213125495565116e+16,-9947968303811106.0,-73485.2105220072
60800.0,4.044104298647819e+16,2.2377802400684794e+17,-1.8333698102036973e+17,-73907.89013300088,0.0023333661517968194,1784863009938899.2,1.0182524820627838e+16,-8397661810688939.0,-74391.33588844372,1840885983521090.2,1.018642221852952e+16,-8345536235008430.0,-73907.87885076855,2209063180225308.5,1.2223706662235426e+16,-1.0014643482010118e+16,-73907.87885076855,2265066003976852.0,1.2229062438427338e+16,-9963996434450486.0,-73507.38347196864
61000.0,4.043699523548619e+16,2.2406971164690192e+17,-1.8363271641141574e+17,-73930.43313253889,0.00233313260477483,1784550477138294.2,1.0195799939837092e+16,-8411249462698798.0,-74414.37364141145,1840701728612842.8,1.0199699908677994e+16,-8358998180065151.0,-73930.42188155558,2208842074335411.5,1.2239639890413594e+16,-1.0030797816078182e+16,-73930.42188155558,2264973246435719.0,1.224499836428675e+16,-9980025117851032.0,-73529.50872442307
61200.0,4.0433856490492744e+16,2.2436226784458227e+17,-1.8392841135408954e+17,-73952.61905599842,0.0023329515055551765,1784330968913376.2,1.0209163505826988e+16,-8424832536913612.0,-74436.67535571476,1840558824234884.5,1.0213017109933852e+16,-8372458285698968.0,-73952.6080362453,2208670589081861.8,1.2255620531920626e+16,-1.0046949942838764e+16,-73952.6080362453,2264884507265240.0,1.2260938444897864e+16,-9996053937632624.0,-73551.55292180539
61400.0,4.04312282372784e+16,2.2465524412945366e+17,-1.8422401589217526e+17,-73974.57492848899,0.0023327998606757216,1784142328631146.8,1.0222551342960354e+16,-8438409014329207.0,-74458.68692285038,1840439179225165.0,1.022635345483795e+16,-8385914275612785.0,-73974.56398402175,2208527015070198.2,1.2271624145805542e+16,-1.0063097130735344e+16,-73974.56398402175,2264811312201234.0,1.2276891717639304e+16,-1.001208040543807e+16,-73573.444793609
61600.0,4.042886937480373e+16,2.2494845609316883e+17,-1.8451958671836512e+17,-73996.38379457289,0.002332663759095528,1783965996527718.5,1.0235949413954572e+16,-8451983417426854.0,-74480.5494115197,1840331797027834.0,1.0239700527652962e+16,-8399368730625128.0,-73996.37292403754,2208398156433401.0,1.2287640633183556e+16,-1.0079242476750156e+16,-73996.37292403754,2264752769160515.0,1.229285841198869e+16,-1.0028105642828176e+16,-73595.19170091458
61800.0,4.042676207885963e+16,2.2524191241625626e+17,-1.848151503373966e+17,-74018.05381755109,0.002332542172393884,1783801221694573.8,1.0249358629787682e+16,-8465557408093108.0,-74502.2712372199,1840235866723952.2,1.0253058723625118e+16,-8412822856901166.0,-74018.04301592418,2208283040068742.8,1.230367046835014e+16,-1.0095387428281398e+16,-74018.04301592418,2264707747645228.0,1.2308838463106612e+16,-1.0044130715461384e+16,-73616.80219955991
62000.0,4.042489141614229e+16,2.25535617830209e+17,-1.851107264140667e+17,-74039.59169585152,0.0023324342389494488,1783647297229361.5,1.02627794206669e+16,-8479132123437538.0,-74523.85965854299,1840150708060436.8,1.0266428258186588e+16,-8426277550126151.0,-74039.58096242601,2208180849672524.2,1.2319713909823908e+16,-1.0111533060151384e+16,-74039.58096242601,2264675564666081.0,1.232483190298961e+16,-1.0060156338323528e+16,-73638.28172312645
62200.0,4.042487171636389e+16,2.258310769805781e+17,-1.854062052642142e+17,-74060.46786828611,0.002332433102312193,1783669541670305.0,1.0276364139305886e+16,-8492694597635581.0,-74544.11249569799,1840149755997894.8,1.0279877577283882e+16,-8439727821285987.0,-74060.45756133452,2208179707197473.8,1.2335853092740658e+16,-1.0127673385543184e+16,-74060.45756133452,2264663379390675.5,1.2340847038316084e+16,-1.0076183658925408e+16,-73659.59002683182
62400.0,4.042590569193722e+16,2.2612747597596237e+17,-1.8570157028402515e+17,-74080.9409449606,0.0023324927606055115,1783753193996324.0,1.0289997690943434e+16,-8506244496947110.0,-74563.85399477465,1840196808222169.2,1.029336971647188e+16,-8453172908249711.0,-74080.93077011038,2208236169866603.2,1.2352043659766258e+16,-1.0143807489899654e+16,-74080.93077011038,2264686447050274.0,1.235689917007151e+16,-1.0092212723021236e+16,-73680.63806832969
62600.0,4.042751328049874e+16,2.2642447498303917e+17,-1.859969617025404e+17,-74101.17708224288,0.0023325855152047615,1783862657994724.8,1.030365476766461e+16,-8519792109669885.0,-74583.35549769063,1840269973655448.2,1.0306889168125456e+16,-8466619194470008.0,-74101.16701967429,2208323968386538.0,1.2368267001750548e+16,-1.015994303336401e+16,-74101.16701967429,2264740666730236.0,1.2372987910154414e+16,-1.0108247243424178e+16,-73701.45560629689
62800.0,4.042961142105999e+16,2.267220797534436e+17,-1.8629246833238358e+17,-74121.21005526427,0.002332706573659386,1783994289320218.2,1.0317336759378804e+16,-8533342470058586.0,-74602.65133061781,1840365471583521.5,1.0320436194243008e+16,-8480070722659486.0,-74121.20008345372,2208438565900226.0,1.238452343309161e+16,-1.0176084867191384e+16,-74121.20008345372,2264821312100030.0,1.2389112404931798e+16,-1.0124291092831768e+16,-73722.07618272092
63000.0,4.043212691635061e+16,2.2702028919778893e+17,-1.8658816228143834e+17,-74141.06911934722,0.002332851712635354,1784144786417671.0,1.0331044169501966e+16,-8546899383084295.0,-74621.7713590957,1840479967954015.8,1.0334010745319422e+16,-8493530777365406.0,-74141.05923504516,2208575961544819.0,1.2400812894383306e+16,-1.0192236932838488e+16,-74141.05923504516,2264924810083552.0,1.2405272023620326e+16,-1.0140347213536774e+16,-73742.5252413363
63200.0,4.043541294797392e+16,2.2731948279455702e+17,-1.868840698465831e+17,-74160.64296326722,0.002333041309994802,1784353661475575.0,1.0344815953727804e+16,-8560462292252229.0,-74640.4340434379,1840629528496103.5,1.0347630083634854e+16,-8507000555138750.0,-74160.63324148553,2208755434195324.2,1.2417156100361826e+16,-1.0208400666166502e+16,-74160.63324148553,2265049449450430.0,1.2421468351362828e+16,-1.0156418901912398e+16,-73762.81758691794
63400.0,4.043921705586029e+16,2.276194484267867e+17,-1.871802313709264e+17,-74180.01642626329,0.0023332607993037896,1784589389031206.0,1.0358622772437344e+16,-8574033383406138.0,-74658.86826794298,1840802683721993.8,1.0361284575008452e+16,-8520481891286458.0,-74180.00678081709,2208963220466392.8,1.2433541490010144e+16,-1.0224578269543752e+16,-74180.00678081709,2265196567938567.5,1.243770482397866e+16,-1.0172508256040092e+16,-73782.94850486032
63600.0,4.044337179289458e+16,2.2792009525280362e+17,-1.8747672345990906e+17,-74199.24918765847,0.0023335005192034143,1784840902533559.8,1.037245816621101e+16,-8587617263677450.0,-74677.1601670451,1840991801406148.2,1.0374970074525654e+16,-8533978273119506.0,-74199.23960351099,2209190161687378.0,1.2449964089430786e+16,-1.0240773927743408e+16,-74199.23960351099,2265362636500147.0,1.2453980930557736e+16,-1.0188618294057588e+16,-73802.94303485131
63800.0,4.044782199498174e+16,2.282214207349793e+17,-1.8777359873999757e+17,-74218.36296600269,0.0023337572868372836,1785105673584791.2,1.0386322457730796e+16,-8601216784146005.0,-74695.33229705838,1841194369444847.2,1.0388686466712452e+16,-8547492097267605.0,-74218.35343699524,2209433243333816.8,1.2466423760054944e+16,-1.0256990516721128e+16,-74218.35343699524,2265544881200341.0,1.2470296085714722e+16,-1.020475120451438e+16,-73822.82055688345
64000.0,4.045251824319741e+16,2.285234207554794e+17,-1.88070902512282e+17,-74237.377022221,0.0023340282508337,1785381521034671.2,1.0400215721733644e+16,-8614834200698973.0,-74713.40375842717,1841408139759000.8,1.0402433564147656e+16,-8561025424388655.0,-74237.36752958712,2209689767710801.0,1.2482920276977188e+16,-1.0273230509266388e+16,-74237.36752958712,2265740211824315.0,1.24866497971967e+16,-1.0220909585372384e+16,-73842.60270659869
64200.0,4.045775565580538e+16,2.2882640051077434e+17,-1.8836864485496896e+17,-74256.19779705023,0.0023343304389178824,1785700759481425.5,1.0414169315700336e+16,-8628468556218910.0,-74731.14461643655,1841646531857992.8,1.041622524997655e+16,-8574578718118557.0,-74256.18843028965,2209975838229591.5,1.2499470299971862e+16,-1.028949446174227e+16,-74256.18843028965,2265948987853536.0,1.250304333096949e+16,-1.0237094343115954e+16,-73862.28879760636
64400.0,4.046334123143188e+16,2.2913018664762157e+17,-1.886668454161897e+17,-74274.88888438724,0.002334652715302039,1786038449549276.8,1.0428159358975308e+16,-8642120909426031.0,-74748.73381042105,1841900784103566.0,1.0430053650479538e+16,-8588152866375972.0,-74274.87955556525,2210280940924279.5,1.2516064380575448e+16,-1.0305783439651168e+16,-74274.87955556525,2266171637989485.5,1.251947943155175e+16,-1.0253307793562264e+16,-73881.87945682427
64600.0,4.046913844763026e+16,2.2943470438871085e+17,-1.8896556594108058e+17,-74293.49843898157,0.002334987202917911,1786385519641308.2,1.0442180553579526e+16,-8655795033938218.0,-74766.24135146943,1842164668846146.0,1.0443915353818312e+16,-8601750684972166.0,-74293.48916029108,2210597602615375.5,1.2532698424581976e+16,-1.03221008219666e+16,-74293.48916029108,2266406414211434.0,1.2535957638969492e+16,-1.0269551224758058e+16,-73901.38672477381
64800.0,4.047511941363148e+16,2.297399502617986e+17,-1.892648308481671e+17,-74312.03717383822,0.002335332292524699,1786740707719612.2,1.0456233060201776e+16,-8669492352482164.0,-74783.67838612982,1842436919881482.0,1.045781020201793e+16,-8615373282136448.0,-74312.02792870442,2210924303857778.8,1.2549372242421516e+16,-1.0338447938563738e+16,-74312.02792870442,2266651048143470.0,1.2552477426887352e+16,-1.0285826378743882e+16,-73920.82606765938
65000.0,4.04812384167292e+16,2.3004591924657904e+17,-1.8956468082984986e+17,-74330.5225364318,0.002335685346591968,1787102145522614.5,1.0470316837520856e+16,-8683214691998242.0,-74801.06086078074,1842715457050035.8,1.0471737966534614e+16,-8629022509484578.0,-74330.51330243339,2211258548460043.0,1.2566085559841538e+16,-1.0354827011381496e+16,-74330.51330243339,2266902679297232.5,1.2569038337843868e+16,-1.0302135658546636e+16,-73940.21728092467
65200.0,4.048695971021818e+16,2.3035212150228896e+17,-1.898651617920708e+17,-74349.12827542861,0.0023360154536215053,1787415357386753.5,1.0484382662644122e+16,-8696967305257368.0,-74818.77999292381,1842975904838295.2,1.0485676364591416e+16,-8642700459753121.0,-74349.11895236363,2211571085805954.2,1.25828116375097e+16,-1.0371240551703746e+16,-74349.11895236363,2267159564098978.0,1.2585637301313528e+16,-1.031847773721455e+16,-73959.56882934697
65400.0,4.0492478084523544e+16,2.3065881606898272e+17,-1.9016633798445917e+17,-74367.79624768528,0.00233633385262574,1787715028001299.8,1.0498467716159132e+16,-8710752688157832.0,-74836.59418173949,1843227105412240.0,1.049963716044872e+16,-8656410055036480.0,-74367.78690470649,2211872526494688.0,1.2599564592538464e+16,-1.0387692066043776e+16,-74367.78690470649,2267411905676588.5,1.2602269016401328e+16,-1.033485711072474e+16,-73978.94304293994
65600.0,4.049791141465003e+16,2.3096611133990227e+17,-1.9046819992525222e+17,-74386.48799206998,0.002336647344753352,1788010694645413.5,1.051258031393729e+16,-8724569619291876.0,-74854.43418618244,1843474432757214.5,1.051362530064179e+16,-8670150867884576.0,-74386.47864643125,2212169319308657.5,1.2616350360770148e+16,-1.040418104146149e+16,-74386.47864643125,2267660168986772.0,1.2618933314756362e+16,-1.035127314576959e+16,-73998.33626336275
65800.0,4.0503278234994056e+16,2.3127400170275386e+17,-1.907707234677598e+17,-74405.19575827106,0.002336956999401421,1788303272154644.2,1.0526719886329942e+16,-8738416614175298.0,-74872.29121050744,1843718733954705.5,1.0527640529668658e+16,-8683921795713952.0,-74405.18639844135,2212462480745646.8,1.2633168635602392e+16,-1.0420706154856746e+16,-74405.18639844135,2267904557751792.0,1.263563021030411e+16,-1.0367725652552318e+16,-74017.7467978418
66000.0,4.050859411091668e+16,2.3158248345922006e+17,-1.910738893483034e+17,-74423.91310828044,0.002337263714659708,1788593421578452.2,1.0540886118469876e+16,-8752292696891424.0,-74890.15901725102,1843960714927927.0,1.0541682679142536e+16,-8697721964214609.0,-74423.90374479433,2212752857913512.5,1.2650019214971042e+16,-1.043726635705753e+16,-74423.90374479433,2268146538581755.0,1.2652359655914358e+16,-1.0384213117332604e+16,-74037.16410348626
66200.0,4.051378566250341e+16,2.3189146856517792e+17,-1.913776829026745e+17,-74442.66211770811,0.0023375632566559872,1788872550379717.2,1.0555070173765576e+16,-8766197623385859.0,-74908.09724499457,1844197039082701.8,1.0555747743869254e+16,-8711550704786552.0,-74442.65273389276,2213036446899242.2,1.2666897292643106e+16,-1.0453860845743864e+16,-74442.65273389276,2268386555739137.0,1.2669121106622e+16,-1.0400734550882864e+16,-74056.58417253131
66400.0,4.0518907720828936e+16,2.322010004346177e+17,-1.9168209271378877e+17,-74461.42442779991,0.0023378587890320515,1789147604350280.5,1.0569278394233616e+16,-8780130789883336.0,-74926.05607705913,1844430196000807.8,1.0569837695299714e+16,-8725407499298906.0,-74461.41505341818,2213316235200969.5,1.2683805234359656e+16,-1.0470488999158686e+16,-74461.41505341818,2268624533689657.0,1.2685913604231946e+16,-1.0417289070542288e+16,-74076.00620002928
66600.0,4.052399167344687e+16,2.325110953706498e+17,-1.919871036972029e+17,-74480.18892747702,0.0023381521227860795,1789420931032150.0,1.0583512024555394e+16,-8794091093523244.0,-74944.01733794005,1844661620217059.8,1.0583953277726968e+16,-8739291657509908.0,-74480.17954687975,2213593944260471.8,1.2700743933272362e+16,-1.048714998901189e+16,-74480.17954687975,2268860014198007.5,1.2702737064439836e+16,-1.0433877050241828e+16,-74095.43309024311
