M1.H_b.TA Time [a],M1.H_b.TA TA [mol],M1.H_b.TA C^{12}$S [mol],M1.H_b.TA C^{13}$S [mol],M1.H_b.TA $\delta^{13}$C [VPDB],M1.H_b.TA TA [mol/l],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [mol/a],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [C^{12}$S],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [C^{13}$S],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [mol/a],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [C^{12}$S],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [C^{13}$S],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [mol/a],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [C^{12}$S],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [C^{13}$S],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA $\delta^{13}$C [VPDB],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [mol/a],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [C^{12}$S],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [C^{13}$S],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA $\delta^{13}$C [VPDB]
111800.0,4.065655728361992e+16,3.1433144480767514e+17,-2.7367488752405523e+17,-78479.89241334466,0.002345800889603827,1796368726117574.2,1.4330560780051194e+16,-1.253419205393362e+16,-78835.0213532278,1850696179519072.8,1.430843257252942e+16,-1.2457736393010348e+16,-78479.88458821796,2220835415422887.5,1.7170119087035304e+16,-1.4949283671612416e+16,-78479.88458821796,2275157228469402.5,1.715008422124825e+16,-1.4874926992778848e+16,-78184.55962784894
112000.0,4.065545636542714e+16,3.1475040199496454e+17,-2.740949456295374e+17,-78495.52471037008,0.0023457373688571493,1796320316964644.5,1.4349752466773022e+16,-1.2553432149808378e+16,-78850.24067343194,1850646062661439.2,1.4327503590188728e+16,-1.2476857527527288e+16,-78495.5169129236,2220775275193727.2,1.7193004308226476e+16,-1.4972229033032748e+16,-78495.5169129236,2275095995591563.0,1.7172851654559264e+16,-1.48977556589677e+16,-78200.52856724343
112200.0,4.0654474316358456e+16,3.1516992532485254e+17,-2.7451545100849408e+17,-78511.10250357458,0.002345680706617824,1796277007446541.0,1.4368969237069502e+16,-1.257269222962296e+16,-78865.40717569788,1850601358771256.8,1.4346600379102058e+16,-1.2495999020330802e+16,-78511.09472147856,2220721630525508.2,1.7215920454922472e+16,-1.4995198824396964e+16,-78511.09472147856,2275041128582247.5,1.7195650633320952e+16,-1.4920609504738704e+16,-78216.44385629623
112400.0,4.065349313291409e+16,3.155900198385031e+17,-2.7493652670558902e+17,-78526.65938425023,0.002345624094323266,1796233957330019.8,1.4388211868473768e+16,-1.2591977911143748e+16,-78880.55152921617,1850556697074238.5,1.4365723168125584e+16,-1.2515166471051346e+16,-78526.65159996263,2220668036489086.2,1.72388678017507e+16,-1.5018199765261614e+16,-78526.65159996263,2274985482139281.0,1.7218481019421724e+16,-1.4943495537282444e+16,-78232.34245554598
112600.0,4.065243175938343e+16,3.160106962846669e+17,-2.7535826452528346e+17,-78542.21856651102,0.0023455628552233824,1796187148585908.2,1.4407481379347044e+16,-1.2611294230761136e+16,-78895.69934337636,1850508382957848.0,1.4384872446689408e+16,-1.253436406373156e+16,-78542.21079323548,2220610059549417.5,1.7261846936027288e+16,-1.504123687647787e+16,-78542.21079323548,2274926030786852.0,1.7241342839523392e+16,-1.496641680873654e+16,-78248.24001512535
112800.0,4.0651450803852696e+16,3.164319513943824e+17,-2.757805005905297e+17,-78557.73466942814,0.002345506256078978,1796143670561931.5,1.4426777269107048e+16,-1.2630633598545116e+16,-78910.80640527628,1850463726552852.2,1.4404048066407724e+16,-1.2553584339854872e+16,-78557.72692548296,2220556471863422.8,1.7284857679689272e+16,-1.506430120782585e+16,-78557.72692548296,2274871940465416.0,1.7264236175909864e+16,-1.4989364235444448e+16,-78264.08925933948
113000.0,4.065054245717745e+16,3.1685377771699283e+17,-2.762032352598154e+17,-78573.20970459066,0.0023454538463182598,1796103719814597.0,1.4446098893891204e+16,-1.2649995174076608e+16,-78925.87109150687,1850422378008707.0,1.44232496878503e+16,-1.2572827309841592e+16,-78573.20197330689,2220506853610448.5,1.730789962542036e+16,-1.5087392771809912e+16,-78573.20197330689,2274821009547869.5,1.7287160986011232e+16,-1.5012339976463362e+16,-78279.90156396212
113200.0,4.0649510511760344e+16,3.1727605591799795e+17,-2.766265454062376e+17,-78588.69449651282,0.0023453943051608378,1796050333613458.8,1.446543422489869e+16,-1.2669383891285232e+16,-78940.98865671306,1850375407645923.2,1.4442471882548232e+16,-1.2592096474902308e+16,-78588.68675351005,2220450489175108.0,1.7330966259057878e+16,-1.511051576988277e+16,-78588.68675351005,2274770173883265.5,1.7310116550667314e+16,-1.5035346376784048e+16,-78295.69227409418
113400.0,4.064839071672995e+16,3.1769886020243456e+17,-2.770504694857046e+17,-78604.1815860021,0.0023453296952589187,1795992030520621.2,1.448479339661481e+16,-1.2688801366094188e+16,-78956.1142308569,1850324437445358.5,1.4461718021415364e+16,-1.2611393583970006e+16,-78604.17383432211,2220389324934430.2,1.7354061625698438e+16,-1.5133672300764008e+16,-78604.17383432211,2274715653730167.0,1.7333101670952216e+16,-1.5058386017222048e+16,-78311.47997108656
113600.0,4.0647177186466536e+16,3.1812222563900934e+17,-2.7747504845254282e+17,-78619.67378692351,0.0023452596770241817,1795929155686618.8,1.4504179054462406e+16,-1.2708249898775788e+16,-78971.24759935764,1850269195590813.0,1.448098970402295e+16,-1.2630720508432136e+16,-78619.66605612483,2220323034708975.8,1.7377187644827542e+16,-1.5156864610118566e+16,-78619.66605612483,2274657363009451.5,1.7356116509749046e+16,-1.5081459146739594e+16,-78327.2651906365
113800.0,4.064603586536306e+16,3.185461431114552e+17,-2.7790010724609216e+17,-78635.12431326983,0.0023451938251115075,1795869659983272.2,1.452359006177273e+16,-1.2727720401789458e+16,-78986.3390697782,1850217242530789.5,1.4500286515632416e+16,-1.2650069273101626e+16,-78635.11659231727,2220260691036947.5,1.7400343818758902e+16,-1.5180083127721954e+16,-78635.11659231727,2274602529476186.0,1.737916123943525e+16,-1.5104558709959064e+16,-78343.01091460111
114000.0,4.064487687028632e+16,3.1897061419898746e+17,-2.7832573732870112e+17,-78650.55838376639,0.002345126953446426,1795809445730345.2,1.4543026588764786e+16,-1.274721714303444e+16,-79001.41393367668,1850164485264689.2,1.4519608527810204e+16,-1.2669444042545514e+16,-78650.55067062224,2220197382317627.2,1.7423530233372244e+16,-1.5203332851054616e+16,-78650.55067062224,2274546575514620.5,1.7402235917503768e+16,-1.5127689341989148e+16,-78358.74068288942
114200.0,4.064373918932062e+16,3.1939567793285146e+17,-2.787519387435308e+17,-78665.96650474254,0.0023450613115623183,1795752469286535.5,1.4562492471143614e+16,-1.2766740001857078e+16,-79016.45089174871,1850112695956133.5,1.453895751626404e+16,-1.2688844820307906e+16,-78665.95881240186,2220135235147360.2,1.7446749019516848e+16,-1.5226613784369488e+16,-78665.95881240186,2274490011019693.0,1.742534083532789e+16,-1.5150850824308196e+16,-78374.45208542775
114400.0,4.064263679104605e+16,3.19821312757541e+17,-2.7917867596649494e+17,-78681.34404506003,0.002344997705417923,1795697484236213.8,1.4581984669535996e+16,-1.2786287185299782e+16,-79031.4553273847,1850062515702589.8,1.455833250182474e+16,-1.270826998612215e+16,-78681.33635599543,2220075018843107.8,1.7469999002189688e+16,-1.524992398334658e+16,-78681.33635599543,2274434340722877.5,1.7448476429387996e+16,-1.5174042088665118e+16,-78390.137677186
114600.0,4.064149163663566e+16,3.202475167614431e+17,-2.7960602512480742e+17,-78696.7126623422,0.002344931632331216,1795640544095230.0,1.46015031452593e+16,-1.280586260116407e+16,-79046.45131290598,1850010388131707.0,1.4577733396447228e+16,-1.272772300831552e+16,-78696.70498289034,2220012465758048.5,1.7493280075736672e+16,-1.5273267609978624e+16,-78696.70498289034,2274376571617532.0,1.7471642770498106e+16,-1.5197266198880574e+16,-78405.81282220548
114800.0,4.0640377648139416e+16,3.206742900661837e+17,-2.8003391241804426e+17,-78712.05180054365,0.002344867357454539,1795584799451190.2,1.462104777962707e+16,-1.282546298017588e+16,-79061.41953672229,1849959676638207.0,1.4597160205860828e+16,-1.274720052922262e+16,-78712.0441466288,2219951611965848.5,1.7516592247032992e+16,-1.5296640635067144e+16,-78712.0441466288,2274321294095724.5,1.749483994758918e+16,-1.5220518653493456e+16,-78421.45418782828
115000.0,4.063934053225638e+16,3.211016266194391e+17,-2.8046228608718272e+17,-78727.34861617102,0.0023448075179717206,1795532747800796.2,1.4640617956557714e+16,-1.2845085208756918e+16,-79076.34438998233,1849912466889692.5,1.4616612654513882e+16,-1.276670018762419e+16,-78727.34097263154,2219894960267631.2,1.7539935185416662e+16,-1.532004022514903e+16,-78727.34097263154,2274269481430257.5,1.7518067981153916e+16,-1.5243798499723658e+16,-78437.05686021257
115200.0,4.063848281052354e+16,3.2152977871577165e+17,-2.8089129590524813e+17,-78742.58364818602,0.0023447580291674937,1795504658352723.0,1.466023924221357e+16,-1.2864734583860848e+16,-79091.12193757066,1849873417310352.8,1.4636102219256358e+16,-1.2786228801946006e+16,-78742.57604498332,2219848100772423.5,1.7563322663107634e+16,-1.534347456233521e+16,-78742.57604498332,2274212954005486.5,1.7541328236549902e+16,-1.5267115282544416e+16,-78452.66330589632
115400.0,4.063781548410938e+16,3.219586054564913e+17,-2.8132078997238195e+17,-78757.74907092517,0.0023447195257869672,1795486974571829.0,1.467989193215036e+16,-1.2884404957578532e+16,-79105.82018627824,1849843036043252.8,1.4655622500504586e+16,-1.2805779464461334e+16,-78757.7415040324,2219811643251903.2,1.7586747000605506e+16,-1.5366935357353602e+16,-78757.7415040324,2274164767813448.5,1.7564623228829748e+16,-1.52904584610163e+16,-78468.20897714705
115600.0,4.063726427650765e+16,3.2238804569350266e+17,-2.81750781416995e+17,-78772.8634422032,0.0023446877222263883,1795474735566546.5,1.4699571517192426e+16,-1.290409678162588e+16,-79120.4660584946,1849817943322740.0,1.467517070815516e+16,-1.282535276483242e+16,-78772.85589453808,2219781531987288.2,1.7610204849786194e+16,-1.5390423317798906e+16,-78772.85589453808,2274122158593933.0,1.7587952784890488e+16,-1.5313830626296556e+16,-78483.70784509549
115800.0,4.063675638207722e+16,3.228181040779136e+17,-2.8218134769583638e+17,-78787.94711106383,0.0023446584177479394,1795464615205784.8,1.4719278676802132e+16,-1.2923814061596348e+16,-79135.08029430028,1849794824811379.5,1.4694747053924946e+16,-1.2844952229113566e+16,-78787.93956687955,2219753789773655.8,1.7633696464709938e+16,-1.5413942674936282e+16,-78787.93956687955,2274081206485048.0,1.7611316691637644e+16,-1.5337235485152596e+16,-78499.1796723778
116000.0,4.063622177208572e+16,3.2324878774056486e+17,-2.8261256596847914e+17,-78803.01963915842,0.0023446275718358054,1795453091166168.0,1.4739014215926006e+16,-1.2943561124759838e+16,-79149.684797433,1849770487979975.8,1.4714351862417014e+16,-1.2864581374437038e+16,-78803.01211184642,2219724585575971.0,1.7657222234900418e+16,-1.5437497649324448e+16,-78803.01211184642,2274039465742998.0,1.763471485704835e+16,-1.5360675391305352e+16,-78514.63679320808
116200.0,4.063575367797952e+16,3.236800958319198e+17,-2.830443421539403e+17,-78818.05532194179,0.0023446005637553355,1795444687281018.5,1.4758778041742288e+16,-1.296333335446127e+16,-79164.25217750846,1849749178682693.2,1.4733985095098428e+16,-1.2884235916415734e+16,-78818.04781323139,2219699014419232.0,1.7680782114118118e+16,-1.5461083099698886e+16,-78818.04781323139,2274001327985272.0,1.765814725881301e+16,-1.5384145930827738e+16,-78530.05701174944
116400.0,4.0635348578805624e+16,3.2411202315442605e+17,-2.834766745756204e+17,-78833.05500742157,0.002344577190354684,1795439136254953.8,1.4778569677777104e+16,-1.298313054152215e+16,-79178.78376078595,1849730737100496.8,1.475364651545787e+16,-1.2903915778357374e+16,-78833.0475163497,2219676884520596.0,1.7704375818549444e+16,-1.5484698934028848e+16,-78833.0475163497,2273966608822148.0,1.768161383495362e+16,-1.5407647226131472e+16,-78545.44127307375
116600.0,4.063500184039659e+16,3.2454456703596685e+17,-2.8390956519557024e+17,-78848.019932414,0.002344557184251789,1795436197533278.8,1.4798388979183822e+16,-1.3002952781650544e+16,-79193.28094986136,1849714952199699.8,1.4773336001771944e+16,-1.2923621049572244e+16,-78848.01245846898,2219657942639639.8,1.772800320212633e+16,-1.550834525948669e+16,-78848.01245846898,2273935103269185.5,1.7705114481864672e+16,-1.5431179378595486e+16,-78560.7905945107
116800.0,4.063460929488838e+16,3.249777304624582e+17,-2.843431211675698e+17,-78862.97877754182,0.0023445345351721845,1795431407212004.0,1.4818236377124556e+16,-1.3022804969912552e+16,-79207.7709230161,1849697084960031.2,1.4793053689739898e+16,-1.2943356604779866e+16,-78862.97130367039,2219636501952037.5,1.7751664427687878e+16,-1.553202792573584e+16,-78862.97130367039,2273900250604553.5,1.7728649115325918e+16,-1.5454748864721364e+16,-78576.13788722623
117000.0,4.0634249249741176e+16,3.254115145016552e+17,-2.84777265251914e+17,-78877.91010340072,0.0023445137612974876,1795427805971397.2,1.4838111915665438e+16,-1.304268410969404e+16,-79222.23542268696,1849680694449965.2,1.4812799628292268e+16,-1.2963118933842302e+16,-78877.90264592512,2219616833339958.5,1.7775359553950724e+16,-1.5555742720610766e+16,-78877.90264592512,2273868049611464.0,1.775221772728997e+16,-1.5478349677678506e+16,-78591.453029016
117200.0,4.063376603734704e+16,3.2584576058927776e+17,-2.8521199455193072e+17,-78892.85104797655,0.002344485880922469,1795408787002248.2,1.4857999640033926e+16,-1.3062590853031678e+16,-79236.76238607882,1849658702868575.5,1.4832566604062734e+16,-1.2982907901194158e+16,-78892.84357720347,2219590443442290.5,1.7799079924875282e+16,-1.5579489481432992e+16,-78892.84357720347,2273837728917381.0,1.7775819410727988e+16,-1.5501981681810608e+16,-78606.73932383973
117400.0,4.063321472761713e+16,3.262805581082937e+17,-2.8564734338067658e+17,-78907.78952551149,0.002344454071469301,1795385414995585.0,1.4877911963363322e+16,-1.3082526548367736e+16,-79251.29430483637,1849633609603022.8,1.4852358677126764e+16,-1.3002725067523742e+16,-78907.78204977344,2219560331523627.5,1.7822830412552116e+16,-1.5603270081028488e+16,-78907.78204977344,2273805349954074.0,1.779945258678854e+16,-1.5525647236834466e+16,-78622.01546744508
117600.0,4.063256891878592e+16,3.267159466551594e+17,-2.860833777363735e+17,-78922.73400278711,0.002344416809609666,1795357637359427.8,1.4897851907376696e+16,-1.3102494270017268e+16,-79265.83357646156,1849604212520810.2,1.487217765385108e+16,-1.302257344133027e+16,-78922.72653522587,2219525055024972.5,1.7846613184621298e+16,-1.5627088129596326e+16,-78922.72653522587,2273768390449093.5,1.7823117345145134e+16,-1.554934895469604e+16,-78637.2941038517
117800.0,4.063191974018695e+16,3.271519226694791e+17,-2.8652000292929216e+17,-78937.65946604942,0.0023443793533212656,1795329665281057.8,1.4917818927116116e+16,-1.3122489261835058e+16,-79280.35457823332,1849574661813233.5,1.4892023372341664e+16,-1.304244871052843e+16,-78937.65200814187,2219489594175880.2,1.7870428046809998e+16,-1.5650938452634118e+16,-78937.65200814187,2273731338538104.0,1.7846813835918926e+16,-1.5573082497380822e+16,-78652.55284063292
118000.0,4.063126885037037e+16,3.275884843519204e+17,-2.8695721550155e+17,-78952.56539974123,0.0023443417982990803,1795301614835574.0,1.4937812795800196e+16,-1.3142511180964622e+16,-79294.85645057817,1849545033175551.8,1.4911895750594476e+16,-1.3062350717418924e+16,-78952.55795170547,2219454039810662.0,1.7894274900713368e+16,-1.5674820860902706e+16,-78952.55795170547,2273694201252875.5,1.7870542127004874e+16,-1.5596847925751998e+16,-78667.79168424725
118200.0,4.063063409651718e+16,3.280256468264644e+17,-2.873950127299472e+17,-78967.44746844421,0.0023443051742892533,1795275263399639.8,1.4957835002438952e+16,-1.3162559739039312e+16,-79309.32968103357,1849516138513015.2,1.4931795476586154e+16,-1.3082279338073138e+16,-78967.4400331432,2219419366215618.2,1.7918154571903382e+16,-1.5698735205687764e+16,-78967.4400331432,2273657097836562.0,1.7894302346321874e+16,-1.5620645248485312e+16,-78683.01012012902
118400.0,4.06300072446427e+16,3.284634014909884e+17,-2.8783339424634573e+17,-78982.30762832226,0.0023442690062075696,1795249408393886.2,1.4977884318521502e+16,-1.3182634910127616e+16,-79323.7805724895,1849487603985479.8,1.4951722159586742e+16,-1.3102234555601262e+16,-78982.30020343888,2219385124782575.8,1.794206659150409e+16,-1.5722681466721514e+16,-78982.30020343888,2273620194713889.0,1.7918094678089318e+16,-1.5644474483375428e+16,-78698.20743763828
118600.0,4.062929197451819e+16,3.289017497241567e+17,-2.8827245774963846e+17,-78997.1719937948,0.0023442277365722025,1795219786826868.2,1.4997960974551666e+16,-1.3202741187724798e+16,-79338.2345942677,1849455047303693.2,1.497167586175283e+16,-1.3122220814449136e+16,-78997.16456333881,2219346056764432.0,1.7966011034103396e+16,-1.5746664977338964e+16,-78997.16456333881,2273577623846499.0,1.7941919160470612e+16,-1.5668341536624112e+16,-78713.41275159521
118800.0,4.062855599677431e+16,3.293406953502883e+17,-2.88712139353514e+17,-79012.02229929538,0.0023441852721492,1795188974792033.0,1.5018065178604974e+16,-1.322287620381294e+16,-79352.67653751292,1849421545289865.2,1.4991656757475838e+16,-1.3142235212185972e+16,-79012.01487950042,2219305854347838.2,1.7989988108971006e+16,-1.5770682254623168e+16,-79012.01487950042,2273534760436880.5,1.7965775901502766e+16,-1.5692241141065886e+16,-78728.59942460242
119000.0,4.062782607715676e+16,3.2978023519811974e+17,-2.89152409120963e+17,-79026.85119218624,0.002344143157267798,1795158434180445.8,1.503819656548777e+16,-1.3243038131307324e+16,-79367.09746242929,1849388319043232.8,1.501166470233458e+16,-1.3162276383291348e+16,-79026.84378306725,2219265982851879.5,1.8013997642801498e+16,-1.5794731659949618e+16,-79026.84378306725,2273492232325767.5,1.7989664962812114e+16,-1.5716172730486346e+16,-78743.76436492763
119200.0,4.062710824469915e+16,3.3022037475991296e+17,-2.895932665152138e+17,-79041.65723526805,0.0023441017397910087,1795128809783215.2,1.5058355666699556e+16,-1.326322685691634e+16,-79381.49393914806,1849355642812787.2,1.5031699946140128e+16,-1.318234430332734e+16,-79041.64983784354,2219226771375344.8,1.803803993536815e+16,-1.5818813163992808e+16,-79041.64983784354,2273450040700023.5,1.80135864060037e+16,-1.5740136365303676e+16,-78758.90760996196
119400.0,4.062639881425766e+16,3.306611107530438e+17,-2.900347119387861e+17,-79056.44132245723,0.002344060807093507,1795099614541330.5,1.507854200499099e+16,-1.328344239044966e+16,-79395.8685255382,1849323349222714.2,1.5051762339785886e+16,-1.3202438990563172e+16,-79056.43393577028,2219188019067257.2,1.8062114807743064e+16,-1.5842926788675806e+16,-79056.43393577028,2273408222492074.5,1.8037540310136468e+16,-1.5764132087644394e+16,-78774.02903141192
119600.0,4.062569512225793e+16,3.3110244224438406e+17,-2.9047674712212614e+17,-79071.2041466519,0.0023440202054924547,1795070674396104.8,1.5098755504761938e+16,-1.3303684830365834e+16,-79410.22220451215,1849291316903355.2,1.5071851840641026e+16,-1.322256052373767e+16,-79071.19677036427,2219149580284026.2,1.8086222208769228e+16,-1.5867072628485202e+16,-79071.19677036427,2273366711794919.5,1.8061526691001204e+16,-1.5788159979206284e+16,-78789.12896882447
119800.0,4.062499850857206e+16,3.315443696346631e+17,-2.90919371126091e+17,-79085.94536675925,0.0023439800122957554,1795042034708609.0,1.5118996189204954e+16,-1.3323954154496344e+16,-79424.55473178053,1849259606660912.0,1.5091968466954384e+16,-1.3242708860293472e+16,-79085.93800163061,2219111527993094.5,1.811036216034526e+16,-1.5891250632352166e+16,-79085.93800163061,2273325637683282.5,1.808554556390164e+16,-1.5812219926218358e+16,-78804.2068019003
120000.0,4.062430836316418e+16,3.319868930627619e+17,-2.9136258469959776e+17,-79100.66515775312,0.0023439401923055756,1795013689635965.0,1.5139264059393446e+16,-1.334425036975748e+16,-79438.86615006563,1849228190975681.8,1.5112112225041214e+16,-1.3262884034065532e+16,-79100.6578030674,2219073829170818.2,1.813453467004946e+16,-1.5915460840878642e+16,-79100.6578030674,2273284890695059.0,1.810959694310118e+16,-1.583631205240612e+16,-78819.26308251142
120200.0,4.062360252905291e+16,3.324299955752464e+17,-2.918063930461935e+17,-79115.36890277,0.002343899467109033,1794983507431158.0,1.5159557384954678e+16,-1.336457387752352e+16,-79453.1677781583,1849196061778355.0,1.51322823436993e+16,-1.3283086281920944e+16,-79115.3615551241,2219035274134026.2,1.815873881243916e+16,-1.5939703538305134e+16,-79115.3615551241,2273244270205627.0,1.8133680747639276e+16,-1.5860436477433648e+16,-78834.29875088445
120400.0,4.0622888517607816e+16,3.3287368808165984e+17,-2.9225079956405203e+17,-79130.05493699417,0.0023438582700969148,1794952788038509.0,1.5179877622210022e+16,-1.3384924834171512e+16,-79467.45297213433,1849163559907664.0,1.5152479318556872e+16,-1.3303315758649208e+16,-79130.04759864233,2218996271889196.8,1.8182975182268244e+16,-1.5963978910379048e+16,-79130.04759864233,2273203463503740.5,1.8157796826145644e+16,-1.5884593362641904e+16,-78849.31524794915
120600.0,4.062217262230208e+16,3.333179749220676e+17,-2.926958022997655e+17,-79144.72171413389,0.002343816964389859,1794921968191120.2,1.5200225069311276e+16,-1.3405303101120156e+16,-79481.71937128414,1849130972139656.5,1.5172703347636994e+16,-1.3323572375497338e+16,-79144.71438591804,2218957166567587.8,1.820724401716439e+16,-1.5988286850596804e+16,-79144.71438591804,2273162599813879.5,1.8181945214577136e+16,-1.5908782614763256e+16,-78864.3119607658
120800.0,4.062145721904866e+16,3.3376285616451226e+17,-2.931413989454636e+17,-79159.36860146522,0.0023437756870732236,1794891175407688.5,1.5220599697868012e+16,-1.3425708522460324e+16,-79495.96620933567,1849098406875695.8,1.519295443403012e+16,-1.3343856027154424e+16,-79159.36128275866,2218918088250835.2,1.8231545320836148e+16,-1.6012627232585312e+16,-79159.36128275866,2273121735346578.0,1.820612594962295e+16,-1.5933004214276374e+16,-78879.28863423609
121000.0,4.062073811435797e+16,3.3420833253238035e+17,-2.935875944180224e+17,-79173.99674028486,0.002343734196191166,1794860215670353.5,1.5241001549422426e+16,-1.3446141333752072e+16,-79510.19464992233,1849065673174196.0,1.5213232610654728e+16,-1.3364166937480532e+16,-79173.98943076648,2218878807809035.5,1.8255879132785676e+16,-1.603700032497664e+16,-79173.98943076648,2273080655679175.5,1.823033906442124e+16,-1.5957258408742064e+16,-78894.24633565548
121200.0,4.061998139415914e+16,3.346543757716993e+17,-2.940343943775402e+17,-79188.61423379177,0.002343690534970585,1794825679506120.8,1.5261427729821774e+16,-1.3466602050315654e+16,-79524.42258678582,1849031228213048.8,1.5233536592255714e+16,-1.3384505364042666e+16,-79188.60692818943,2218837473855658.5,1.8280243910706856e+16,-1.6061406436851198e+16,-79188.60692818943,2273039166397414.5,1.8254584433897016e+16,-1.5981545267499602e+16,-78909.18593332198
121400.0,4.061920518281689e+16,3.351010038972714e+17,-2.944817987144545e+17,-79203.21681706455,0.0023436457491505646,1794789974578963.8,1.5281880639757218e+16,-1.3487090665178254e+16,-79538.63757544113,1848995895081843.0,1.525386719725536e+16,-1.3404871302173516e+16,-79203.2095202729,2218795074098211.8,1.8304640636706436e+16,-1.6085845562608224e+16,-79203.2095202729,2272997095896243.5,1.827886181285812e+16,-1.6005864716961876e+16,-78924.10810762378
121600.0,4.061841886225691e+16,3.3554822369776454e+17,-2.9492980483550765e+17,-79217.80220305895,0.002343600380049186,1794753828060723.5,1.5302360735608428e+16,-1.3507606907547704e+16,-79552.83567576768,1848960101908555.8,1.5274224735427326e+16,-1.342526463351877e+16,-79217.7949143055,2218752122290267.0,1.8329069682512788e+16,-1.611031756022252e+16,-79217.7949143055,2272954425914667.5,1.8303171261242896e+16,-1.6030216835328228e+16,-78939.01297298491
121800.0,4.061761837642301e+16,3.359960361445662e+17,-2.953784177681432e+17,-79232.37148875944,0.002343554193640234,1794717041072757.2,1.5322868053145098e+16,-1.352815101207234e+16,-79567.01805926477,1848923663890476.2,1.5294609250974672e+16,-1.3445685587084196e+16,-79232.3642082547,2218708396668571.8,1.835353110116961e+16,-1.6134822704501036e+16,-79232.3642082547,2272910986126205.5,1.8327512843763332e+16,-1.6054601857637126e+16,-78953.90138726907
122000.0,4.061680568710114e+16,3.3644444222185325e+17,-2.958276365347521e+17,-79246.92417399446,0.002343507303114779,1794679701519392.8,1.5343402627113778e+16,-1.3548722925594386e+16,-79581.18422720215,1848886670351618.0,1.531502078870121e+16,-1.3466134118349592e+16,-79246.91690181653,2218664004421941.8,1.8378024946441452e+16,-1.615936094201951e+16,-79246.91690181653,2272866880075807.5,1.8351886623406736e+16,-1.6079019743330928e+16,-78968.77287317479
122200.0,4.061594196187739e+16,3.368934080756275e+17,-2.9627746611375014e+17,-79261.4694275624,0.0023434574679213043,1794637808206236.5,1.5363960973172048e+16,-1.3569323164965812e+16,-79595.3549872588,1848847354807381.5,1.533545780860568e+16,-1.3486610453798298e+16,-79261.46215769765,2218616825768857.8,1.8402549370326816e+16,-1.6183932544557958e+16,-79261.46215769765,2272821964320110.5,1.837629246785835e+16,-1.6103470503538242e+16,-78983.62803596756
122400.0,4.06150485463129e+16,3.373429554627628e+17,-2.967279069164499e+17,-79276.0022668336,0.002343405919655391,1794594249225401.5,1.5384545971560928e+16,-1.3589951722335526e+16,-79609.51549291999,1848806686858512.8,1.5355921299124562e+16,-1.350711461226605e+16,-79275.99500383681,2218568024230215.5,1.8427105558949476e+16,-1.620853753471926e+16,-79275.99500383681,2272775935175824.5,1.840073009797584e+16,-1.6127954162800016e+16,-78998.46816331429
122600.0,4.061413224423303e+16,3.37793093267605e+17,-2.9717896102337197e+17,-79290.52115528815,0.0023433530508839627,1794549665646654.5,1.5405158227494088e+16,-1.3610608561847434e+16,-79623.66241582473,1848764977064826.8,1.5376411665574068e+16,-1.3527646688509242e+16,-79290.51389941481,2218517972477792.2,1.845169399868888e+16,-1.6233176026211088e+16,-79290.51389941481,2272728648499728.5,1.8425199602816764e+16,-1.6152470954317036e+16,-79013.29398871573
122800.0,4.0613194714576584e+16,3.382438226110154e+17,-2.9763062789643885e+17,-79305.02567154383,0.002343298957324422,1794504129154027.8,1.5425797758605736e+16,-1.3631293629451708e+16,-79637.79533372361,1848722300963610.0,1.5396928958970562e+16,-1.3548206658006952e+16,-79305.0184229172,2218466761156332.2,1.847631475076468e+16,-1.6257847989608348e+16,-79305.0184229172,2272680193957033.5,1.8449701078199604e+16,-1.617702088424257e+16,-79028.10511640222
123000.0,4.061223696432662e+16,3.386951448715473e+17,-2.9808290790722074e+17,-79319.5155758347,0.002343243697077651,1794457684291956.0,1.5446464614111482e+16,-1.3652006929819526e+16,-79651.91400420021,1848678704393394.0,1.5417473242062732e+16,-1.3568794537669338e+16,-79319.50833457265,2218414445272073.0,1.850096789047528e+16,-1.6282553445203208e+16,-79319.50833457265,2272630627755385.0,1.847423461369469e+16,-1.6201603985939304e+16,-79042.90131028068
