M1.L_b.TA Time [a],M1.L_b.TA TA [mol],M1.L_b.TA C^{12}$S [mol],M1.L_b.TA C^{13}$S [mol],M1.L_b.TA $\delta^{13}$C [VPDB],M1.L_b.TA TA [mol/l],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [mol/a],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [C^{12}$S],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [C^{13}$S],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA $\delta^{13}$C [VPDB],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA [mol/a],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA [C^{12}$S],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA [C^{13}$S],M1.CG_D_b2L_b.C_TA_2_TA_thc.thc_F TA $\delta^{13}$C [VPDB],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA [mol/a],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA [C^{12}$S],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA [C^{13}$S],M1.CG_L_b2D_b.C_TA_2_TA_PIC_TA.PIC_TA_F TA $\delta^{13}$C [VPDB],M1.C_TA_2_TA_wca_ta.TA_2_TA_wca_ta_F TA [mol/a],M1.C_TA_2_TA_wca_ta.TA_2_TA_wca_ta_F TA [C^{12}$S],M1.C_TA_2_TA_wca_ta.TA_2_TA_wca_ta_F TA [C^{13}$S],M1.C_TA_2_TA_wca_ta.TA_2_TA_wca_ta_F TA $\delta^{13}$C [VPDB],M1.C_TA_2_TA_wsi_ta.TA_2_TA_wsi_ta_F TA [mol/a],M1.C_TA_2_TA_wsi_ta.TA_2_TA_wsi_ta_F TA [C^{12}$S],M1.C_TA_2_TA_wsi_ta.TA_2_TA_wsi_ta_F TA [C^{13}$S],M1.C_TA_2_TA_wsi_ta.TA_2_TA_wsi_ta_F TA $\delta^{13}$C [VPDB],M1.C_TA_2_TA_PyOx_TA.TA_2_TA_PyOx_TA_F TA [mol/a],M1.C_TA_2_TA_PyOx_TA.TA_2_TA_PyOx_TA_F TA [C^{12}$S],M1.C_TA_2_TA_PyOx_TA.TA_2_TA_PyOx_TA_F TA [C^{13}$S],M1.C_TA_2_TA_PyOx_TA.TA_2_TA_PyOx_TA_F TA $\delta^{13}$C [VPDB]
140200.0,6.434044670728304e+16,6.215232866754975e+17,-5.571828399682144e+17,-80777.8296283851,0.0022741506175465546,1794168341273043.5,1.7331503596303058e+16,-1.5537335255030014e+16,-80777.82367345934,1893992975922494.2,1.7258805208525346e+16,-1.5364812232602852e+16,-80224.2954498661,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14323631078925.127,138364978271974.44,-124041347193049.31,-80777.82367345934,5925110878197.482,57236034173421.02,-51310923295223.54,-80777.82367345934,-56545615472.80717,-55934665818.81666,-610949653.990509,-28.0
140400.0,6.434386776676137e+16,6.223598794415519e+17,-5.580160116747905e+17,-80789.72389054528,0.002274271536889262,1794263737869840.5,1.735483242548379e+16,-1.556056868761395e+16,-80789.71795108057,1894049243421337.2,1.7281859412233234e+16,-1.5387810168811896e+16,-80237.0334570717,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14322496188116.877,138532878981601.61,-124210382793484.73,-80789.71795108057,5924876144175.156,57307758304239.62,-51382882160064.46,-80789.71795108057,-15505594952.79425,-15338064052.438549,-167530900.35570145,-28.0
140600.0,6.434739652664958e+16,6.231975943743245e+17,-5.588501978476749e+17,-80801.58738472946,0.0022743962629657756,1794362137824825.8,1.7378192546830404e+16,-1.5583830409005578e+16,-80801.58146028478,1894108654931694.2,1.7304946585192176e+16,-1.5410837930260482e+16,-80249.73991248039,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14321222883422.715,138699409404552.53,-124378186521129.81,-80801.58146028478,5924612770382.316,57379198612563.21,-51454585842180.89,-80801.58146028478,25534425567.212692,25258537713.93365,275887853.2790413,-28.0
140800.0,6.43510250009812e+16,6.240364330291223e+17,-5.596854080281411e+17,-80813.42133255035,0.0022745245135074536,1794463318452168.5,1.7401584003791404e+16,-1.5607120685339236e+16,-80813.41542269157,1894170966038398.8,1.7328066539852058e+16,-1.543389557381366e+16,-80262.4160207634,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14319827035780.145,138864734943610.14,-124544907907830.0,-80813.41542269157,5924324036020.892,57450392726568.305,-51526068690547.414,-80813.41542269157,66574446087.2256,65855139480.31175,719306606.9138489,-28.0
141000.0,6.435474612010826e+16,6.248763930851749e+17,-5.605216469650666e+17,-80825.22676192157,0.002274656038633464,1794567082698280.5,1.7425006731718602e+16,-1.5630439649020322e+16,-80825.2208658061,1894235954712297.5,1.7351219108322472e+16,-1.5456983153610174e+16,-80275.06287533953,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14318315407892.523,139028930584338.11,-124710615176445.6,-80825.2208658061,5924011336371.84,57521359000883.85,-51597347664512.016,-80825.2208658061,107599943599.97179,106437375153.91049,1162568446.0612946,-28.0
141200.0,6.4357309298083256e+16,6.257164081921065e+17,-5.6135909889402323e+17,-80837.1659852167,0.0022747466356540483,1794638578828763.0,1.744843101199264e+16,-1.5653792433163876e+16,-80837.16000126039,1894301919276142.0,1.7374402773288368e+16,-1.5480100854012226e+16,-80287.68839159416,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14316934955324.977,139196858252209.36,-124879923296884.38,-80837.16000126039,5923725757602.786,57593613240473.086,-51669887482870.3,-80837.16000126039,107439943519.97174,106279103801.99478,1160839717.9769592,-28.0
141400.0,6.4359554745584424e+16,6.26557363629247e+17,-5.621978088836625e+17,-80849.13204119385,0.002274826002305708,1794701195497832.8,1.747188149679729e+16,-1.5677180301299458e+16,-80849.12605939529,1894365695793182.8,1.73976150680285e+16,-1.5503249372235318e+16,-80300.30739584398,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14315766900280.549,139367702793607.94,-125051935893327.39,-80849.12605939529,5923484107455.328,57666653721102.14,-51743169613646.81,-80849.12605939529,107279943439.97171,106120832450.0791,1159110989.8926086,-28.0
141600.0,6.436171920844579e+16,6.273994116459521e+17,-5.630376924375063e+17,-80861.09340350908,0.002274902506508037,1794761553854939.0,1.749536244912963e+16,-1.5700600895274692e+16,-80861.08742413123,1894427112745437.5,1.7420856140141226e+16,-1.5526429027395788e+16,-80312.92081119548,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14314686073289.633,139539773770946.34,-125225087697656.72,-80861.08742413123,5923260494483.913,57740031821509.97,-51816771327026.055,-80861.08742413123,107119943359.97166,105962561098.16342,1157382261.8082428,-28.0
141800.0,6.436380367825071e+16,6.282425377658556e+17,-5.638787340876049e+17,-80873.04967809032,0.002274976183309127,1794819681531393.0,1.7518873465044682e+16,-1.5724053783513288e+16,-80873.04370135601,1894486253253576.8,1.7444126156231128e+16,-1.5549639902977552e+16,-80325.52826565299,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14313652299053.941,139712677563139.33,-125399025264085.39,-80873.04370135601,5923046608387.629,57813665142879.14,-51890618534491.516,-80873.04370135601,106959943279.97163,105804289746.24773,1155653533.7239075,-28.0
142000.0,6.4365809772113064e+16,6.290867395706249e+17,-5.647209297985118e+17,-80885.0005601657,0.002275047089866812,1794875623645305.8,1.7542414477012524e+16,-1.5747538853367218e+16,-80884.99458612615,1894543169002630.8,1.7467425238845886e+16,-1.5572882069843256e+16,-80338.12952456203,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14312652483647.703,139886284501241.62,-125573632017593.92,-80884.99458612615,5922839740966.806,57887526159580.61,-51964686418613.805,-80884.99458612615,106800568000.28401,105646636443.96129,1153931556.3227234,-28.0
142200.0,6.436779247982063e+16,6.299320638553161e+17,-5.655642713754955e+17,-80896.93891731303,0.0022751171698272153,1794930912654040.2,1.7565986789179806e+16,-1.5771055876525766e+16,-80896.9329504996,1894597997066479.8,1.7490753553637626e+16,-1.5596155556571146e+16,-80350.72394416471,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14311671633138.746,140060340521445.92,-125748668888307.17,-80896.9329504996,5922636790468.47,57961539848153.35,-52038903057684.88,-80896.9329504996,108400568800.28429,107229349963.11809,1171218837.1661987,-28.0
142400.0,6.436971811143922e+16,6.307784751854875e+17,-5.6640875707404826e+17,-80908.86897897786,0.0022751852323999624,1794984610856951.2,1.7589589414896038e+16,-1.5794604804039086e+16,-80908.86301574863,1894650933887394.5,1.7514111301192608e+16,-1.5619460367305214e+16,-80363.31060061393,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14310704394159.041,140234859401402.7,-125924155007243.66,-80908.86301574863,5922436649558.766,58035722630366.98,-52113285980808.21,-80908.86301574863,110000569600.28479,108812063482.27515,1188506118.0096436,-28.0
142600.0,6.437157845131787e+16,6.316259698072716e+17,-5.6725439135595366e+17,-80920.79182052033,0.0022752509871980776,1795036488338119.5,1.7613222248735268e+16,-1.5818185760397148e+16,-80920.78586099546,1894702037721259.8,1.7537498567859238e+16,-1.5642796530137978e+16,-80375.88921306226,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14309755055797.889,140409901280656.33,-126100146224858.44,-80920.78586099546,5922240206064.606,58110090595642.26,-52187850389577.65,-80920.78586099546,111600570400.2853,110394777001.43217,1205793398.853119,-28.0
142800.0,6.4373375089332376e+16,6.3247455116437e+17,-5.681011760750377e+17,-80932.70723531891,0.0022753144904166483,1795086589454849.0,1.763688538673617e+16,-1.584179879728132e+16,-80932.70127950795,1894751343623826.5,1.7560915437496452e+16,-1.5666164093872626e+16,-80388.45961884838,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14308824564510.129,140585473896175.95,-126276649331665.83,-80932.70127950795,5922047656210.374,58184644897320.16,-52262597241109.78,-80932.70127950795,113200571200.28555,111977490520.58897,1223080679.696579,-28.0
143000.0,6.437510974963214e+16,6.333242221914226e+17,-5.6894911244179046e+17,-80944.61499153808,0.002275375802996741,1795134962248111.2,1.7660578910736914e+16,-1.5865443948488802e+16,-80944.60903964344,1894798913100932.5,1.7584361994446376e+16,-1.5689563081345444e+16,-80401.02152177911,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14307912803331.725,140761574157485.78,-126453661354154.06,-80944.60903964344,5921858976170.927,58259384361802.41,-52337525385631.48,-80944.60903964344,114800829400.4148,113560458658.78345,1240370741.6313477,-28.0
143200.0,6.437680589047485e+16,6.341750041535209e+17,-5.69798198263046e+17,-80956.51206973127,0.0022754357540841564,1795182260498786.2,1.7684303413430028e+16,-1.5889121152931242e+16,-80956.50612364027,1894844817152567.5,1.7607838346116588e+16,-1.571299352896402e+16,-80413.57459185921,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14307015077388.643,140938110372570.7,-126631095295182.05,-80956.50612364027,5921673194712.129,58334280476550.875,-52412607281838.75,-80956.50612364027,117120830560.41519,115855393261.56082,1265437298.85437,-28.0
143400.0,6.437845030652892e+16,6.350268841489361e+17,-5.706484338424072e+17,-80968.40011762654,0.0022754938769287475,1795228116694348.5,1.7708058535642024e+16,-1.5912830418947676e+16,-80968.39417588022,1894889150187286.8,1.7631344615499314e+16,-1.5736455465312028e+16,-80426.11839093409,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14306129489471.117,141115090646255.25,-126808961156784.12,-80968.39417588022,5921489919467.124,58409340371305.53,-52487850451838.41,-80968.39417588022,119440831720.41591,118150327864.33853,1290503856.0773773,-28.0
143600.0,6.438004028971187e+16,6.358798620706166e+17,-5.714998217809047e+17,-80980.2794874066,0.0022755500758117587,1795272454987996.2,1.773184427408318e+16,-1.5936571819095184e+16,-80980.27355005516,1894931952829570.5,1.7654880879010174e+16,-1.5759948926180604e+16,-80438.65272883241,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14305257721063.826,141292538358600.2,-126987280637536.36,-80980.27355005516,5921309498673.245,58484570204039.336,-52563260705366.09,-80980.27355005516,121760832880.4163,120445262467.11592,1315570413.3003845,-28.0
143800.0,6.438157738511572e+16,6.367339406674267e+17,-5.72352363282311e+17,-80992.14997539928,0.002275604405345369,1795315318486926.5,1.775566070541256e+16,-1.5960345386925634e+16,-80992.14404238787,1894973260263100.8,1.7678447211811244e+16,-1.5783473951548144e+16,-80451.17744298789,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14304399959277.494,141470453494210.47,-127166053534932.97,-80992.14404238787,5921131971317.525,58559969489532.42,-52638837518214.9,-80992.14404238787,124080834040.41702,122740197069.8936,1340636970.5234222,-28.0
144000.0,6.4383063331935496e+16,6.375891224844035e+17,-5.73206059152468e+17,-81004.01134894595,0.0022756569270024414,1795356755651747.8,1.7779507900607604e+16,-1.5984151144955856e+16,-81004.00542041287,1895013135020904.0,1.7702043688892918e+16,-1.5807030553872014e+16,-80463.69223343684,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14303555940106.959,141648831099084.38,-127345275158977.42,-81004.00542041287,5920957283017.753,58635536620329.64,-52714579337311.89,-81004.00542041287,126400633600.31665,125034932250.76761,1365701349.5490417,-28.0
144200.0,6.438448186250059e+16,6.384453956038385e+17,-5.7406091374133786e+17,-81015.86568314323,0.002275707065792669,1795396313118147.0,1.780338552756493e+16,-1.6007989214446784e+16,-81015.85975800038,1895051583446174.8,1.7725670366123196e+16,-1.5830618782677022e+16,-80476.19707523107,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14302728637117.709,141827734724769.56,-127525006087651.86,-81015.85975800038,5920786049496.803,58711291704921.27,-52790505655424.47,-81015.85975800038,128160634480.31721,126775917121.84036,1384717358.4768524,-28.0
144400.0,6.438584551993547e+16,6.393027745177964e+17,-5.7491692899786086e+17,-81027.71140274768,0.0022757552650601027,1795434340135673.5,1.7827293989938048e+16,-1.6031859649802374e+16,-81027.70548228311,1895088581518127.0,1.7749327285716838e+16,-1.5854238704198712e+16,-80488.692086742,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14301918692025.236,142007147487029.5,-127705228795004.27,-81027.70548228311,5920618403881.099,58787226315527.766,-52866607911646.664,-81027.70548228311,129920635360.31776,128516901992.9131,1403733367.404663,-28.0
144600.0,6.438715876009582e+16,6.401612636576388e+17,-5.75774104897543e+17,-81039.54792352713,0.002275801682299561,1795470961228240.2,1.7851233411533052e+16,-1.6055762450304812e+16,-81039.54200779607,1895124159587263.5,1.777301452443721e+16,-1.5877890364849946e+16,-80501.17713245674,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14301123923024.646,142187039896502.9,-127885915973478.27,-81039.54200779607,5920453894857.964,58863332608304.15,-52942878713446.19,-81039.54200779607,131680636240.31805,130257886863.98558,1422749376.3324738,-28.0
144800.0,6.438842322520878e+16,6.410208651256294e+17,-5.766324419004206e+17,-81051.37502227085,0.0022758463755565192,1795506222234280.8,1.787520385096839e+16,-1.607969762873411e+16,-81051.36911110676,1895158348975688.2,1.7796732158421298e+16,-1.590157380944561e+16,-80513.65207227672,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14300343273006.523,142367399220553.75,-128067055947547.22,-81051.36911110676,5920292303869.064,58939607381193.695,-53019315077324.63,-81051.36911110676,133440637120.31862,131998871735.05835,1441765385.2602692,-28.0
145000.0,6.438964121990994e+16,6.418815812886035e+17,-5.774919400686936e+17,-81063.19238874952,0.002275889426289667,1795540187344309.0,1.7899205374255346e+16,-1.6103665186911036e+16,-81063.18648236715,1895191241472623.8,1.7820480262378822e+16,-1.5925289020906198e+16,-80526.11646345744,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14299576117154.713,142548215567546.28,-128248639450391.56,-81063.18648236715,5920133501814.023,59016047726955.68,-53095914225141.66,-81063.18648236715,135200870000.43489,133740086099.59108,1460783900.843811,-28.0
145200.0,6.4390831682665576e+16,6.427434310651432e+17,-5.783525993824776e+17,-81074.99764088806,0.0022759315038901416,1795573384322462.5,1.7923238508675322e+16,-1.612766512435286e+16,-81074.9917410783,1895222854102804.8,1.784425893088579e+16,-1.5949036076782986e+16,-80538.57025057694,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14298818340241.693,142729410973685.94,-128430592633444.25,-81074.9917410783,5919976637026.985,59092629773668.52,-53172653136641.54,-81074.9917410783,137600871200.43564,136114156378.32664,1486714822.1089935,-28.0
145400.0,6.439198249433629e+16,6.436064029120219e+17,-5.792144204176856e+17,-81086.79228097889,0.0022759721799998915,1795605475905990.5,1.7947302932865476e+16,-1.6151697456959486e+16,-81086.78638638619,1895253245404491.2,1.7868068272199962e+16,-1.597281502679547e+16,-80551.01317714063,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14298068238125.27,142910993237498.53,-128612924999373.27,-81086.78638638619,5919821356879.433,59169360210797.445,-53249538853918.016,-81086.78638638619,140000872400.43607,138488226657.06186,1512645743.3742065,-28.0
145600.0,6.439309237040953e+16,6.44470496610781e+17,-5.800774042403716e+17,-81098.57646440063,0.0022760114092170718,1795636426041742.0,1.797139864046781e+16,-1.6175762214426068e+16,-81098.57057470063,1895282461462880.0,1.7891908353529742e+16,-1.5996625892066862e+16,-80563.44502813912,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14297327228845.354,143092979957637.5,-128795652728792.14,-81098.57057470063,5919667955058.828,59246243335616.11,-53326575380557.28,-81098.57057470063,142400873600.4368,140862296935.79742,1538576664.6393738,-28.0
145800.0,6.439416218806922e+16,6.453357148676471e+17,-5.809415526795779e+17,-81110.35008797642,0.0022760492225462597,1795666259017596.2,1.7995525706961168e+16,-1.6199859447943572e+16,-81110.344203708,1895310588045527.2,1.7915779241134004e+16,-1.6020468653088476e+16,-80575.86539370164,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14296595737745.924,143275374713223.44,-128978778975477.52,-81110.344203708,5919516519768.201,59323279684805.9,-53403763165037.695,-81110.344203708,144800874800.43723,143236367214.53265,1564507585.9045715,-28.0
146000.0,6.439519125210553e+16,6.462020600040527e+17,-5.818068687519473e+17,-81122.11326025239,0.0022760855954148587,1795694955538897.8,1.801968419706852e+16,-1.6223989241529622e+16,-81122.10738149402,1895337573036189.2,1.7939681001021282e+16,-1.6044343427985092e+16,-80588.27454825644,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14295873679386.756,143458179369014.28,-129162305689627.53,-81122.10738149402,5919367033469.737,59400470141462.43,-53481103107992.695,-81122.10738149402,147200934400.46716,145610495262.31165,1590439138.1555176,-28.0
146200.0,6.4396186476975736e+16,6.470695380641393e+17,-5.826733515871635e+17,-81133.86509354383,0.002276120772218394,1795722708427122.0,1.804387427926623e+16,-1.624815157083911e+16,-81133.85922030012,1895363448209197.8,1.7963613704254766e+16,-1.6068250256045568e+16,-80600.6723519675,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14295159620466.09,143641366110285.3,-129346206489819.22,-81133.85922030012,5919219199566.352,59477806104008.945,-53558586904442.59,-81133.85922030012,149760935680.468,148142836892.96295,1618098787.5050354,-28.0
146400.0,6.439714628107162e+16,6.479381479467717e+17,-5.835410016657001e+17,-81145.60577394215,0.002276154697054,1795749473570653.5,1.8068095922998276e+16,-1.6272346449427622e+16,-81145.59990632869,1895388332689938.0,1.7987577425107274e+16,-1.6092189092417336e+16,-80613.05823620083,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14294453091351.934,143824934058199.66,-129530480966847.72,-81145.59990632869,5919072920948.823,59555288131742.36,-53636215210793.54,-81145.59990632869,152320936960.4684,150675178523.6138,1645758436.8546143,-28.0
146600.0,6.439806840680694e+16,6.488078912660059e+17,-5.84409822859199e+17,-81157.33561642037,0.002276187290125975,1795775188031128.0,1.809234917318975e+16,-1.6296573985158624e+16,-81157.32975443447,1895412157585646.2,1.8011572226750848e+16,-1.6116160069165202e+16,-80625.4325574329,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14293754373562.07,144008892007149.38,-129715137633587.31,-81157.32975443447,5918928256019.583,59632919227698.5,-53713990971678.914,-81157.32975443447,154880938240.4692,153207520154.26508,1673418086.204132,-28.0
146800.0,6.439895610455352e+16,6.496787698644334e+17,-5.8527981375988e+17,-81169.05418290991,0.0022762186663206068,1795799942517615.2,1.811663408122965e+16,-1.6320834138712032e+16,-81169.048326205,1895434988782023.0,1.8035598172168012e+16,-1.6140163183385988e+16,-80637.79500484827,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14293063032558.418,144193229284654.25,-129900166252095.83,-81169.048326205,5918785114925.427,59710695826286.836,-53791910711361.41,-81169.048326205,157440939520.46967,155739861784.916,1701077735.5536804,-28.0
147000.0,6.439980897363386e+16,6.505507862677809e+17,-5.861509772941471e+17,-81180.76154635653,0.002276248811475715,1795823725664415.2,1.8140950717560204e+16,-1.6345126991895788e+16,-81180.75569553762,1895456884234135.0,1.8059655323900468e+16,-1.6164198439666332e+16,-80650.14530975229,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14292379197275.336,144377949210203.06,-130085570012927.72,-81180.75569553762,5918643524473.532,59788618981830.59,-53869975457357.06,-81180.75569553762,160000529200.26462,158271796262.5144,1728732937.7502136,-28.0
147200.0,6.440059221151561e+16,6.51423913675989e+17,-5.870233214644733e+17,-81192.4620827885,0.0022762764954754947,1795845567744257.8,1.8165298335283652e+16,-1.6369452767539394e+16,-81192.45623494757,1895477713223492.5,1.8083743706833016e+16,-1.6188265993609524e+16,-80662.4841124437,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14291709098184.406,144563187477030.5,-130271478378846.1,-81192.45623494757,5918504774861.622,59866731786523.31,-53948227011661.69,-81192.45623494757,161440529920.26486,159696238429.75555,1744291490.5093079,-28.0
147400.0,6.440133375363206e+16,6.522981781761371e+17,-5.87896844422505e+17,-81204.15230010201,0.0022763027057141295,1795866246590032.0,1.8189677660955916e+16,-1.6393811414365884e+16,-81204.14645759112,1895497548704755.0,1.810786332080922e+16,-1.6212365772104464e+16,-80674.81103538045,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14291054349711.025,144748904630305.66,-130457850280594.62,-81204.14645759112,5918369200581.336,59945014413804.164,-54026645213222.83,-81204.14645759112,162880530640.26532,161120680596.9969,1759850043.2684326,-28.0
147600.0,6.4402036918155144e+16,6.531735863753563e+17,-5.887715494572012e+17,-81215.83181535872,0.0022763275594743417,1795885855192824.0,1.821408887927587e+16,-1.6418203024083048e+16,-81215.82597848299,1895516321968246.5,1.8132014235047108e+16,-1.6236497913078862e+16,-80687.12643634043,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14290411640799.836,144935061988680.7,-130644650347880.84,-81215.82597848299,5918236116230.121,60023457681268.9,-54105221565038.78,-81215.82597848299,164320531360.26556,162545122764.238,1775408596.0275574,-28.0
147800.0,6.440270528135811e+16,6.540501395311167e+17,-5.896474342497586e+17,-81227.5001405198,0.0022763511831615955,1795904493385353.2,1.82385320253039e+16,-1.6442627531918546e+16,-81227.49430906137,1895534096908812.2,1.815619651885379e+16,-1.626066242194498e+16,-80699.43001900692,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14289779136115.236,145121633900068.5,-130831854763953.27,-81227.49430906137,5918105141924.286,60102054734901.35,-54183949592977.06,-81227.49430906137,165760532080.26602,163969564931.47937,1790967148.7866516,-28.0
148000.0,6.440333779286133e+16,6.549278401775789e+17,-5.905245023847176e+17,-81239.15743590338,0.0022763735396496097,1795922131761722.2,1.8263007169709028e+16,-1.6467085037947306e+16,-81239.15161020934,1895550885988646.0,1.818041023967641e+16,-1.6284859353687762e+16,-80711.72174094834,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14289156632331.604,145308621910780.7,-131019465278449.08,-81239.15161020934,5917976235699.41,60180806568001.98,-54262830332302.56,-81239.15161020934,167200325600.16284,165393802137.31992,1806523462.842926,-28.0
148200.0,6.440391957830209e+16,6.55806675623875e+17,-5.914027560455729e+17,-81250.80553387027,0.0022763941031953587,1795938355996902.8,1.8287513958816876e+16,-1.6491575602819974e+16,-81250.79971217884,1895566668498149.5,1.8204655445287332e+16,-1.6309088776789182e+16,-80724.00171047769,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14288546548343.67,145496082079606.84,-131207535531263.17,-81250.79971217884,5917849898604.303,60259731223812.59,-54341881325208.29,-81250.79971217884,168080326040.16296,166264294572.85614,1816031467.3068237,-28.0
148400.0,6.4404463413117e+16,6.56686660623155e+17,-5.922821972100379e+17,-81262.44287578882,0.0022764133253541014,1795953521539082.2,1.8312052803589416e+16,-1.6516099282050334e+16,-81262.43706003192,1895581526261207.5,1.822893217086344e+16,-1.6333350644602232e+16,-80736.26953057753,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14287950019230.912,145684001322586.12,-131396051303355.22,-81262.43706003192,5917726365864.869,60338820793115.164,-54421094427250.3,-81262.43706003192,168960326480.16327,167134787008.39255,1825539471.7707214,-28.0
148600.0,6.440497124196449e+16,6.575677990504325e+17,-5.93162827808468e+17,-81274.06923199714,0.0022764312748609237,1795967683166160.8,1.8336623812285212e+16,-1.6540656129119052e+16,-81274.06342152564,1895595319623518.8,1.8253240485049624e+16,-1.6357645165426106e+16,-80748.52590027133,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14287364710985.117,145872353066174.22,-131584988355189.1,-81274.06342152564,5917605154301.731,60418069100651.92,-54500463946350.19,-81274.06342152564,169840326920.1634,168005279443.92877,1835047476.2346191,-28.0
148800.0,6.440544741883892e+16,6.584500930559843e+17,-5.940446456371453e+17,-81285.68402547916,0.002276448105610296,1795980962037778.8,1.8361227044898864e+16,-1.6565246082861086e+16,-81285.67822089222,1895608261673898.2,1.8277580457477348e+16,-1.638197219580345e+16,-80760.7698006613,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14286789884790.236,146061121115536.66,-131774331230746.42,-81285.67822089222,5917486111051.37,60497470917937.44,-54579984806886.07,-81285.67822089222,170720327360.16367,168875771879.46512,1844555480.6985474,-28.0
149000.0,6.4405889232980216e+16,6.593335447431113e+17,-5.949276555101311e+17,-81297.28763518475,0.002276463721788823,1795993282744855.5,1.83858625600487e+16,-1.6589869277303844e+16,-81297.281836183,1895620212275535.0,1.830195215491094e+16,-1.6406331942635404e+16,-80773.00193210502,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14286225013069.43,146250307345687.0,-131964082332617.56,-81297.281836183,5917369126983.215,60577028060769.56,-54659658933786.34,-81297.281836183,171600447000.22342,169746382227.15854,1854064773.0648804,-28.0
149200.0,6.440631014079254e+16,6.602181645353633e+17,-5.958118543945708e+17,-81308.87836825436,0.002276478599020958,1796005020217899.0,1.841053064829599e+16,-1.6614525628078092e+16,-81308.87257598093,1895631339915147.2,1.832635565535967e+16,-1.6430724315444524e+16,-80785.22149971906,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14285667913759.74,146439861802693.25,-132154193888933.52,-81308.87257598093,5917253750304.236,60656724395182.1,-54739470644877.87,-81308.87257598093,172800447600.2238,170933417366.52634,1867030233.6974487,-28.0
149400.0,6.440670288242917e+16,6.61103947472713e+17,-5.966972445902838e+17,-81320.45712713021,0.002276492480703184,1796015972471458.8,1.8435231171570784e+16,-1.6639215199099326e+16,-81320.45134062148,1895641599155823.5,1.835079104190285e+16,-1.6455149442747024e+16,-80797.42875117665,120000000000000.0,118666520574994.69,1333479425005.328,0.0,14285117437730.67,146629788550940.5,-132344671113209.83,-81320.45134062148,5917139743113.725,60736563989841.67,-54819424246727.945,-81320.45134062148,174000448200.224,172120452505.89395,1879995694.3300476,-28.0
